nu	h	lw	logL
1.00282229798240678065e+02	2.78570922864999879209e+01	8.56218507453845589783e-02       -3.877455e+08
1.06988067707404454154e+02	8.01522880921296376755e+01	2.43198586001735606033e-01       -1.401809e+08
1.08585178868375365369e+02	5.76306029913968771439e+01	3.18382674932438547444e-01       -3.227928e+07
1.14688985768165295553e+02	9.89909550786139647016e+00	1.16159668657464021368e-01       -1.955531e+07
1.07654371944394100069e+02	7.48029188421279371823e+01	5.18705663533403749099e-01       -1.257172e+07
1.05785624758645326438e+02	5.42476284773854189325e+01	5.63227255002776594495e-01       -5.128709e+06
1.12039792652978903220e+02	5.91218086667075439777e+01	6.17995829621582726254e-01       -4.645761e+06
1.16711315093660189746e+02	6.76950478300121858410e+01	1.07826671207220980975e+00       -1.140557e+06
1.15658255681378449253e+02	7.15226108620656475523e+01	1.12263670176455665484e+00       -1.108996e+06
1.15551646355003612143e+02	7.78091330419153024422e+01	1.23069608491700810404e+00       -9.921510e+05
1.00909053737034014375e+02	2.16646393454824064406e+01	5.70828296267195556268e-01       -7.880460e+05
1.12530970357846342722e+02	8.02880925011995572049e+00	4.33606305948811998618e-01       -2.497141e+05
1.08176111980220142073e+02	2.42556136937416617627e+01	1.07894990156560854899e+00       -1.474538e+05
1.16898172213376511763e+02	5.94924160788882403494e+01	2.00006497445296549387e+00       -1.362900e+05
1.02190762564434081128e+02	8.73488841331442671390e+01	2.62152672496032979055e+00       -1.276160e+05
1.11836236322759063455e+02	5.57927810877811509727e+01	2.08678316845929945345e+00       -1.076603e+05
1.12875433283019390274e+02	7.14075794870323221630e+01	2.71201096589724688357e+00       -7.868833e+04
1.02368128268749430276e+02	4.52397392260859589896e+01	2.03246147574068380948e+00       -7.559836e+04
1.11374261779814716533e+02	6.71397125877694236351e+01	2.76860951399311971954e+00       -6.688823e+04
1.06208491597929679529e+02	2.17351669436832857230e+01	1.32026159376351781560e+00       -6.263862e+04
1.00630983231626998986e+02	6.31358397534482946867e+01	2.54350354009148604817e+00       -6.025093e+04
1.11549528421242172271e+02	3.07568094059446508481e+01	1.78166742696874536023e+00       -5.388319e+04
1.01938479420396134856e+02	4.42639875357389485089e+01	2.30946323735047975845e+00       -4.930499e+04
1.07550277522881856385e+02	6.85310691794046391578e+01	3.13646402492084774849e+00       -4.714651e+04
1.01311401620039617910e+02	6.60637172628565139121e+01	3.00017971990866705312e+00       -4.597269e+04
1.08995939525798689829e+02	7.00529365085161117577e+01	3.34650864370752954002e+00       -4.133744e+04
1.10910375319499920010e+02	9.11640829019284524293e+01	4.18711021706402153342e+00       -3.566054e+04
1.06505465204906570875e+02	7.41416976282376793961e+01	3.70265854451736986519e+00       -3.234059e+04
1.01347490530853221458e+02	5.46883734931438141302e+01	3.18706158384370930037e+00       -2.689921e+04
1.15156893027852703426e+02	2.73511033903514473309e+01	2.05149218177119996298e+00       -2.451957e+04
1.09826072551896231744e+02	4.83327986874694701669e+01	3.15603960762460467038e+00       -2.447338e+04
1.08266453001944128687e+02	7.58735314476083573254e+01	4.24877691193019746407e+00       -2.380394e+04
1.14529724979179604816e+02	7.42531129465827888225e+01	4.09857141128531932139e+00       -2.322455e+04
1.19981742098593613832e+02	7.27574781324955210948e+01	3.47380737209182433034e+00       -2.211311e+04
1.02624348865913276541e+02	8.50403301192592380175e+01	4.73357539555812323329e+00       -1.999206e+04
1.06838201481939975679e+02	8.57304063566336083113e+01	5.10827252485809069071e+00       -1.688199e+04
1.00765576145290197019e+02	8.80569631468929401308e+01	4.85501663587395260180e+00       -1.603277e+04
1.01725862309583320098e+02	6.73257842538645689956e+01	4.38193737196605592743e+00       -1.585211e+04
1.17105872049602012908e+02	3.57953757551538913617e+01	3.10101894876469819096e+00       -1.433923e+04
1.14942496765838114925e+02	9.79178990748954447554e+01	5.87891760570770482985e+00       -1.392980e+04
1.05737725288931315504e+02	5.60461260662514817454e+01	4.06665353608751445336e+00       -1.392599e+04
1.11926236749193961373e+02	6.43283259557548632301e+01	4.65951356825947726747e+00       -1.374996e+04
1.00892641589819476167e+02	7.39088926661868299561e+01	4.72629682748634749601e+00       -1.325063e+04
1.14716294703870175908e+02	8.38481786473433601259e+01	5.52644064891368103076e+00       -1.250505e+04
1.08935983435660091345e+02	7.19406820272265861149e+01	5.25448591651674057346e+00       -1.216370e+04
1.02869203901560879899e+02	4.62634586101373912470e+01	3.94519037520112547668e+00       -1.143369e+04
1.18199145452498925124e+02	8.97031523194439728286e+01	5.88702325250359148612e+00       -1.139953e+04
1.10030517292845061661e+02	7.58523101852238994525e+01	5.72004943984344471630e+00       -1.075461e+04
1.15306582429915266630e+02	9.77770087446392182073e+01	6.48130848197680009548e+00       -1.065180e+04
1.03945742762986199637e+02	2.14874126119484074593e+01	2.41805412051009893659e+00       -1.063267e+04
1.17986175153208449728e+02	1.90117805282111227427e+01	2.37248044396668511524e+00       -1.039216e+04
1.18137774909663292533e+02	7.20748706811840662567e+01	5.45243768831375241746e+00       -9.929795e+03
1.02384561853857633196e+02	2.38379677958115969716e+01	2.77553798052495626081e+00       -9.864839e+03
1.04230117656433066031e+02	2.64097776041289939997e+01	2.81907277712933357350e+00       -9.838148e+03
1.09761516943092445331e+02	9.13440633439443843145e+01	6.78118613708409068153e+00       -9.385597e+03
1.01993468036719676206e+02	8.76590100366372126928e+01	6.35473465133162207508e+00       -8.942733e+03
1.17966276042393275247e+02	1.62094120920740962788e+01	2.32581377707951686418e+00       -8.623385e+03
1.09442589491472745067e+02	8.84863042612594625780e+01	6.89391016902674635958e+00       -8.558264e+03
1.17560584128437085383e+02	9.50470510437850180097e+01	7.07959757169669856580e+00       -7.979403e+03
1.11014930099832056953e+02	2.75358302645267478681e+01	3.44005872439874949009e+00       -7.844429e+03
1.04666011414332103868e+02	3.90464728257682409662e+01	4.00043975921215189118e+00       -7.674978e+03
1.09145935457839740934e+02	8.41938134794203705269e+01	7.05643155645166864076e+00       -7.497130e+03
1.05810795512445480426e+02	7.44479352505700404663e+01	6.30136629510790413633e+00       -7.361216e+03
1.11056866645436102203e+02	3.83823220855668836293e+01	4.39687946948435826044e+00       -7.253877e+03
1.15471134687459397128e+02	4.82323845527334356120e+01	4.89346411772357114955e+00       -6.822404e+03
1.12344957788370152230e+02	8.33077852524391602174e+01	7.24200156704768538418e+00       -6.815347e+03
1.05281536111515066523e+02	5.94862457546575740253e+01	5.60842956633676426037e+00       -6.756719e+03
1.04210906575906435023e+02	9.64110997238250604369e+01	7.70324364525689730954e+00       -6.692510e+03
1.17610791590607817625e+02	8.25385624684551970631e+01	7.05907723976721435122e+00       -6.581743e+03
1.09681028863232285175e+02	5.77154433576397991601e+01	6.00164608322407389096e+00       -6.434322e+03
1.04686313860741620374e+02	7.55067680062043393718e+01	6.74117866741990212631e+00       -6.350407e+03
1.06294573959684115039e+02	2.87888576769451276505e+01	3.70848414998976672052e+00       -6.184754e+03
1.14967119145626810450e+02	8.90961777771988323593e+01	7.72791889229442929832e+00       -6.086350e+03
1.07101942985902766736e+02	6.93453266464060646967e+01	6.88360215809518116714e+00       -5.766839e+03
1.05306191637141864703e+02	7.51590797506010090956e+01	7.24999599625097701505e+00       -5.463002e+03
1.11748872200402473709e+02	7.80949652624674399704e+01	7.84969687535205817852e+00       -5.379410e+03
1.01422707284421946383e+02	6.95111020007886679650e+01	6.82872528167644432529e+00       -5.353313e+03
1.04426544226824461248e+02	4.96712308072916641777e+01	5.58584987446146374879e+00       -5.335495e+03
1.05830891165367390272e+02	1.94200886443817140048e+01	3.05148599695709954460e+00       -5.226732e+03
1.08311128601993701182e+02	4.35413008325094637030e+01	5.57810560230772178869e+00       -5.174044e+03
1.06820882592012466716e+02	3.80571150892714911151e+01	4.95899942543393557060e+00       -5.160275e+03
1.02060774811068725398e+02	3.14614203396715765848e+01	4.48788602344498332997e+00       -5.117708e+03
1.16872840322266782209e+02	2.78747830820034074861e+01	4.16723160879573217841e+00       -5.054353e+03
1.19233877553122169957e+02	2.83914044429184713181e+01	4.12555378189546928525e+00       -5.032520e+03
1.17059671799429338535e+02	9.81367016849307418624e+01	9.08009197807130519209e+00       -4.916596e+03
1.11700469980404363923e+02	8.18257435450932746335e+01	8.54086117692249757738e+00       -4.858191e+03
1.09546413569362428575e+02	1.13695912588245242603e+01	2.58092495337300587011e+00       -4.805196e+03
