x	y	logL
9.91809850355885203044e+00	-9.84714352399377901293e+00       -9.950533e+01
-9.34134151180316862906e+00	-9.70215347368310254694e+00       -9.253410e+01
9.66529676052767250383e+00	-9.23646325727094108515e+00       -9.120298e+01
9.73273401845681007671e+00	9.12904574823893355529e+00       -9.087067e+01
-8.79526059145800864769e+00	9.82326069497427667443e+00       -8.876441e+01
-9.94651924241253482251e+00	-8.58704357892479919201e+00       -8.817316e+01
-9.02518676995858371015e+00	9.49079735647563538237e+00       -8.760249e+01
-9.16659621447147010542e+00	9.35158049607559505034e+00       -8.757715e+01
-9.08994657034005371088e+00	-9.41500159488168719690e+00       -8.747257e+01
-9.36894205377758382269e+00	-9.12839323177973049894e+00       -8.739020e+01
9.07230441333942039250e+00	9.22777137821526949324e+00       -8.556711e+01
8.60349753357298752121e+00	-9.54482468041868692410e+00       -8.439980e+01
8.53830892936274210570e+00	9.56359581731256014336e+00       -8.402042e+01
9.38557772796717770802e+00	-8.70502547622587918852e+00       -8.377115e+01
8.06239291366665611349e+00	9.89057555622168393938e+00       -8.325071e+01
9.56242285920007972777e+00	-8.42183600375761720613e+00       -8.302150e+01
-8.55997925381596935779e+00	9.42668025647021323721e+00       -8.290565e+01
9.71957817693665937497e+00	-8.12413436132219679564e+00       -8.207376e+01
9.87538188668778182944e+00	-7.90596693435620068158e+00       -8.185162e+01
9.84898733875506238178e+00	7.91536560559293711492e+00       -8.166566e+01
-8.77900508958353320565e+00	9.05621974053842215824e+00       -8.138090e+01
8.74911488131069603469e+00	9.08250283560928295401e+00       -8.135731e+01
-9.57801543331830806949e+00	-8.17472096947898663188e+00       -8.112010e+01
8.91656742303264771010e+00	8.83557776886284962359e+00       -8.062418e+01
-9.74795919060774096465e+00	-7.86001473988911492086e+00       -8.023915e+01
-8.07463304081039723314e+00	-9.56966761811485078226e+00       -8.022700e+01
9.06441002413469476551e+00	8.63447843455189456563e+00       -8.019675e+01
8.10779716639348713159e+00	9.52503088689121035770e+00       -8.006917e+01
9.98019874408641705088e+00	-7.51260727963075680691e+00       -7.985969e+01
-8.48149028528149351303e+00	-9.15476967324866919284e+00       -7.971062e+01
-9.60361710494256293202e+00	7.92233393965114540691e+00       -7.933430e+01
-9.54661819680099910101e+00	7.93150525036261910827e+00       -7.886122e+01
-9.66618408235006931761e+00	-7.78258739425649981314e+00       -7.883977e+01
-7.93868482039049094823e+00	9.53777345857395708606e+00       -7.883380e+01
8.99609878834290022098e+00	8.53616004687675200557e+00       -7.873579e+01
-8.11042667225683899801e+00	9.31989123150728460132e+00       -7.815757e+01
-7.76454111129381274736e+00	-9.56048043845436090749e+00       -7.768332e+01
-8.26171201929611065395e+00	-9.04376441518961193822e+00       -7.686066e+01
7.83891147712167146722e+00	9.40401184101321341302e+00       -7.677986e+01
8.74349908574010292739e+00	-8.56219377141326098979e+00       -7.671785e+01
-8.28321575737305693110e+00	-8.92845689303495859690e+00       -7.600238e+01
7.22108638771279753854e+00	-9.78082532076917132713e+00       -7.574219e+01
-8.45604129702260465251e+00	-8.70399275108101377896e+00       -7.546994e+01
-8.43909324060642163090e+00	-8.67541101886722998415e+00       -7.507840e+01
7.04019670937174701919e+00	9.83170203568947620454e+00       -7.495124e+01
9.72243467929051519150e+00	-7.17869904238742329028e+00       -7.486761e+01
-8.27683961205411833362e+00	-8.76441804946964353462e+00       -7.449843e+01
8.08987843890638025357e+00	8.92354840010742478285e+00       -7.437580e+01
8.46385908338256065520e+00	-8.54969243982094972978e+00       -7.420495e+01
8.23832131013002566533e+00	8.72664749913765369627e+00       -7.385003e+01
-9.24560205047396976852e+00	7.63871415266094455632e+00       -7.375343e+01
9.29410586241835900978e+00	7.56792647833233367294e+00       -7.366483e+01
9.02331905765328556868e+00	-7.81768353271855165332e+00       -7.310611e+01
6.65279273136508653153e+00	9.89604754368861705416e+00       -7.293358e+01
-6.97342813030828612142e+00	9.65653428322006490703e+00       -7.277655e+01
