# nu h lw logL logPrior
1.099981423669635205e+02 1.022363971849810405e+01 1.012577258125714419e+00 -2.329399420899264442e+03 0.000000000000000000e+00
1.100061134129870908e+02 1.006630380195450769e+01 1.005248240130071524e+00 -2.329398293536117308e+03 0.000000000000000000e+00
1.100028815931667054e+02 1.013298718649332919e+01 1.014414207764876119e+00 -2.329397695756821122e+03 0.000000000000000000e+00
1.100009728240711411e+02 9.816461425113251593e+00 9.885783740735620828e-01 -2.329397642474594250e+03 0.000000000000000000e+00
1.100043311767804397e+02 1.022717376536894562e+01 1.015030945684315622e+00 -2.329396442216893320e+03 0.000000000000000000e+00
1.099948537066573522e+02 1.001078115758732245e+01 1.001685575376368931e+00 -2.329390046190225348e+03 0.000000000000000000e+00
1.100034115190829027e+02 9.921974928540103988e+00 1.001169591325041797e+00 -2.329386046082579924e+03 0.000000000000000000e+00
1.099948469901437278e+02 9.979528661158298064e+00 1.000719493348120492e+00 -2.329385270604966536e+03 0.000000000000000000e+00
1.100016507639645198e+02 9.830245100268969694e+00 9.891676585428726964e-01 -2.329384844739207892e+03 0.000000000000000000e+00
1.099964083984546619e+02 9.905483253297159507e+00 9.939465135345026958e-01 -2.329384381969905462e+03 0.000000000000000000e+00
1.100004743512506167e+02 1.016184247486954817e+01 1.016358765985590162e+00 -2.329383885333040780e+03 0.000000000000000000e+00
1.099957345622663922e+02 1.005407453832203402e+01 1.002465541026885010e+00 -2.329382527013748586e+03 0.000000000000000000e+00
1.099953493572456580e+02 9.926318222377975786e+00 9.969104954123347850e-01 -2.329381280045885887e+03 0.000000000000000000e+00
1.100031036527946071e+02 9.979040722979794609e+00 1.005267375729031132e+00 -2.329373684188549305e+03 0.000000000000000000e+00
1.100048925068536363e+02 9.879507479518004232e+00 9.944668018488231898e-01 -2.329373377533665916e+03 0.000000000000000000e+00
1.099976045634476378e+02 9.945587714415841774e+00 9.948419034790926263e-01 -2.329369775593755094e+03 0.000000000000000000e+00
1.100046977834249304e+02 9.931716133309274497e+00 9.953816642371520196e-01 -2.329367544712281415e+03 0.000000000000000000e+00
1.099949875165537065e+02 1.003694675557819060e+01 1.002815771373073428e+00 -2.329367196005156529e+03 0.000000000000000000e+00
1.099974227551178529e+02 9.871786903368523269e+00 9.916541060825676546e-01 -2.329367187059735443e+03 0.000000000000000000e+00
1.099965311198272957e+02 9.957677993334559829e+00 1.002952574705269440e+00 -2.329365550397301377e+03 0.000000000000000000e+00
1.099951880904882699e+02 9.951384912943126437e+00 1.000246833181567263e+00 -2.329363441523944857e+03 0.000000000000000000e+00
1.100041886417455146e+02 1.014730828008373464e+01 1.014199557398078655e+00 -2.329361357852168112e+03 0.000000000000000000e+00
1.100005710873878257e+02 1.026416162846163971e+01 1.015512758782103120e+00 -2.329361073264680272e+03 0.000000000000000000e+00
1.100056387831712925e+02 9.958126576554896303e+00 9.982290953616025364e-01 -2.329360777767236868e+03 0.000000000000000000e+00
1.099956186271625569e+02 1.017262717883160228e+01 1.012123249109583512e+00 -2.329360715940325008e+03 0.000000000000000000e+00
1.099957556042847813e+02 1.017700144208007629e+01 1.013562973786022114e+00 -2.329360623692516128e+03 0.000000000000000000e+00
1.100052460733191282e+02 9.960721759011274656e+00 9.975033607666953239e-01 -2.329359170625797560e+03 0.000000000000000000e+00
1.099950953355919694e+02 1.000664621857264613e+01 1.004218182792237846e+00 -2.329359156896298373e+03 0.000000000000000000e+00
1.099989940498886796e+02 1.025116009377267190e+01 1.019662071414764393e+00 -2.329358181659919410e+03 0.000000000000000000e+00
1.099948755560153728e+02 1.008619445563083339e+01 1.007820288394193131e+00 -2.329355112875583927e+03 0.000000000000000000e+00
1.100036740918965421e+02 1.022533652524426273e+01 1.013641004754463504e+00 -2.329353372894313452e+03 0.000000000000000000e+00
1.100041785109626460e+02 1.011836205869453487e+01 1.012783295450216947e+00 -2.329353257762774774e+03 0.000000000000000000e+00
1.099980115085714232e+02 9.934656312065527572e+00 1.002309735525655165e+00 -2.329350880890007829e+03 0.000000000000000000e+00
1.099948900881325642e+02 1.001313505136306681e+01 1.003963717785850029e+00 -2.329350592024570687e+03 0.000000000000000000e+00
1.099971872095683096e+02 9.998804146968586437e+00 1.006170291526822691e+00 -2.329350368093417728e+03 0.000000000000000000e+00
1.099971694241322382e+02 9.842653046167820108e+00 9.912869102368162544e-01 -2.329346280083069360e+03 0.000000000000000000e+00
1.100000004945843273e+02 1.029099006873406097e+01 1.018994101322257650e+00 -2.329345510859111073e+03 0.000000000000000000e+00
1.099993640682836968e+02 1.003382319958948621e+01 1.009169950333349774e+00 -2.329345365024606508e+03 0.000000000000000000e+00
1.099994295222575147e+02 1.009008194381992141e+01 1.012450610795429196e+00 -2.329344416648728838e+03 0.000000000000000000e+00
1.100004436224049442e+02 1.026111304292034454e+01 1.020220967387075239e+00 -2.329342020444990794e+03 0.000000000000000000e+00
1.100022764104488004e+02 9.820858432722292974e+00 9.893865705051018145e-01 -2.329339854410468433e+03 0.000000000000000000e+00
1.100038329148627838e+02 9.847191505884154594e+00 9.942492049208017102e-01 -2.329338827580491852e+03 0.000000000000000000e+00
1.099957137095967994e+02 1.014851237951443963e+01 1.012740311531356685e+00 -2.329335024831761075e+03 0.000000000000000000e+00
1.099999507230770490e+02 1.009373732047364669e+01 1.012706245692880813e+00 -2.329334170080537660e+03 0.000000000000000000e+00
1.100010194389652582e+02 9.849476691102191594e+00 9.897773027687887248e-01 -2.329333080973382494e+03 0.000000000000000000e+00
1.100032843050300215e+02 1.016960299469917040e+01 1.015858436481984928e+00 -2.329332873408490286e+03 0.000000000000000000e+00
1.099957612489441345e+02 1.009307352698304250e+01 1.005089172707307466e+00 -2.329330103378944841e+03 0.000000000000000000e+00
1.100007292077766436e+02 9.910152210277567875e+00 1.001072299792140186e+00 -2.329328177871089792e+03 0.000000000000000000e+00
1.100053026904548830e+02 1.007390433499305260e+01 1.004046412361639939e+00 -2.329326514492564002e+03 0.000000000000000000e+00
1.100057530237990449e+02 1.011878219310695393e+01 1.008419174668843121e+00 -2.329322792054899310e+03 0.000000000000000000e+00
1.099989461697389856e+02 1.027531062298153941e+01 1.017432805399189233e+00 -2.329321781047862260e+03 0.000000000000000000e+00
1.099990077013482193e+02 1.015174490404381125e+01 1.006889411079413321e+00 -2.329321472820480267e+03 0.000000000000000000e+00
1.100031330103944498e+02 1.003037227405341802e+01 9.995248178709965625e-01 -2.329320208753208590e+03 0.000000000000000000e+00
1.100054423704131352e+02 9.933944549903642951e+00 9.970746330752696673e-01 -2.329319937517751441e+03 0.000000000000000000e+00
1.100038449280621649e+02 1.023919082833859129e+01 1.015803584980697671e+00 -2.329318127447363622e+03 0.000000000000000000e+00
1.099985392499613113e+02 1.023252287619710010e+01 1.018791670975429886e+00 -2.329317218301568118e+03 0.000000000000000000e+00
1.100045156844701353e+02 1.001735545941117955e+01 1.006684518750035506e+00 -2.329316272572263188e+03 0.000000000000000000e+00
1.100051826045181258e+02 9.939542033502682727e+00 9.966160978022077233e-01 -2.329313888248463172e+03 0.000000000000000000e+00
1.099984685941622189e+02 9.999258329790677635e+00 9.974417647215363392e-01 -2.329313870327917812e+03 0.000000000000000000e+00
1.100002291059422959e+02 1.028496447669445146e+01 1.018063343954903166e+00 -2.329313869026357679e+03 0.000000000000000000e+00
1.099955140747070885e+02 1.001767642866849073e+01 1.005626688262368340e+00 -2.329313537643571181e+03 0.000000000000000000e+00
1.100017270805172274e+02 9.797946298318466418e+00 9.891755438660053690e-01 -2.329312977548311210e+03 0.000000000000000000e+00
1.100008014459794339e+02 9.790865945462591924e+00 9.901600752546017015e-01 -2.329311952212397046e+03 0.000000000000000000e+00
1.099963733306879305e+02 9.904193609209091420e+00 9.985978540182155472e-01 -2.329311071351015926e+03 0.000000000000000000e+00
1.100032568161844040e+02 9.836396654162458120e+00 9.907117292418369248e-01 -2.329309927420868462e+03 0.000000000000000000e+00
1.100019086320452857e+02 1.027557418324310312e+01 1.019784230783367773e+00 -2.329309640061405844e+03 0.000000000000000000e+00
1.100039322834363134e+02 9.849364497528238616e+00 9.941340370758697809e-01 -2.329308763146210822e+03 0.000000000000000000e+00
1.100046050132031894e+02 1.002197538369306073e+01 1.000074393832732111e+00 -2.329308363101623399e+03 0.000000000000000000e+00
1.099994793264770863e+02 1.001502454208829107e+01 1.007988013851502496e+00 -2.329308111304665545e+03 0.000000000000000000e+00
1.100048115524600689e+02 9.880839756679957731e+00 9.952604737989133588e-01 -2.329307660791497256e+03 0.000000000000000000e+00
1.100025542143628314e+02 9.903035352660866764e+00 1.000090206143059213e+00 -2.329307137597891597e+03 0.000000000000000000e+00
1.099974201422848665e+02 1.016753899580598208e+01 1.008797596760649506e+00 -2.329306483787644538e+03 0.000000000000000000e+00
1.100004841322333107e+02 9.889799763317846271e+00 9.914720207339379199e-01 -2.329305603694499041e+03 0.000000000000000000e+00
1.099975450026241504e+02 1.018799692380905952e+01 1.016492545420631055e+00 -2.329301658453810433e+03 0.000000000000000000e+00
1.100030701534310822e+02 9.952048139890072420e+00 1.003355131234586750e+00 -2.329300765437984410e+03 0.000000000000000000e+00
1.099965347730659175e+02 9.930930527403997843e+00 9.950819840312966624e-01 -2.329298544856888839e+03 0.000000000000000000e+00
1.100010573588330658e+02 9.915032854621191660e+00 9.927104827721402458e-01 -2.329297581417034962e+03 0.000000000000000000e+00
1.100028073809690596e+02 9.854448894044098850e+00 9.907408672223692037e-01 -2.329294472510434389e+03 0.000000000000000000e+00
1.100022831464779216e+02 1.014663414137157993e+01 1.006690963868633659e+00 -2.329291649180559489e+03 0.000000000000000000e+00
1.099993504657232961e+02 1.017290757592182793e+01 1.016627489289348318e+00 -2.329291586124229070e+03 0.000000000000000000e+00
1.099986174895536095e+02 1.020009591089926992e+01 1.017589389761405450e+00 -2.329290499839615222e+03 0.000000000000000000e+00
1.100038153382605657e+02 1.023790299212389066e+01 1.015764051421109260e+00 -2.329286810181693909e+03 0.000000000000000000e+00
1.100018939439233634e+02 9.865094517417876574e+00 9.906787061717706733e-01 -2.329286790050971376e+03 0.000000000000000000e+00
1.099969945736123123e+02 1.023268230838140447e+01 1.016602483739918572e+00 -2.329281236513895237e+03 0.000000000000000000e+00
1.100000463426404593e+02 1.014799063225077802e+01 1.015506094941529103e+00 -2.329280354961918420e+03 0.000000000000000000e+00
1.100009658603975709e+02 1.022439399120903758e+01 1.018900947300393822e+00 -2.329279815787710504e+03 0.000000000000000000e+00
1.099975962713240989e+02 1.018470931761356013e+01 1.010037839907629520e+00 -2.329279815247176884e+03 0.000000000000000000e+00
1.099976887296820820e+02 9.871646306397648729e+00 9.916304922341303563e-01 -2.329279752120811736e+03 0.000000000000000000e+00
1.099955965323790679e+02 1.006706387124163804e+01 1.008575670256926404e+00 -2.329273771128367116e+03 0.000000000000000000e+00
1.100041680672605509e+02 9.994709536515438586e+00 1.005460042483153238e+00 -2.329273679530064328e+03 0.000000000000000000e+00
1.099979239958176862e+02 1.023769477375530101e+01 1.014369565688941544e+00 -2.329272353445860972e+03 0.000000000000000000e+00
1.100030755793990664e+02 9.986856968818797142e+00 9.970922940301243376e-01 -2.329264473475082468e+03 0.000000000000000000e+00
1.100043123147182484e+02 9.872624145272061114e+00 9.957654098075158222e-01 -2.329261147076149427e+03 0.000000000000000000e+00
1.099986237007793903e+02 9.926443381360041229e+00 1.001834016979091579e+00 -2.329258907836042454e+03 0.000000000000000000e+00
1.100051694768768726e+02 1.002763443185215131e+01 1.001168804148936387e+00 -2.329258213491738388e+03 0.000000000000000000e+00
1.099952256542989204e+02 9.961461683770258091e+00 9.989924777340865036e-01 -2.329258011618503588e+03 0.000000000000000000e+00
1.099959626954732954e+02 1.006884435121120980e+01 1.003394048808543326e+00 -2.329254596180563112e+03 0.000000000000000000e+00
1.099974353394423616e+02 9.963102256248653532e+00 1.003813502135407099e+00 -2.329254164290236531e+03 0.000000000000000000e+00
1.100007690414830961e+02 9.962950486083117951e+00 9.952043584175982449e-01 -2.329253323817802084e+03 0.000000000000000000e+00
1.099953488851060541e+02 1.013344238628181948e+01 1.010599282651990727e+00 -2.329253298437586182e+03 0.000000000000000000e+00
1.100012676661665836e+02 1.027607890471964325e+01 1.019899455698533242e+00 -2.329246827536318960e+03 0.000000000000000000e+00
1.100049832537949186e+02 9.906376817067931384e+00 9.975609020602173027e-01 -2.329246352302008745e+03 0.000000000000000000e+00
1.100039445961924685e+02 9.854034473098309377e+00 9.923577455067984499e-01 -2.329246269251679223e+03 0.000000000000000000e+00
1.100048267311568821e+02 9.943655019681626683e+00 1.001132201929561871e+00 -2.329244094613773086e+03 0.000000000000000000e+00
1.099983712021330859e+02 9.952790462066978705e+00 9.950509110693723791e-01 -2.329241035931044280e+03 0.000000000000000000e+00
1.099962202674437890e+02 1.016062936344495782e+01 1.013802902663690109e+00 -2.329240439845486435e+03 0.000000000000000000e+00
1.100052431620591307e+02 1.010143844922620637e+01 1.010413020816078422e+00 -2.329239825988930534e+03 0.000000000000000000e+00
1.100015299769213470e+02 1.007936423215261357e+01 1.011703513723356318e+00 -2.329239680672400027e+03 0.000000000000000000e+00
1.099971314299375535e+02 9.983746108784616879e+00 1.004972148777289132e+00 -2.329238791199518801e+03 0.000000000000000000e+00
1.100027012470901724e+02 9.964647060657604527e+00 9.957607021860023222e-01 -2.329237631007170421e+03 0.000000000000000000e+00
1.100024809924269817e+02 1.023045756235881321e+01 1.018496466411418000e+00 -2.329236273884520415e+03 0.000000000000000000e+00
1.100041174485915434e+02 9.858974349031280227e+00 9.944247249922534282e-01 -2.329236159536240848e+03 0.000000000000000000e+00
1.100002291646443240e+02 1.004029819325203299e+01 9.996219337421980988e-01 -2.329235642413509595e+03 0.000000000000000000e+00
1.099967733270945018e+02 1.017464324797446018e+01 1.010105010588473018e+00 -2.329235629127293578e+03 0.000000000000000000e+00
1.099982372130451012e+02 1.026324143602661643e+01 1.018345355400285035e+00 -2.329232688355015853e+03 0.000000000000000000e+00
1.099995296028712062e+02 1.021204151078574007e+01 1.018255543013310449e+00 -2.329232487029474214e+03 0.000000000000000000e+00
1.099989993888246005e+02 1.023501638815460879e+01 1.013487703022610376e+00 -2.329231767861735534e+03 0.000000000000000000e+00
1.099955745288934139e+02 1.008118696077056775e+01 1.009172599131387571e+00 -2.329231497130767821e+03 0.000000000000000000e+00
1.100048721225488606e+02 9.967104563616686619e+00 1.002759943999180781e+00 -2.329227656570859835e+03 0.000000000000000000e+00
1.100022707923920677e+02 9.807992792334232490e+00 9.902926567598914209e-01 -2.329226274472423029e+03 0.000000000000000000e+00
1.099950931644991101e+02 1.009657787358364445e+01 1.007813081498674768e+00 -2.329224404665393649e+03 0.000000000000000000e+00
1.099971782933971696e+02 1.002698166716602834e+01 1.007724952021316511e+00 -2.329223514618376612e+03 0.000000000000000000e+00
1.100058037605097212e+02 1.003406858217828024e+01 1.005427986216607561e+00 -2.329223141965036575e+03 0.000000000000000000e+00
1.100026601343061117e+02 9.909139218886826583e+00 1.000350898246011866e+00 -2.329221601537572496e+03 0.000000000000000000e+00
1.100047712907011999e+02 9.887127150221013849e+00 9.955351927262918732e-01 -2.329220052638313973e+03 0.000000000000000000e+00
1.099982558850376506e+02 1.022562225085039422e+01 1.013108322715771115e+00 -2.329218165267975564e+03 0.000000000000000000e+00
1.100012836776456595e+02 9.979389501092287063e+00 9.961992301752298218e-01 -2.329215157682477184e+03 0.000000000000000000e+00
1.100025935191486326e+02 9.815204857588360809e+00 9.914765205854265684e-01 -2.329215087388239226e+03 0.000000000000000000e+00
1.099968410521705096e+02 1.010119122285744098e+01 1.004716283058721960e+00 -2.329211778164323732e+03 0.000000000000000000e+00
1.100003456682852061e+02 9.930594965542811181e+00 1.002364821409542639e+00 -2.329211644072890977e+03 0.000000000000000000e+00
1.099969847151794795e+02 9.854211158719365926e+00 9.923845214250296420e-01 -2.329210424395572318e+03 0.000000000000000000e+00
1.099958264569196587e+02 1.014586653360978019e+01 1.012410591943234017e+00 -2.329210013335429267e+03 0.000000000000000000e+00
1.099979190749109108e+02 9.855942631823770839e+00 9.958099859483664495e-01 -2.329208926354184769e+03 0.000000000000000000e+00
1.099979328188271808e+02 1.024565148142471749e+01 1.018162393910888808e+00 -2.329208422113966662e+03 0.000000000000000000e+00
1.100016076245847074e+02 9.803503571138062256e+00 9.895336643443839453e-01 -2.329207041606897292e+03 0.000000000000000000e+00
1.099973369109550987e+02 9.956914452299219676e+00 9.958534160623674358e-01 -2.329205354888837064e+03 0.000000000000000000e+00
1.100052534110655245e+02 1.015332734869121190e+01 1.012063192367307130e+00 -2.329203913779985669e+03 0.000000000000000000e+00
1.100045597900029009e+02 1.011375751504773568e+01 1.011874313960465344e+00 -2.329202241942020464e+03 0.000000000000000000e+00
1.099961269192914557e+02 9.892780759171323268e+00 9.948595876270183158e-01 -2.329202004772023429e+03 0.000000000000000000e+00
1.100024329281711601e+02 9.848120776389936992e+00 9.905201267642966823e-01 -2.329201996939169476e+03 0.000000000000000000e+00
1.099989031551861132e+02 1.019645561008368162e+01 1.010405965299574493e+00 -2.329201965920188741e+03 0.000000000000000000e+00
1.100055603574698182e+02 1.002819771914267299e+01 1.005638546949893408e+00 -2.329201160580294527e+03 0.000000000000000000e+00
1.100034558671822680e+02 9.846221151340856181e+00 9.915649760358908882e-01 -2.329199382985510965e+03 0.000000000000000000e+00
1.100017610921676692e+02 9.822201467184457968e+00 9.895343064655270915e-01 -2.329197871176123499e+03 0.000000000000000000e+00
1.100054210733849089e+02 9.950695782716477922e+00 9.981201416555411932e-01 -2.329197584539663694e+03 0.000000000000000000e+00
1.099969783178163141e+02 1.021256100378967346e+01 1.013397367961265783e+00 -2.329197577182462737e+03 0.000000000000000000e+00
1.099999124327497668e+02 1.027708236285159593e+01 1.019681693498636132e+00 -2.329197243961264121e+03 0.000000000000000000e+00
1.100032108975081684e+02 9.949017722340855130e+00 9.952683180896965132e-01 -2.329195080903789858e+03 0.000000000000000000e+00
1.100037760305980328e+02 1.014472442137282115e+01 1.014098055482716587e+00 -2.329194591690398283e+03 0.000000000000000000e+00
1.099960393756008017e+02 1.017996522396243542e+01 1.013394285395612826e+00 -2.329192981240113113e+03 0.000000000000000000e+00
1.099981860629203396e+02 9.817799377067705890e+00 9.915459902998871033e-01 -2.329192535929903897e+03 0.000000000000000000e+00
1.099950906983128220e+02 1.006603648863472777e+01 1.005311512201467972e+00 -2.329188677867900878e+03 0.000000000000000000e+00
1.100013346767942011e+02 1.017164602728072076e+01 1.016455480485770391e+00 -2.329188655412173830e+03 0.000000000000000000e+00
1.099964936339531221e+02 9.941856213780443596e+00 9.958763926381027920e-01 -2.329187564191515776e+03 0.000000000000000000e+00
1.099951450497835737e+02 1.009333857483024310e+01 1.007392136013161688e+00 -2.329186624407808267e+03 0.000000000000000000e+00
1.100017608146406047e+02 1.004857084062554762e+01 1.000325308187584472e+00 -2.329185970138967605e+03 0.000000000000000000e+00
1.099979286058922696e+02 1.018380069586907943e+01 1.009934081875980549e+00 -2.329185024968337984e+03 0.000000000000000000e+00
1.100025902659276511e+02 1.001330250789415643e+01 1.007407429973697921e+00 -2.329184687487196697e+03 0.000000000000000000e+00
1.099952485823878590e+02 1.001434861939345744e+01 1.001579900979093551e+00 -2.329183456480277982e+03 0.000000000000000000e+00
1.099962905374055424e+02 9.925377405878895942e+00 9.954364923266892928e-01 -2.329182032623626128e+03 0.000000000000000000e+00
1.100035123045359171e+02 1.007624571529961344e+01 1.010695058468553675e+00 -2.329178689035793468e+03 0.000000000000000000e+00
1.099964923734923161e+02 9.984118816942684660e+00 1.004352619571513339e+00 -2.329177020814976004e+03 0.000000000000000000e+00
1.099960813840485940e+02 1.006232320404290803e+01 1.003007774579986133e+00 -2.329176097702927564e+03 0.000000000000000000e+00
1.100015749889964667e+02 9.852885972639420231e+00 9.903443055787957139e-01 -2.329174030683187993e+03 0.000000000000000000e+00
1.100053756869485824e+02 1.008026018873967544e+01 1.008893044010657825e+00 -2.329172417400833183e+03 0.000000000000000000e+00
1.100029560831005853e+02 9.865683558018346844e+00 9.915166103431882760e-01 -2.329171760665470174e+03 0.000000000000000000e+00
1.100047604475136467e+02 9.902047273791389159e+00 9.951451070861547787e-01 -2.329170982059548805e+03 0.000000000000000000e+00
1.099956168926130857e+02 1.008797614906716866e+01 1.009404810694759735e+00 -2.329170559181748104e+03 0.000000000000000000e+00
1.100006871359069862e+02 9.962389727196539368e+00 9.952855280466759158e-01 -2.329168584347126853e+03 0.000000000000000000e+00
1.099953321399760995e+02 1.011852579126455076e+01 1.009113545222743547e+00 -2.329166344694089275e+03 0.000000000000000000e+00
1.100034429732311025e+02 1.023963771395451872e+01 1.017092462456003599e+00 -2.329166024790067240e+03 0.000000000000000000e+00
1.100000861530943439e+02 1.024856722165755407e+01 1.014576040576755656e+00 -2.329165931283876034e+03 0.000000000000000000e+00
1.100036283095257232e+02 9.853970155684450560e+00 9.946197974688896215e-01 -2.329165924255983555e+03 0.000000000000000000e+00
1.100053757301578230e+02 9.940030709967606626e+00 9.980180845770414422e-01 -2.329165656952837253e+03 0.000000000000000000e+00
1.100026784948790066e+02 1.025156589912479888e+01 1.015928289095306525e+00 -2.329164770544683506e+03 0.000000000000000000e+00
1.099994425732924697e+02 9.998294306816259081e+00 9.973452616969942230e-01 -2.329164188205155824e+03 0.000000000000000000e+00
1.100049323843443432e+02 9.917683411081062772e+00 9.959420499190926312e-01 -2.329164094043051591e+03 0.000000000000000000e+00
1.099957224248227874e+02 1.000720603271709486e+01 1.004874890440361934e+00 -2.329161309775798145e+03 0.000000000000000000e+00
1.100041028070064471e+02 1.021253094254393723e+01 1.013922247651420694e+00 -2.329159684558509980e+03 0.000000000000000000e+00
1.100035153249672817e+02 1.005676308253396023e+01 1.009546094836328400e+00 -2.329159421980557909e+03 0.000000000000000000e+00
1.099969798743606049e+02 1.019931830381895743e+01 1.015899171548456659e+00 -2.329156512500006556e+03 0.000000000000000000e+00
1.100041402539798838e+02 9.974958366860192882e+00 1.003947047418641825e+00 -2.329155145567495310e+03 0.000000000000000000e+00
1.099998276607363721e+02 1.027820148418125434e+01 1.018415714859578713e+00 -2.329154367200274464e+03 0.000000000000000000e+00
1.100016329983264995e+02 1.015137068715851676e+01 1.015373981822754512e+00 -2.329154003417450440e+03 0.000000000000000000e+00
1.100003485086419346e+02 9.921701388885702855e+00 1.001647641393485166e+00 -2.329153884782404930e+03 0.000000000000000000e+00
1.100053813925246970e+02 9.953237990814733038e+00 9.983142862731535505e-01 -2.329152381629172851e+03 0.000000000000000000e+00
1.099972388089407360e+02 9.854038955596804428e+00 9.921192818013754300e-01 -2.329151356509954894e+03 0.000000000000000000e+00
1.100010927946035224e+02 9.814010744350385451e+00 9.924992417382555443e-01 -2.329146746643859842e+03 0.000000000000000000e+00
1.099998168419104587e+02 1.000643551391810782e+01 9.977826012901981345e-01 -2.329145564696872498e+03 0.000000000000000000e+00
1.100057975683007356e+02 1.002834714710696495e+01 1.004562165732387768e+00 -2.329144022405169380e+03 0.000000000000000000e+00
1.100004217416406362e+02 1.014669075301979895e+01 1.006606604749020972e+00 -2.329143942338156648e+03 0.000000000000000000e+00
1.100040873616233910e+02 1.021016676958109315e+01 1.015759785473954624e+00 -2.329143240523421355e+03 0.000000000000000000e+00
1.100047371773966347e+02 9.898499775672522816e+00 9.952572982563632209e-01 -2.329141319225332609e+03 0.000000000000000000e+00
1.100056223213861699e+02 1.007523548328253504e+01 1.005458346949247961e+00 -2.329140269460393029e+03 0.000000000000000000e+00
1.100006291170142134e+02 9.931943732116495838e+00 1.002350227309411812e+00 -2.329139200371723291e+03 0.000000000000000000e+00
1.100028660702764967e+02 1.019128168521976896e+01 1.010530667998367438e+00 -2.329139138411606837e+03 0.000000000000000000e+00
1.100050752355250125e+02 9.934867972799715119e+00 9.995686822192388910e-01 -2.329139051187109544e+03 0.000000000000000000e+00
1.100023552807318055e+02 9.862032509317080198e+00 9.910723346659247035e-01 -2.329139036134462913e+03 0.000000000000000000e+00
1.100000627626911296e+02 9.801960925397823488e+00 9.908113228336127287e-01 -2.329137440033366602e+03 0.000000000000000000e+00
1.100006612300340691e+02 1.018682324080147694e+01 1.009523634461487074e+00 -2.329135442739725477e+03 0.000000000000000000e+00
1.099961989611113893e+02 9.891816003855382178e+00 9.951910137780745069e-01 -2.329134342843248305e+03 0.000000000000000000e+00
1.099979154640693082e+02 9.888241476690939891e+00 9.924221907356854944e-01 -2.329133842546897085e+03 0.000000000000000000e+00
1.100031929974058471e+02 1.008847276933671822e+01 1.011480744476612070e+00 -2.329130925934069182e+03 0.000000000000000000e+00
1.099950951846130636e+02 1.005997821384655921e+01 1.005887588991651871e+00 -2.329129913943072097e+03 0.000000000000000000e+00
1.100009753495265983e+02 9.831396344312167912e+00 9.896459513675300856e-01 -2.329129115880756672e+03 0.000000000000000000e+00
1.099987053486151751e+02 1.016780880844611090e+01 1.015926819955415450e+00 -2.329128492830723644e+03 0.000000000000000000e+00
1.099963979077380287e+02 9.957652732076816449e+00 1.002307948889064493e+00 -2.329128127440996650e+03 0.000000000000000000e+00
1.099977009500262852e+02 1.022434592794934360e+01 1.017316518231337286e+00 -2.329126811978178921e+03 0.000000000000000000e+00
1.100009401939937419e+02 9.820385623028005995e+00 9.894314448069034817e-01 -2.329125695951788202e+03 0.000000000000000000e+00
1.100046280725946843e+02 1.018601075058704275e+01 1.014031025257313035e+00 -2.329125491926748964e+03 0.000000000000000000e+00
1.099972705209208783e+02 9.974925872956468709e+00 1.004282742868817913e+00 -2.329124359199622631e+03 0.000000000000000000e+00
1.099978556678687340e+02 1.002085054557556631e+01 9.992058145524239654e-01 -2.329124179754301167e+03 0.000000000000000000e+00
1.099966196895127553e+02 9.979912825466170645e+00 1.004084219374013598e+00 -2.329123289717669650e+03 0.000000000000000000e+00
1.099964188275612287e+02 1.005488150970115058e+01 1.002280958129493138e+00 -2.329122109640481995e+03 0.000000000000000000e+00
1.100019981540975493e+02 9.847013368707326464e+00 9.904459741605871059e-01 -2.329120908697219420e+03 0.000000000000000000e+00
1.100023716057206116e+02 1.013335569191582231e+01 1.006067562798584003e+00 -2.329120592632833905e+03 0.000000000000000000e+00
1.099997445982534146e+02 1.020845751727675221e+01 1.011289774032886113e+00 -2.329116190474215728e+03 0.000000000000000000e+00
1.100039312055000948e+02 1.000005628810305502e+01 1.005705266979897150e+00 -2.329113189428364421e+03 0.000000000000000000e+00
1.099966069017626182e+02 1.003526141610009681e+01 1.007580590738840653e+00 -2.329110160469980201e+03 0.000000000000000000e+00
1.100055773851697580e+02 1.003423616655299178e+01 1.005585544159613098e+00 -2.329107126003017129e+03 0.000000000000000000e+00
1.100042102373187873e+02 9.974301677187328963e+00 1.003739672668688909e+00 -2.329106237477853028e+03 0.000000000000000000e+00
1.100046605764797647e+02 9.894331025582602024e+00 9.962032509747799081e-01 -2.329104518128330710e+03 0.000000000000000000e+00
1.100036489236455850e+02 9.899081224056148542e+00 9.934901135131853911e-01 -2.329103922135509038e+03 0.000000000000000000e+00
1.099988980358121324e+02 9.824777422109855607e+00 9.931035076487413349e-01 -2.329103141639783644e+03 0.000000000000000000e+00
1.099980399809791578e+02 1.000821479129024461e+01 9.984233691196013893e-01 -2.329101847913693746e+03 0.000000000000000000e+00
1.099980064436236518e+02 1.023102068541896159e+01 1.017693452952555866e+00 -2.329100936560763785e+03 0.000000000000000000e+00
1.100042856969928664e+02 9.999276393018638132e+00 1.005313374910689506e+00 -2.329093978168153626e+03 0.000000000000000000e+00
1.099958229063581285e+02 9.965437333177266765e+00 1.001920974599318503e+00 -2.329093817034850872e+03 0.000000000000000000e+00
1.100052247759805368e+02 1.014183724509238083e+01 1.010092162827686657e+00 -2.329093753036257112e+03 0.000000000000000000e+00
