# nu h lw logL logPrior
1.193440511674850342e+02 4.005164966710181318e+01 6.681803704491097173e-01 -6.611488362877781037e+05 0.000000000000000000e+00
1.177547570612017154e+02 3.688629820593723707e+01 6.382205317822988722e-01 -6.536857793267440284e+05 0.000000000000000000e+00
1.175217328763202147e+02 4.646556910119515038e+01 7.467468435917814507e-01 -6.473778675846394617e+05 0.000000000000000000e+00
1.083840984599768973e+02 8.452075675481749784e+01 1.155848638815575313e+00 -5.765214006053482881e+05 0.000000000000000000e+00
1.092648643422029124e+02 9.957993444761692103e+01 1.346283376594469727e+00 -5.074951168086365215e+05 0.000000000000000000e+00
1.050637190635534495e+02 7.641050955163049707e+01 1.130800360958171602e+00 -4.918633782821049099e+05 0.000000000000000000e+00
1.134984372687175096e+02 4.095310246394706155e+01 7.564763932769943411e-01 -4.833598064879438607e+05 0.000000000000000000e+00
1.049822008563710796e+02 1.008490980916742963e+01 2.976378126379612965e-01 -4.721643093989294721e+05 0.000000000000000000e+00
1.109783006044930715e+02 9.374435245085658153e+01 1.329960026367726478e+00 -4.678135772331422195e+05 0.000000000000000000e+00
1.146925834804316224e+02 7.195983904333540693e+01 1.108877758649053025e+00 -4.634182794693399919e+05 0.000000000000000000e+00
1.055656844469840081e+02 9.181322156977921622e+01 1.318969272737407161e+00 -4.494898334840913885e+05 0.000000000000000000e+00
1.113197283680311074e+02 4.721295615347899144e+01 8.758851926668878018e-01 -4.164031799824479967e+05 0.000000000000000000e+00
1.109013144164182449e+02 9.557876585098456701e+01 1.407607520473812990e+00 -4.100210488773537218e+05 0.000000000000000000e+00
1.060704570993003131e+02 9.659706888820423387e+01 1.417382431214132321e+00 -4.029040864217031631e+05 0.000000000000000000e+00
1.041545364335781443e+02 9.491098423610930013e+01 1.421684459540298207e+00 -3.847870018449375639e+05 0.000000000000000000e+00
1.141155616849274566e+02 7.843352766997701053e+01 1.285558277077332168e+00 -3.562024879600721761e+05 0.000000000000000000e+00
1.074376451286070733e+02 7.205369263174272021e+01 1.223241136843435051e+00 -3.518393389759074780e+05 0.000000000000000000e+00
1.028440209735839517e+02 8.336517853238720477e+01 1.378446159401389037e+00 -3.301306258127390174e+05 0.000000000000000000e+00
1.096702775304937063e+02 3.212388348474917166e+01 7.432746621782174712e-01 -3.151514850367362378e+05 0.000000000000000000e+00
1.181639688526057625e+02 5.285269132383653101e+01 1.047877913401730199e+00 -3.023781310529824696e+05 0.000000000000000000e+00
1.019990338820847739e+02 7.947636773673868049e+01 1.385728950393493308e+00 -2.951738652330377954e+05 0.000000000000000000e+00
1.156982612638226726e+02 9.288604532701896233e+01 1.575386022423904020e+00 -2.693508792678455357e+05 0.000000000000000000e+00
1.041940685977205021e+02 6.267888476761197580e+01 1.239031465721030179e+00 -2.527191865442265407e+05 0.000000000000000000e+00
1.053558125352503225e+02 3.706743069089574050e+01 8.707451545919333569e-01 -2.525635868332828686e+05 0.000000000000000000e+00
1.034205605903198659e+02 4.175325100725400773e+01 9.566837220621895455e-01 -2.476914838668215671e+05 0.000000000000000000e+00
1.022634879615162333e+02 9.543657848021359769e+01 1.679859352476349432e+00 -2.380268060165343923e+05 0.000000000000000000e+00
1.103684903093131453e+02 5.623607702097933014e+01 1.185692758444822914e+00 -2.373605112283025810e+05 0.000000000000000000e+00
1.044138243236104984e+02 5.878617902085831304e+01 1.224119394470538857e+00 -2.289677765310609248e+05 0.000000000000000000e+00
1.098630138473022555e+02 1.134849195701661984e+00 8.938188612776798436e-02 -2.279798881827069272e+05 0.000000000000000000e+00
1.179849671021921864e+02 7.749907014441753006e+01 1.501508675259354941e+00 -2.193227970551715407e+05 0.000000000000000000e+00
1.152517566305431274e+02 9.924724851433995809e+01 1.757983248467057003e+00 -2.188206290881910536e+05 0.000000000000000000e+00
1.181730714145327852e+02 9.156983231008248936e+01 1.676766341536609417e+00 -2.184835138727400627e+05 0.000000000000000000e+00
1.167711742070366085e+02 4.862699896621651874e+01 1.111202621336649932e+00 -2.138437092601887998e+05 0.000000000000000000e+00
1.000989135595843891e+02 6.180731253905187828e+01 1.155256208551409536e+00 -1.962501587415653048e+05 0.000000000000000000e+00
1.128654520002324233e+02 9.012787181949906312e+01 1.746600462288101507e+00 -1.898569856400903373e+05 0.000000000000000000e+00
1.178579363365228403e+02 6.400274204417301860e+01 1.391009867704966929e+00 -1.886264771331168595e+05 0.000000000000000000e+00
1.143677019165140223e+02 4.469377187203749457e+01 1.092337206128819016e+00 -1.864463205045364157e+05 0.000000000000000000e+00
1.118858456128001109e+02 7.487469518414626179e+01 1.558021940906739955e+00 -1.859449116370701231e+05 0.000000000000000000e+00
1.084303536679190216e+02 6.446106992756608633e+01 1.414613922857326678e+00 -1.823663584673094156e+05 0.000000000000000000e+00
1.121878367497044877e+02 1.534109842090186859e+01 5.481105719949026511e-01 -1.800998453425878542e+05 0.000000000000000000e+00
1.182074771592141076e+02 4.553827019483756544e+01 1.130387178705061890e+00 -1.787104699724210659e+05 0.000000000000000000e+00
1.109963237305932751e+02 8.239128273185640694e+01 1.686604838565181064e+00 -1.772122734202396823e+05 0.000000000000000000e+00
1.098876183368933539e+02 8.243857881094692530e+00 3.745759907504649378e-01 -1.628974144769145933e+05 0.000000000000000000e+00
1.110599218900795790e+02 8.757654312397210106e+01 1.819372345987580353e+00 -1.594739253138415806e+05 0.000000000000000000e+00
1.077525232813015350e+02 8.972985539301878077e+01 1.859740671852299521e+00 -1.544164549918505363e+05 0.000000000000000000e+00
1.085598068539210175e+02 9.706249060894455738e+01 2.039229644344430437e+00 -1.375514646884652320e+05 0.000000000000000000e+00
1.189576305370741807e+02 6.323780233234116110e+01 1.523439171872603248e+00 -1.352608680539568304e+05 0.000000000000000000e+00
1.132422789473016849e+02 3.634626139909603637e+01 1.076292153603968682e+00 -1.322201411226522177e+05 0.000000000000000000e+00
1.042434794517422318e+02 1.769972846730241756e+01 6.640553454758179042e-01 -1.309510068736109679e+05 0.000000000000000000e+00
1.129915682264134631e+02 4.945653453688991874e+01 1.328553313482977449e+00 -1.302613646567330725e+05 0.000000000000000000e+00
1.166933010936038357e+02 9.737416269911354050e+01 2.085424575410588233e+00 -1.278631003514967015e+05 0.000000000000000000e+00
1.188146321186873990e+02 7.027099737162829740e+01 1.681917972968333341e+00 -1.243637843340541149e+05 0.000000000000000000e+00
1.171643762531137298e+02 7.718438314202896322e+01 1.816595980743588523e+00 -1.223286144007282564e+05 0.000000000000000000e+00
1.064568237172543519e+02 7.763905252752488195e+01 1.840976677102281966e+00 -1.175275933539603575e+05 0.000000000000000000e+00
1.119161657265943859e+02 5.375661025668865989e+01 1.461190157256235800e+00 -1.165504646502252872e+05 0.000000000000000000e+00
1.083564083543806902e+02 3.100674487712851146e+01 1.024161955411963421e+00 -1.114837972778005933e+05 0.000000000000000000e+00
1.182533915485570901e+02 9.723860751691537985e+01 2.173669805356670537e+00 -1.109721887240398501e+05 0.000000000000000000e+00
1.059337186199622494e+02 7.239249860619293031e+01 1.813641695141252175e+00 -1.058282120901183953e+05 0.000000000000000000e+00
1.089857025219806701e+02 7.932017885572599880e+01 1.949717977064355345e+00 -1.054760773967071291e+05 0.000000000000000000e+00
1.192253677330782295e+02 4.679315685101184386e+01 1.350245353337449883e+00 -1.045418004674098338e+05 0.000000000000000000e+00
1.058523719910197798e+02 6.827785391192406905e+01 1.754032865215320980e+00 -1.039206936621718196e+05 0.000000000000000000e+00
1.098257013198056598e+02 8.174227575740583518e+01 2.019466614690676565e+00 -1.012472454594438896e+05 0.000000000000000000e+00
1.027679430576111343e+02 7.487811610945645668e+01 1.908483348976065974e+00 -9.962553721941709227e+04 0.000000000000000000e+00
1.135100805822935399e+02 7.660478367032996516e+01 1.943550302715426614e+00 -9.824690392500221787e+04 0.000000000000000000e+00
1.056654152235661428e+02 7.153175080614352055e+01 1.848803838933371413e+00 -9.678850804366922239e+04 0.000000000000000000e+00
1.002046720911295807e+02 4.877851407019230834e+01 1.300310685151605750e+00 -9.622006159663603466e+04 0.000000000000000000e+00
1.006945514069141012e+02 6.027514303142523033e+01 1.629428213551280535e+00 -9.363792828242956602e+04 0.000000000000000000e+00
1.094616056118712919e+02 6.741807102941541530e+01 1.844715374060020174e+00 -9.038819432070018956e+04 0.000000000000000000e+00
1.006949118486002277e+02 8.366139004306096183e+01 2.025157056746232254e+00 -8.949608518533645838e+04 0.000000000000000000e+00
1.022591985435918218e+02 3.720754993013525791e+01 1.254096057892040816e+00 -8.804109735240371083e+04 0.000000000000000000e+00
1.006566706683952219e+02 3.445997257765586141e+01 1.168767035606815385e+00 -8.717397777929074073e+04 0.000000000000000000e+00
1.100962461348037067e+02 3.942376446347074648e+01 1.325641758533830483e+00 -8.378317249206740235e+04 0.000000000000000000e+00
1.106175059257391950e+02 9.976395224602441658e+01 2.458638914826705157e+00 -8.359351426950581663e+04 0.000000000000000000e+00
1.086314893876482870e+02 9.623050818581673127e+01 2.396285050138913242e+00 -8.311989685476245359e+04 0.000000000000000000e+00
1.081127086267458424e+02 5.127001027993300397e+01 1.577563789577311137e+00 -8.291728149955769186e+04 0.000000000000000000e+00
1.114156362181562656e+02 6.516581268222306278e+01 1.862356604195326781e+00 -8.269146381252785795e+04 0.000000000000000000e+00
1.008376422034510824e+02 6.003366645501217391e+01 1.711763364740169768e+00 -8.220246030319810961e+04 0.000000000000000000e+00
1.163203590048839686e+02 6.168579855104562881e+01 1.788593102325995332e+00 -8.115400715179255349e+04 0.000000000000000000e+00
1.027027072726817067e+02 6.968678772875070138e+01 1.952810846777563336e+00 -8.055734196748078102e+04 0.000000000000000000e+00
1.132772229069140337e+02 1.006507735489272903e+01 5.458472762221309171e-01 -7.852634676646340813e+04 0.000000000000000000e+00
1.058928969133085047e+02 7.197400803978223394e+01 2.027121739711719162e+00 -7.429450817329283745e+04 0.000000000000000000e+00
1.086606862881614575e+02 6.074210771563922151e+01 1.852760455699622888e+00 -7.199929226701013977e+04 0.000000000000000000e+00
1.052473790476176987e+02 2.341359117773286869e+01 9.759086016534519459e-01 -6.962044996500988782e+04 0.000000000000000000e+00
1.197677088014545888e+02 7.909185610289614488e+01 1.998332113930783915e+00 -6.508925532170358201e+04 0.000000000000000000e+00
1.073989901954119830e+02 7.848681503587818042e+01 2.262648543947055391e+00 -6.492933783859128744e+04 0.000000000000000000e+00
1.199413102799174311e+02 8.298555687647500179e+01 1.958916431674798231e+00 -6.419600846547114634e+04 0.000000000000000000e+00
1.082537005338490417e+02 8.631821056211400389e+01 2.451547998962188224e+00 -6.221262757571758993e+04 0.000000000000000000e+00
1.087296810667815379e+02 5.655064992681550962e+01 1.857403059789120903e+00 -6.201626897978450870e+04 0.000000000000000000e+00
1.087548971609910780e+02 4.738180243011117199e+01 1.656579796371878910e+00 -6.149534951283341798e+04 0.000000000000000000e+00
1.127081432573733224e+02 7.954212768557412971e+01 2.338860611672713752e+00 -6.149494375170193234e+04 0.000000000000000000e+00
1.103660835429050167e+02 4.188959782688939981e+01 1.542785741323315696e+00 -6.014171147698482673e+04 0.000000000000000000e+00
1.168437647931304326e+02 7.148723852107767129e+01 2.185767545486323460e+00 -5.969203383478280011e+04 0.000000000000000000e+00
1.041150728051439671e+02 9.328642449960649685e+01 2.604113060788255218e+00 -5.857603266696289211e+04 0.000000000000000000e+00
1.020371677563022672e+02 3.211958302215342798e+01 1.304429136662967892e+00 -5.853591118061257293e+04 0.000000000000000000e+00
1.085118325666156949e+02 6.871414521097874228e+01 2.163186707418922161e+00 -5.769816859085201577e+04 0.000000000000000000e+00
1.118149650869527107e+02 7.467021858550069169e+01 2.300329798336487208e+00 -5.753496439345327235e+04 0.000000000000000000e+00
1.051018569781307406e+02 9.115400672009066341e+01 2.602921454075372232e+00 -5.506666262981951149e+04 0.000000000000000000e+00
1.006370425626675598e+02 3.480525393641208609e+01 1.361209801782030215e+00 -5.490792446990854660e+04 0.000000000000000000e+00
1.107427102738567868e+02 5.829286191345549639e+01 1.993506941337380489e+00 -5.398733892474407912e+04 0.000000000000000000e+00
1.011461993227750611e+02 5.795420976372669486e+01 1.959379124267316641e+00 -5.268589583223559021e+04 0.000000000000000000e+00
1.190280764545851611e+02 7.246550480827683316e+01 2.236061198854502496e+00 -5.268285464701570163e+04 0.000000000000000000e+00
1.048944660679237160e+02 1.847399770542780928e+01 9.117300049156107367e-01 -5.253392275224685000e+04 0.000000000000000000e+00
1.126172829086861640e+02 8.700633779873772511e+00 5.711277826503631250e-01 -5.192668345420228434e+04 0.000000000000000000e+00
1.100472066417951993e+02 4.685984861420323000e+01 1.749959784913287741e+00 -5.155435091909712355e+04 0.000000000000000000e+00
1.070488217627871563e+02 3.576370397673230883e+01 1.460396190571094266e+00 -5.042964653455923690e+04 0.000000000000000000e+00
1.033747726260049689e+02 4.595796721153709541e+01 1.730895805680586985e+00 -5.013047753509148606e+04 0.000000000000000000e+00
1.146154038338435015e+02 3.976920824004996291e+01 1.548831625521420507e+00 -5.008058991521648568e+04 0.000000000000000000e+00
1.049062500712773556e+02 3.295148140507352963e+01 1.366352520254246361e+00 -4.955309465047160484e+04 0.000000000000000000e+00
1.133276965219070576e+02 2.404743577043628022e+01 1.138212370397182926e+00 -4.909694132325545797e+04 0.000000000000000000e+00
1.168460901294297543e+02 5.234350164646768633e+01 1.904978425239861606e+00 -4.862639350277032645e+04 0.000000000000000000e+00
1.131095753682824920e+02 2.587034502084344467e+01 1.201494834037569959e+00 -4.851812163347537717e+04 0.000000000000000000e+00
1.123356603153797408e+02 9.747158042111317400e+01 2.899604407226098690e+00 -4.845460463741274725e+04 0.000000000000000000e+00
1.050564691957744969e+02 9.450295167950612552e+01 2.795308517235875367e+00 -4.762226649782939057e+04 0.000000000000000000e+00
1.008832990362343196e+02 6.847880893863964502e+01 2.214972342282380602e+00 -4.761024204165419360e+04 0.000000000000000000e+00
1.117511677912253276e+02 1.095412164018428491e+01 6.947439132848609589e-01 -4.606159307110086957e+04 0.000000000000000000e+00
1.037822544429989478e+02 5.110472084024191730e+01 1.909305084906369299e+00 -4.544401200111115759e+04 0.000000000000000000e+00
1.123242277549538528e+02 7.451269695194038434e+01 2.488694319897980733e+00 -4.507901754186137987e+04 0.000000000000000000e+00
1.041235709286395092e+02 2.798730281814403753e+01 1.311676913033233305e+00 -4.183332407963583682e+04 0.000000000000000000e+00
1.161293457351138159e+02 8.395135859621316854e+01 2.721555795625723917e+00 -4.169160582093625271e+04 0.000000000000000000e+00
1.048329910080962719e+02 4.741030194639757411e+01 1.855184482908790677e+00 -4.086774857480230276e+04 0.000000000000000000e+00
1.141960784237840727e+02 9.874871640691665675e+01 3.070128626129451366e+00 -3.994180046563422366e+04 0.000000000000000000e+00
1.018913103200582526e+02 8.487970428698233150e+01 2.809825610101587046e+00 -3.874227410111621430e+04 0.000000000000000000e+00
1.033456068094460676e+02 7.606227493387279992e+01 2.669462793762889419e+00 -3.674703510307516262e+04 0.000000000000000000e+00
1.134648576684134156e+02 9.661777072978647141e+01 3.139314483486218332e+00 -3.655389501832856331e+04 0.000000000000000000e+00
1.157869782733232995e+02 6.164306602606345820e+01 2.310186040664422791e+00 -3.654261135399130580e+04 0.000000000000000000e+00
1.013482418546763313e+02 8.471969817702107264e+01 2.819633216881710425e+00 -3.652324769495642977e+04 0.000000000000000000e+00
1.127014530141239561e+02 3.264573977045080966e+01 1.548575553912366010e+00 -3.636347545489897311e+04 0.000000000000000000e+00
1.076403591874132388e+02 6.576106328744305074e+01 2.447238566863463749e+00 -3.605841816708818806e+04 0.000000000000000000e+00
1.060146634216926032e+02 8.981364288739472101e+01 3.006971330821923694e+00 -3.482429273466136510e+04 0.000000000000000000e+00
1.076575407143244689e+02 6.413139187061246105e+01 2.469603385302713061e+00 -3.338184073883583915e+04 0.000000000000000000e+00
1.077021691246865061e+02 9.903420119691121215e+01 3.301327757159143950e+00 -3.301654170805561444e+04 0.000000000000000000e+00
1.190697146213450850e+02 7.325215026135593632e+01 2.607936422827179967e+00 -3.272946940605287455e+04 0.000000000000000000e+00
1.165140585635604680e+02 4.471335438798750062e+01 1.964217237378021785e+00 -3.220873321569471591e+04 0.000000000000000000e+00
1.113318613528891063e+02 8.929264312572128404e+01 3.154510759664630015e+00 -3.187653905297694291e+04 0.000000000000000000e+00
1.099778624040209536e+02 2.051844806159984458e+01 1.193681340668746982e+00 -3.163948107435594284e+04 0.000000000000000000e+00
1.099554161921182072e+02 7.426870822683697781e+01 2.813360245807613236e+00 -3.106332304003252284e+04 0.000000000000000000e+00
1.058879702198286736e+02 1.010694559034406836e+01 7.390256822678061832e-01 -3.100215714476998619e+04 0.000000000000000000e+00
1.150490217300069702e+02 3.904605150543235226e+01 1.789780548913431524e+00 -3.076123941426258170e+04 0.000000000000000000e+00
1.012354269525400667e+02 8.971771393263104244e+01 3.073543089125461591e+00 -3.061870490596425589e+04 0.000000000000000000e+00
1.073882306913299516e+02 4.508483318073194113e+01 2.025573468175148939e+00 -2.997717344476979633e+04 0.000000000000000000e+00
1.078178150779406650e+02 9.838805443046634025e+01 3.423457384708938900e+00 -2.924922217755268139e+04 0.000000000000000000e+00
1.190553286690554131e+02 7.685989595767067328e+01 2.796701665843031481e+00 -2.888119554396470267e+04 0.000000000000000000e+00
1.150942255638588279e+02 1.677507642734548199e+01 1.059298318455175636e+00 -2.723242841044345187e+04 0.000000000000000000e+00
