nu	h	lw	logL
1.10190460301944938237e+02	9.46971458917680450895e+01	2.56340308513556131009e-02       -1.980117e+11
1.02545894722244014474e+02	5.84331063683454772217e+01	2.82814999270019212796e-02       -5.032138e+10
1.09139546456625865289e+02	7.61851985469246670846e+01	3.58760430485106224241e-02       -3.759886e+10
1.12615583828721042892e+02	5.21516183655350289428e+01	3.56451389668343970873e-02       -1.939606e+10
1.19344376339358760220e+02	7.67298353279489475653e+01	5.57079769771373634057e-02       -1.068727e+10
1.11495840355348988737e+02	9.21988053169218773064e+01	6.47637476431610209504e-02       -9.822594e+09
1.02898232916698063377e+02	1.83220911835098796416e+01	2.90163339488218596784e-02       -4.355764e+09
1.12422094093309752338e+02	6.15812909482901176261e+01	8.74926903073909995046e-02       -1.776662e+09
1.15392858554785931346e+02	6.28537852800883101168e+01	9.03979379194751464510e-02       -1.673281e+09
1.03736387888344978592e+02	4.66820123281964640682e+01	9.32133772004747895856e-02       -8.435349e+08
1.11774867587272382252e+02	8.95980880666363219689e+01	1.65187787020871140742e-01       -5.587785e+08
1.16638630911014018920e+02	8.62961776494232708501e+01	1.84113259492706682341e-01       -3.739731e+08
1.03745689967834849199e+02	2.10917765478103369503e+01	7.37085915820460124692e-02       -3.482197e+08
1.06314011840012142329e+02	8.14283353781950864914e+01	1.90199269592925435113e-01       -3.017266e+08
1.00539622320623777796e+02	7.21965449632575797523e+01	1.92421748759294769515e-01       -2.293524e+08
1.09204971439501449026e+02	9.08522142421296479142e+01	2.24962463342781138209e-01       -2.274742e+08
1.08726616269534829939e+02	7.12460334037776590321e+01	2.02024206774341547055e-01       -1.931380e+08
1.02413160776042801103e+02	9.87355465073137708032e+01	2.56680797058860321602e-01       -1.807540e+08
1.14730663320296358165e+02	9.54246146737637417345e+01	2.67171507004400510255e-01       -1.469285e+08
1.19319048079557049391e+02	7.03705403659930510685e+01	2.22926815210961359881e-01       -1.401698e+08
1.04169462412090638281e+02	3.26495324907814676862e+01	1.46922352025220304128e-01       -1.047567e+08
1.17881685999801518960e+02	2.90229889746335523171e+01	1.37952722077494760455e-01       -1.006767e+08
1.18551830911300058347e+02	7.04660509052720556156e+01	2.69639663302069232387e-01       -7.946149e+07
1.19032481777226479380e+02	6.90213990275075133241e+01	2.85329088706299138778e-01       -6.432869e+07
1.15669473301234901896e+02	7.19254881903238754148e+01	2.94037847998593393495e-01       -6.279603e+07
1.09720358551786461021e+02	7.93132785343179023130e+01	3.32918432154946875023e-01       -5.349496e+07
1.11378177550028581777e+02	8.42080231282304509932e+01	3.60063688607104026573e-01       -4.764009e+07
1.12044614976829222996e+02	7.28537113343825950551e+01	3.38789285580564203393e-01       -4.278020e+07
1.12507261235704973501e+02	7.51429723236759912197e+01	3.50557034539829892594e-01       -4.105709e+07
1.12161347675013530534e+02	6.25135047281537197250e+01	3.28153010367710162853e-01       -3.466454e+07
1.11680357851944748404e+02	9.64877203103040699261e+01	4.88285209143130338738e-01       -2.505494e+07
1.13461593143057484667e+02	4.28048070446373785103e+01	2.95708476654378160653e-01       -2.208716e+07
