,mean,sd,mc_error,hpd_2.5,hpd_97.5,n_eff,Rhat
l0__0,44.76703272890441,0.06636816445226508,0.002270846534428027,44.63876733421872,44.90255156013895,891.5762457737419,1.002122114216451
l0__1,50.938944181970136,0.026652459472068735,0.0007220584834791571,50.88880274839492,50.99274136203869,1537.0701559393622,0.9997835486579739
l0__2,56.81794381279322,0.016365043781841178,0.00047511439913097464,56.787625676964964,56.849717437399676,1345.5550189722758,0.9992673271800085
l0__3,63.019209437873094,0.012858973036356398,0.00029983830864320054,62.995413007330335,63.0436064695016,1558.3160215493638,0.9990878569910313
l0__4,69.27133970157553,0.009562110154093311,0.0002569565783052053,69.25121884936944,69.2880428000276,1244.7621582879392,0.9999509418376209
l0__5,75.46690541981332,0.014956663208758552,0.00036771895947983966,75.43853116672364,75.49920214583341,1869.3960148870124,0.9999316195017376
l0__6,81.82113437615092,0.02568062545761806,0.0007488295925591949,81.77119406429424,81.86822956490629,1347.8269851194273,0.999034195331173
l0__7,88.32126446776158,0.057948064915195246,0.001921229450422469,88.19787868914254,88.4329516256133,788.3390795248823,0.9995097804253918
l2__0,43.87031714786705,0.16323596011452907,0.004403368928386191,43.52426838833368,44.17569125110207,1507.008742451885,0.9990073240815168
l2__1,50.11057830216969,0.03593346545370829,0.0011807432778798768,50.03894322671618,50.172456292162316,883.605620913632,1.0002491257808273
l2__2,55.985169723027184,0.027628558093939992,0.0008149249938314684,55.93459437943247,56.04022231329314,1037.1915695976238,0.9990035458288079
l2__3,62.161767178187176,0.014833150637773296,0.0004292837283700962,62.12800710254294,62.18638924207404,1160.4635778749669,1.002016415241032
l2__4,68.47417289918855,0.016721887162908747,0.00046554594749790526,68.44208837679085,68.5069571760713,1471.521710298886,1.0025099123838106
l2__5,74.69139148510993,0.029160488649975575,0.0008586072338937864,74.63389708957477,74.74802287417508,992.9513187135115,1.00420831634405
l2__6,81.04366896805362,0.036073153720917524,0.0009618196558833642,80.9723289623279,81.10878039049331,1249.2026226676846,1.001656688609197
l2__7,87.59941307177047,0.09224628977369097,0.0030774605326012463,87.42278338848064,87.77249172502815,856.7752962803922,0.9992811313933117
width0__0,0.21619713124095802,0.17942439858899478,0.005857996602390907,0.017782074697850172,0.5188558047208728,999.0604645785422,1.0000841130452152
width0__1,0.14612995095259526,0.05572696664337829,0.0020258395425496417,0.06246176754340739,0.26252147296537803,696.2340255971085,0.9991603449986021
width0__2,0.12975247595354159,0.029938425521811814,0.0009747451363707477,0.07585293611730891,0.19169681536420535,781.6531891727245,0.9992349899271016
width0__3,0.10476569093884128,0.020736205888554335,0.0007298261783913647,0.06882763740834782,0.14785756301552466,662.3853321771718,1.000669297283502
width0__4,0.10871783549391799,0.01789008074626748,0.0005285533629241349,0.07395119405110807,0.14469760461319317,1015.8092249445759,1.0022593447269394
width0__5,0.1394538369274741,0.03359201308461532,0.0011183232342997856,0.07947470687440727,0.20440335084304326,842.2781214450991,1.0005500068637119
width0__6,0.24002987088622704,0.05589415086630619,0.0020642156179392543,0.14496694473225644,0.35044185902222874,706.6623739804086,0.9990423961843878
width0__7,0.3887032614589419,0.18596278790266896,0.0058155704589733775,0.09394625308187042,0.7683959244086731,814.6551297135688,0.9992386166534447
width2__0,0.18462837766396106,0.22826531782350815,0.00868248948403044,0.005663796648855854,0.5558512692705524,717.5261083041238,0.9990001164792439
width2__1,0.1557964774199078,0.0812054016740711,0.0026249111964061797,0.026143311932737567,0.30936173568723396,862.0722405142335,0.999977987133514
width2__2,0.19652485913025217,0.08961314610035673,0.003274217685081301,0.057353143728675615,0.36415016636693653,662.050194746975,0.9993694725905969
width2__3,0.1024068058262904,0.03274810880679749,0.0010936415164116,0.0451865772781913,0.1658035579908252,719.2904335927282,0.9990033015157207
width2__4,0.12963678797812764,0.031213563850173667,0.0010512206778550822,0.07274966209415931,0.18983791243696319,857.5392348055468,0.9990867503614899
width2__5,0.2203819131299254,0.09073165205602544,0.003274438045831711,0.07244703530568128,0.4033386020740545,716.4556344476621,0.999039120422721
width2__6,0.272891614634614,0.10217209762098158,0.0031437293325231137,0.09402779231280733,0.4775896262641256,943.3619039759196,0.9995654510440515
width2__7,0.2586779217681769,0.21996615646178935,0.009608771236966478,0.006048068533849817,0.7079454034944072,440.75121252292627,0.9990085308194052
height0__0,0.32743898928623283,0.14123776977936595,0.004039681068781978,0.10257160943691407,0.5815054836921206,1273.7532631549097,0.9993564642399513
height0__1,1.5984921620894132,0.5076918014754684,0.015554700239731531,0.6402398146799411,2.5970402949794007,1197.3783605431147,0.9999187729026248
height0__2,5.39038873184811,1.4200869187943739,0.04383702135418907,3.022770073682732,8.120947043943993,974.9399520085333,1.0013152219975832
height0__3,11.052756252565034,2.817679374947364,0.08364447898589047,5.931718254608174,16.0793682221328,1116.4819964151563,0.999124493806419
