,ID,teff,teff_err,numax,numax_err,dnu,dnu_err,bp_rp,bp_rp_err,lg_numax,lg_teff,rank
10976,9473921,4718,80,32.12,0.59,3.998,0.044,1.3525142669677734,0.05,1.5067755366066433,3.6737579365495767,6.2161013472751945
15570,12060672,4860,80,31.5,0.63,4.144,0.011,1.2675666809082031,0.05,1.4983105537896004,3.6866362692622934,6.215985108068021
10765,9354037,4777,80,33.63,0.63,3.66,0.018000000000000002,1.3562641143798828,0.05,1.5267268673146357,3.679155241283354,6.2141088107705125
13145,10592335,4867,100,50.6,0.41,5.063,0.015,1.2913579940795898,0.05,1.7041505168397992,3.687261346243506,6.213670861413263
1809,3972697,4768,149,31.06,0.65,3.176,0.173,1.3035144805908203,0.05,1.4922014513925397,3.67833624673218,6.213201243209257
13242,10652469,4763,100,49.05,0.67,5.384,0.014,1.2839717864990234,0.05,1.6906390117159673,3.6778805815115905,6.213167093250127
4902,5943345,4893,80,52.38,1.88,4.688,0.036000000000000004,1.2351484298706057,0.05,1.7191654940892134,3.6895752157599384,6.213005649556962
2523,4567028,4818,80,30.86,0.55,3.911,0.031,1.2786235809326172,0.05,1.4893959217271293,3.6828667956623247,6.212868423566948
5306,6209377,4733,80,50.64,0.56,5.207999999999998,0.013,1.3512306213378906,0.05,1.7044936970092988,3.6751365044679942,6.212446599344477
6354,6841449,4745,100,44.77,0.51,4.877,0.012,1.3116254806518557,0.05,1.650987094383445,3.6762362167633116,6.2117860873675355
7081,7265067,4768,80,48.54,0.42,5.002,0.012,1.2800207138061523,0.05,1.6860997719959159,3.67833624673218,6.210913807046109
3862,5371202,4700,100,47.93,0.75,5.0360000000000005,0.018000000000000002,1.3785982131958008,0.05,1.6806074289917878,3.6720978579357175,6.210824965286771
7900,7747060,4913,80,47.62,1.73,4.684,0.077,1.262979507446289,0.05,1.677789391068861,3.691346764134822,6.210694101699061
7355,7431665,4795,100,53.83,1.04,5.461,0.022,1.273212432861328,0.05,1.731024379815688,3.6807886115066824,6.210569836833197
11698,9835269,4693,80,34.84,0.64,4.235,0.03,1.3749666213989258,0.05,1.5420781463356257,3.6714505542124947,6.210248178753021
14508,11342804,4833,100,60.69,0.38,6.209,0.021,1.301889419555664,0.05,1.783117137490467,3.6842167951388807,6.209802063821847
1902,4059499,4743,80,51.08,0.67,5.3260000000000005,0.01,1.3457050323486328,0.05,1.7082508885913776,3.6760531246518715,6.20977081084619
14425,11294409,4861,100,31.9,0.81,3.957,0.03,1.2915468215942385,0.05,1.503790683057181,3.686725621074542,6.209177859095013
1555,3847667,4797,80,32.9,0.59,4.059,0.021,1.338104248046875,0.05,1.5171958979499742,3.680969718465897,6.209029539039554
15164,11757076,4742,80,38.2,1.04,4.093,0.041,1.2916040420532229,0.05,1.5820633629117087,3.675961549642169,6.2074069720418965
2390,4459786,4829,80,45.4,0.69,4.651,0.084,1.2380943298339844,0.05,1.6570558528571038,3.6838572054003462,6.206331015845092
12090,10018239,4724,100,32.52,0.71,3.928,0.024,1.3689775466918943,0.05,1.5121505369220305,3.6743098889414774,6.2054590997337895
8934,8278906,4795,100,31.6,0.89,4.016,0.018000000000000002,1.2673473358154297,0.05,1.4996870826184039,3.6807886115066824,6.205325476126001
11422,9711510,4867,80,53.97,1.72,5.078,0.031,1.2470645904541016,0.05,1.7321524180652137,3.687261346243506,6.2050922443558685
3532,5194072,4823,100,50.46,1.13,4.853,0.034,1.3444595336914062,0.05,1.7029472461815558,3.6833172619218826,6.204912108267431
8268,7946636,4753,100,47.47,0.45,5.144,0.015,1.2935476303100586,0.05,1.67641923171836,3.6769678142947586,6.204776647322516
13246,10653383,4922,100,40.47,0.59,4.436,0.024,1.2149782180786133,0.05,1.6071332043915667,3.6921416093667836,6.204495681559438
14098,11128910,4934,100,37.22,0.69,4.16,0.034,1.210179328918457,0.05,1.5707763687947482,3.6931991451537174,6.203215014841836
11770,9875046,4911,145,48.34,0.37,5.382999999999999,0.018000000000000002,1.2620201110839844,0.05,1.6843066460716316,3.691169934131604,6.203016241189478
9308,8475164,4775,100,31.76,0.61,4.0310000000000015,0.037000000000000005,1.2787704467773438,0.05,1.5018804937550587,3.678973375919765,6.2029688590226195
3097,4933594,4697,100,34.39,0.69,4.147,0.053,1.3783645629882812,0.05,1.5364321758220134,3.671820560183249,6.201677020192801
8041,7820714,4875,80,47.7,1.02,4.784,0.048,1.3005590438842771,0.05,1.678518379040114,3.687974620034556,6.2012840957241275
10152,9007718,4775,100,33.98,0.61,3.934,0.046,1.3598785400390625,0.05,1.5312233745330268,3.678973375919765,6.199759040997315
3444,5128171,4849,80,56.82,0.78,5.314,0.018000000000000002,1.2798624038696291,0.05,1.754501229386917,3.6856521841155243,6.197931579298662
9009,8312388,4917,139,44.17,1.03,4.664,0.038,1.2224359512329102,0.05,1.6451273992583912,3.6917002082901615,6.196727139346018
12054,10003419,4902,100,36.15,0.74,4.114,0.026,1.2695112228393557,0.05,1.5581083016305497,3.690373306916059,6.195778363230766
15056,11667799,4846,100,50.53,0.72,4.836,0.015,1.3184900283813477,0.05,1.7035492982382305,3.6853834098014873,6.195710316038472
9067,8350645,4761,100,54.1,0.6,5.239,0.012,1.2868509292602541,0.05,1.7331972651065695,3.6776981814745104,6.194490081737116
4695,5790744,4732,100,50.48,0.53,4.974,0.015,1.349644660949707,0.05,1.7031193462360779,3.675044735955893,6.194402149209813
14617,11413138,4763,100,47.16,0.63,4.674,0.015,1.3876838684082031,0.05,1.6735737964230515,3.6778805815115905,6.193790524239763
15012,11653073,4917,100,37.08,0.6,4.301,0.028,1.2453203201293943,0.05,1.5691397254724595,3.6917002082901615,6.1936882646206595
15305,11825166,4709,80,50.61,0.53,5.269,0.015,1.3763427734375,0.05,1.7042363373087877,3.6729286904427223,6.193160136798068
12239,10087394,4797,100,59.15,0.5,5.962999999999999,0.013,1.2882194519042969,0.05,1.7719547489639491,3.680969718465897,6.1922355662556825
7668,7612438,4921,80,42.43,0.65,4.365,0.022,1.2626590728759766,0.05,1.627673031766616,3.6920533650340808,6.191322856172505
7616,7594865,4896,100,31.34,0.96,3.842,0.062,1.225847244262695,0.05,1.4960989921325714,3.6898414091375047,6.190061419479774
14436,11296805,4823,80,30.93,0.53,3.767,0.03,1.2557411193847656,0.05,1.4903799200031789,3.6833172619218826,6.190059367158525
3380,5107556,4707,100,36.44,0.83,4.212,0.032,1.387737274169922,0.05,1.5615783683009605,3.672744198306599,6.1898575886595575
5456,6290000,4810,80,31.36,0.54,4.043,0.032,1.2535343170166016,0.05,1.496376054012401,3.682145076373832,6.1898541928064175
7501,7522297,4791,80,31.94,0.68,4.142,0.025,1.2633848190307615,0.05,1.5043349118024643,3.680426170858145,6.189561444372675
13343,10685283,4817,80,41.61,1.17,4.606,0.042,1.3544740676879885,0.05,1.6191977157929474,3.682776646314434,6.188928358543076
9319,8479182,4738,100,33.59,0.72,3.785,0.055,1.2877569198608398,0.05,1.5262100038416644,3.6755950563867463,6.187471155802857
2267,4357417,4770,166,31.19,2.73,3.591,0.619,1.2926063537597656,0.05,1.4940153747571436,3.678518379040114,6.186338875052228
3571,5211720,4832,80,46.87,0.55,4.73,0.026,1.3473033905029297,0.05,1.67089495352021,3.6841269256130755,6.1863103073218575
7116,7273426,4792,100,30.89,0.62,3.871,0.035,1.2985153198242188,0.05,1.4898179083014507,3.680516809381255,6.185810164077535
2627,4647117,4787,80,35.36,0.65,4.113,0.027000000000000003,1.2488546371459959,0.05,1.5485122563410354,3.6800634274819486,6.185785620253154
3834,5361169,4934,80,37.59,0.64,4.303,0.036000000000000004,1.2146158218383791,0.05,1.5750723257138124,3.6931991451537174,6.183246060183632
6882,7122098,4760,137,52.93,1.8,5.26,0.084,1.3329505920410156,0.05,1.7237018939912678,3.677606952720493,6.18273300930299
9740,8693004,4801,100,35.26,0.72,3.66,0.014,1.3502607345581057,0.05,1.5472823079633031,3.681331705969166,6.182055033561364
4040,5456184,4850,100,32.11,0.51,4.21,0.08900000000000001,1.3078556060791016,0.05,1.5066403055665025,3.6857417386022635,6.18107644661518
9834,8758700,4814,100,31.69,0.78,3.971,0.029,1.3160638809204102,0.05,1.5009222391903005,3.682506085939011,6.178600045452416
10868,9412682,4762,80,33.91,0.53,4.164,0.038,1.3678903579711914,0.05,1.5303277897780863,3.677789391068861,6.178355025164794
10908,9452570,4806,80,39.4,1.05,4.382,0.031,1.2382678985595703,0.05,1.5954962218255742,3.6817837664678814,6.17823576756132
2211,4281490,4877,80,54.2,0.72,5.2360000000000015,0.015,1.239908218383789,0.05,1.7339992865383869,3.6881527555915663,6.17760167147849
5808,6516187,4815,100,31.34,0.59,3.937,0.063,1.3107051849365234,0.05,1.4960989921325714,3.6825962914605532,6.17744490463051
1560,3848488,4922,151,48.12,1.03,4.788,0.025,1.2478866577148438,0.05,1.682325618667807,3.6921416093667836,6.177110541081865
14117,11135286,4779,100,37.05,0.64,4.127,0.033,1.3650436401367188,0.05,1.568788212315347,3.6793370305207937,6.175697001056137
7205,7346442,4906,100,48.67,0.54,5.221,0.012,1.2685699462890625,0.05,1.6872613462435064,3.690727543870367,6.174949859257929
10736,9347846,4855,80,31.63,0.48,4.074,0.049,1.299774169921875,0.05,1.500099191915723,3.686189234244024,6.174910518827403
12072,10007364,4715,137,33.22,0.86,4.046,0.041,1.3079047203063965,0.05,1.5213996281153757,3.6734816970733473,6.173788723234412
6981,7190400,4743,100,30.89,1.68,3.747,0.059,1.3217220306396484,0.05,1.4898179083014507,3.6760531246518715,6.173304609288535
11991,9966823,4773,100,32.7,0.63,4.04,0.036000000000000004,1.3533897399902344,0.05,1.5145477526602862,3.678791434366244,6.17328116075723
3343,5095974,4827,80,30.77,0.79,3.947,0.049,1.2905416488647459,0.05,1.4881274962474584,3.683677298818692,6.173016288763552
4036,5455690,4779,100,31.22,2.59,4.137,0.358,1.3268146514892578,0.05,1.4944328987263986,3.6793370305207937,6.17229285933515
7792,7679049,4921,80,32.47,0.53,4.017,0.105,1.2294025421142578,0.05,1.5114822886260015,3.6920533650340808,6.171269483351276
4213,5534335,4741,80,45.96,0.62,4.841,0.013,1.3151922225952148,0.05,1.6623800200162475,3.6758699553189564,6.171080531225286
10716,9341449,4762,166,34.36,0.72,3.667,0.015,1.3701629638671875,0.05,1.5360531551592047,3.677789391068861,6.170991753457457
7453,7500267,4888,146,36.1,0.52,4.0360000000000005,0.038,1.2884511947631836,0.05,1.557507201905658,3.689131197234498,6.170730787888915
12917,10450939,4892,80,42.49,0.71,4.574,0.015,1.2153711318969729,0.05,1.6282867310895144,3.689486448364248,6.170181573135382
11265,9643702,4835,141,53.82,0.6,5.658,0.014,1.3232402801513672,0.05,1.7309436934277358,3.6843964784190204,6.170037682120828
3501,5181782,4737,80,35.27,0.57,4.085,0.073,1.3854284286499023,0.05,1.5474054596674898,3.6755033847279566,6.169879170544898
5009,6024360,4849,80,31.05,0.41,3.991,0.021,1.2839269638061523,0.05,1.492061604512599,3.6856521841155243,6.169453267259583
6975,7188950,4744,100,41.66,0.5,4.481,0.012,1.3006954193115234,0.05,1.619719265611727,3.6761446803562063,6.168861426503045
10834,9405336,4787,80,31.41,0.46,3.9,0.062,1.2742424011230469,0.05,1.4970679363985049,3.6800634274819486,6.168859314442139
11817,9893889,4827,100,30.85,0.49,3.87,0.045,1.296247482299805,0.05,1.4892551683692605,3.683677298818692,6.168249419724275
956,3336731,4927,80,41.26,0.74,4.4289999999999985,0.044,1.2176332473754885,0.05,1.6155292236371328,3.692582562274909,6.167618101344584
1946,4070714,4849,80,50.3,1.73,4.982,0.016,1.3177337646484375,0.05,1.7015679850559273,3.6856521841155243,6.167118945003485
4269,5557808,4828,80,37.67,0.78,4.372,0.042,1.3342399597167969,0.05,1.5759956202032677,3.6837672614253116,6.167093109044158
6699,7025721,4932,100,36.84,0.65,4.379,0.067,1.2244281768798828,0.05,1.5663196215248114,3.693023067923694,6.167081574285738
13411,10741713,4791,167,38.01,3.01,4.213,0.035,1.361745834350586,0.05,1.5798978696031039,3.680426170858145,6.1668612950791255
12187,10067407,4897,100,34.81,0.51,3.944,0.015,1.2739381790161133,0.05,1.5417040232842885,3.689930104018218,6.166749163067462
7472,7510604,4921,100,34.32,0.66,4.167,0.048,1.240581512451172,0.05,1.5355472791766678,3.6920533650340808,6.165904703878729
10496,9214968,4826,146,52.26,0.74,5.627999999999999,0.015,1.3372430801391602,0.05,1.7181694053913068,3.683587317572767,6.165858084724893
2009,4141815,4827,100,43.59,0.8,4.595,0.038,1.3517208099365234,0.05,1.639386869017684,3.683677298818692,6.165458728747664
13402,10735027,4697,80,35.28,0.49,4.142,0.034,1.339826583862305,0.05,1.5475285764597821,3.671820560183249,6.164930137392182
6831,7106052,4760,100,48.14,0.5,5.3439999999999985,0.011,1.2823982238769531,0.05,1.682506085939011,3.677606952720493,6.16462399390813
4856,5891982,4782,80,40.57,0.49,4.441,0.014,1.2568035125732422,0.05,1.6082050077043262,3.679609571779756,6.163435952483765
7104,7270921,4775,100,30.88,0.76,3.905,0.068,1.300252914428711,0.05,1.4896772916636984,3.678973375919765,6.163019584958251
13221,10618251,4896,80,49.86,0.74,4.957,0.032,1.2734260559082031,0.05,1.6977522741677546,3.6898414091375047,6.162537399343138
15700,12122151,4903,100,51.33,0.84,5.098,0.014,1.2576217651367188,0.05,1.7103712642607627,3.6904618932461783,6.159756980499129
15634,12105938,4928,80,37.99,0.62,4.424,0.036000000000000004,1.2279195785522459,0.05,1.5796692935547203,3.692670699156369,6.156553788025275
8400,8007517,4883,141,44.09,0.48,4.922,0.012,1.311298370361328,0.05,1.6443400988263226,3.6886867242841235,6.155361431628182
5065,6045604,4882,100,32.48,0.54,4.173,0.032,1.2725105285644531,0.05,1.5116160205691376,3.6885977750811696,6.155322147645683
6411,6860127,4826,141,38.84,0.49,4.416,0.011,1.3390378952026367,0.05,1.5892792212359672,3.683587317572767,6.155282004119789
15916,12366461,4832,100,43.84,0.5,4.501,0.012,1.3480024337768557,0.05,1.6418705454763127,3.6841269256130755,6.154788931064319
2277,4360072,4890,80,31.27,0.64,3.909,0.054000000000000006,1.2324228286743164,0.05,1.4951278812429332,3.6893088591236203,6.153957272099946
13001,10488463,4851,80,35.45,0.61,4.251,0.048,1.316650390625,0.05,1.5496162395190853,3.6858312746260635,6.152557657101295
8866,8232017,4744,80,48.92,0.49,5.084,0.012,1.3076639175415041,0.05,1.6894864483642478,3.6761446803562063,6.152120832255082
8809,8197210,4844,80,45.45,0.68,4.662,0.041,1.228515625,0.05,1.6575338875579861,3.6852041344710145,6.151518878155263
15506,12010646,4800,80,37.24,0.37,4.2780000000000005,0.051,1.2374420166015625,0.05,1.571009672309305,3.681241237375587,6.1503677240583885
1662,3936507,4841,143,33.29,0.37,4.03,0.015,1.3178377151489258,0.05,1.5223137951566674,3.6849350826408895,6.149766125683671
10464,9204871,4860,80,33.55,0.53,4.158,0.032,1.2014541625976562,0.05,1.5256925245050108,3.6866362692622934,6.14930606365596
6416,6861403,4811,80,61.8,0.57,5.737,0.016,1.3033895492553709,0.05,1.7909884750888159,3.6822353569025643,6.149230656960361
5439,6286515,4896,100,32.7,0.75,4.229,0.042,1.2556610107421875,0.05,1.5145477526602862,3.6898414091375047,6.148964145491314
10845,9406638,4920,100,38.47,0.6,4.418,0.013,1.244659423828125,0.05,1.5851221863068155,3.69196510276736,6.1483209465666455
9794,8741733,4914,100,40.57,0.86,4.337,0.037000000000000005,1.2716026306152344,0.05,1.6082050077043262,3.691435152144062,6.147360784144689
1789,3968764,4820,80,59.77,0.48,5.978,0.015,1.319814682006836,0.05,1.7764832558336816,3.6830470382388496,6.1470320523037385
6351,6838707,4729,80,33.34,0.91,4.066,0.046,1.2931747436523438,0.05,1.5229655954919865,3.674769314015426,6.146013289036041
14287,11228617,4844,141,49.74,0.61,5.284,0.013,1.3301115036010742,0.05,1.6967057809339172,3.6852041344710145,6.145727743861409
15371,11905393,4883,100,32.56,0.39,4.129,0.023,1.2742252349853516,0.05,1.5126843962171637,3.6886867242841235,6.145539840913486
10332,9100444,4854,100,53.32,0.57,5.151,0.032,1.2988605499267578,0.05,1.7268901407418216,3.686099771995916,6.144790995170326
13043,10525475,4933,100,39.12,0.91,4.335,0.023,1.2093544006347656,0.05,1.5923988461155638,3.693111115462141,6.143435532654286
3060,4922182,4763,139,34.97,0.53,4.019,0.041,1.3726778030395508,0.05,1.5436956323092448,3.6778805815115905,6.141709704889778
2368,4455785,4934,80,44.28,0.91,4.51,0.035,1.2333211898803709,0.05,1.646207612206685,3.6931991451537174,6.14167995499022
6409,6860096,4687,80,34.89,0.68,4.027,0.039,1.3655624389648438,0.05,1.5427009694481109,3.67089495352021,6.139344896399465
2167,4269391,4703,100,39.56,0.56,4.17,0.021,1.3517351150512695,0.05,1.5972562829251418,3.6723749787460793,6.13929070004659
10697,9334554,4857,148,34.28,0.99,3.906,0.079,1.3124399185180664,0.05,1.5350408132511606,3.6863681034730362,6.139035754826456
4952,5962817,4698,100,33.15,0.67,3.89,0.047,1.370579719543457,0.05,1.520483532740792,3.671913012441587,6.138703855784583
4684,5785879,4704,80,32.49,0.85,3.941,0.037000000000000005,1.3280210494995115,0.05,1.511749711344983,3.6724673130680823,6.1339678875886054
14050,11090926,4895,171,45.54,0.51,5.035,0.012,1.297663688659668,0.05,1.658393026279124,3.6897526961391565,6.133911398246338
9440,8545291,4839,100,54.44,0.64,5.796,0.014,1.2568206787109375,0.05,1.7359181165312971,3.684755622108624,6.133564254471394
8314,7960136,4821,80,31.88,0.37,4.0539999999999985,0.034,1.3185205459594729,0.05,1.5035183127240748,3.683137131483007,6.133083529976096
3312,5088148,4712,80,31.71,0.6,3.834,0.04,1.3368959426879885,0.05,1.5011962420270888,3.6732052817790453,6.133006806161824
2402,4469602,4850,100,32.64,0.52,3.51,0.014,1.3134746551513672,0.05,1.5137501500818236,3.6857417386022635,6.132368026552765
6822,7103297,4913,100,39.17,1.15,4.336,0.032,1.2674446105957031,0.05,1.592953571547866,3.691346764134822,6.131816084063714
3069,4927426,4711,80,50.83,0.7,5.309,0.011,1.3899927139282229,0.05,1.7061201097027037,3.673113104238234,6.131800670909933
13245,10653200,4922,100,39.76,0.81,4.307,0.045,1.2491388320922852,0.05,1.5994463757252757,3.6921416093667836,6.131308916614937
6797,7094142,4826,161,37.93,0.4,4.1930000000000005,0.016,1.3382530212402344,0.05,1.5789828427027905,3.683587317572767,6.131072399134948
5699,6445497,4919,80,38.08,1.25,4.313,0.054000000000000006,1.197675704956055,0.05,1.5806969397124366,3.6918768225593315,6.130677428568828
12631,10285722,4897,100,52.24,1.02,5.027,0.02,1.227926254272461,0.05,1.7180031682670176,3.689930104018218,6.129543733900875
12045,10001796,4877,80,33.1,0.63,4.084,0.038,1.1972694396972656,0.05,1.5198279937757189,3.6881527555915663,6.128685365260866
13518,10809277,4699,80,35.92,0.66,4.038,0.024,1.3357925415039062,0.05,1.5553363279952668,3.672005445022952,6.127712562916039
12653,10290457,4758,100,31.12,0.64,3.953,0.032,1.3389120101928709,0.05,1.4930395883176515,3.6774244377012475,6.127580891117482
4230,5543289,4826,100,54.77,0.59,5.83,0.014,1.3307609558105469,0.05,1.7385427409287852,3.683587317572767,6.125576508240462
691,2995656,4726,80,33.9,0.83,4.206,0.042,1.2930154800415041,0.05,1.530199698203082,3.6744937172963503,6.125465813611793
5844,6525916,4750,80,47.14,0.33,5.152,0.016,1.2898035049438477,0.05,1.673389578188305,3.6766936096248664,6.124186577084836
4953,5962892,4811,100,30.86,0.45,3.921,0.039,1.3062105178833008,0.05,1.4893959217271293,3.6822353569025643,6.124118672545907
9980,8868929,4842,80,41.51,0.8,4.493,0.019,1.220602035522461,0.05,1.6181527333785195,3.685024785105714,6.12397533288086
6518,6929280,4792,100,33.78,0.67,4.016,0.032,1.3532218933105469,0.05,1.5286596452349899,3.680516809381255,6.123737629818805
15342,11869095,4776,100,57.23,1.03,5.371,0.01,1.3264188766479492,0.05,1.757623745908389,3.6790643181213127,6.123716439813286
14578,11400880,4758,80,52.12,0.49,5.242000000000001,0.011,1.2814292907714844,0.05,1.717004407040547,3.6774244377012475,6.120767581540828
5296,6207670,4713,100,32.06,0.54,3.962,0.047,1.361532211303711,0.05,1.5059635180181261,3.6732974397596356,6.120731805952631
6179,6751876,4826,80,30.74,0.53,3.903,0.041,1.2486391067504885,0.05,1.4877038631637263,3.683587317572767,6.120547424203155
8901,8250333,4750,80,52.48,0.49,5.417999999999998,0.013,1.3471784591674805,0.05,1.7199938263676038,3.6766936096248664,6.120028653491495
6940,7177686,4770,141,56.08,0.56,5.957999999999998,0.014,1.3277044296264648,0.05,1.7488080049586021,3.678518379040114,6.1200093164519345
14739,11498101,4891,100,37.47,0.8,4.125,0.05,1.2938852310180664,0.05,1.5736836930937979,3.6893976628212823,6.119001547411809
5245,6185855,4763,135,53.31,0.5,5.614,0.014,1.3493423461914062,0.05,1.726808682524964,3.6778805815115905,6.118392419742611
5591,6368800,4825,80,50.97,1.16,5.099,0.014,1.2506122589111328,0.05,1.707314633588708,3.6834973176798114,6.11815097586465
3231,5021425,4785,100,33.45,0.56,4.019,0.14800000000000002,1.3556995391845703,0.05,1.524396122103842,3.6798819421128623,6.117509621181602
3150,4990198,4769,166,33.63,1.54,3.847,0.042,1.2629451751708984,0.05,1.5267268673146357,3.6784273224338673,6.116395417452836
7094,7267593,4861,100,47.54,1.05,5.088,0.017,1.318765640258789,0.05,1.6770591773921615,3.686725621074542,6.11627459469398
8976,8296548,4896,80,43.39,1.19,4.599,0.018000000000000002,1.2137336730957031,0.05,1.637389650129212,3.6898414091375047,6.1153238509090295
1172,3530942,4789,80,56.0,0.61,5.7,0.012,1.3373794555664062,0.05,1.7481880270062005,3.6802448370426077,6.115241143417356
5930,6591027,4809,100,55.07,0.77,5.43,0.01,1.3381891250610352,0.05,1.7409150764812824,3.6820547770738075,6.114516458192077
1012,3348134,4853,80,34.97,1.08,4.167,0.054000000000000006,1.3164205551147459,0.05,1.5436956323092448,3.6860102913152857,6.114294569468554
1044,3429738,4818,100,56.55,0.55,5.8870000000000005,0.017,1.2678594589233398,0.05,1.752432609261474,3.6828667956623247,6.112113784106227
573,2835720,4813,100,59.73,0.49,5.98,0.017,1.3245687484741209,0.05,1.776192514747072,3.6824158616773586,6.1103333965324484
9366,8495626,4719,80,50.76,0.33,5.1,0.017,1.3582305908203125,0.05,1.7055216134226672,3.6738499773429494,6.108008249265734
3266,5025472,4749,100,38.52,1.84,4.441,0.056,1.3843221664428709,0.05,1.585686278452497,3.6766021695820186,6.107744235710803
12061,10005429,4747,80,41.27,0.82,4.297,0.028,1.2838735580444336,0.05,1.615634468877416,3.67641923171836,6.106120845514996
13481,10790301,4758,100,30.67,0.44,3.805,0.014,1.3102474212646484,0.05,1.4867137759824856,3.6774244377012475,6.105166559736908
4818,5876919,4699,100,50.01,0.73,4.802,0.013,1.3820428848266602,0.05,1.6990568545476676,3.672005445022952,6.1049439724611165
1217,3544887,4882,80,31.57,0.87,3.841,0.044,1.251483917236328,0.05,1.4992745818922173,3.6885977750811696,6.104473519108466
7043,7213509,4856,151,32.92,0.53,4.106,0.041,1.3131465911865234,0.05,1.5174598265402321,3.686278678067201,6.104461549473898
8618,8113429,4837,142,48.51,0.67,4.886,0.011,1.3443746566772459,0.05,1.6858312746260635,3.6845760873884554,6.104198602055427
5177,6126632,4696,100,39.94,1.0,4.182,0.03,1.375288009643555,0.05,1.6014080605346837,3.671728088239558,6.1035347186623765
5778,6505025,4853,100,34.39,0.87,4.177,0.025,1.3162679672241209,0.05,1.5364321758220134,3.6860102913152857,6.101825297317
10069,8950757,4887,80,50.11,2.07,4.933,0.07400000000000001,1.2848243713378906,0.05,1.6999244027424767,3.689042339028172,6.09956278062541
6432,6864995,4860,80,40.28,1.06,4.546,0.026,1.2124080657958984,0.05,1.6050894618815805,3.6866362692622934,6.099297740747745
8823,8213032,4905,140,54.18,0.56,5.466,0.011,1.247335433959961,0.05,1.7338390006971494,3.6906390117159673,6.098985801825737
5675,6438046,4905,140,31.47,0.64,3.037,0.022,1.2325201034545898,0.05,1.4978967429132202,3.6906390117159673,6.098610142983198
7869,7732836,4837,80,35.73,0.74,4.302,0.055,1.2105684280395508,0.05,1.55303301620244,3.6845760873884554,6.097432133993503
11073,9535000,4830,80,35.14,0.97,4.118,0.042,1.3309507369995115,0.05,1.5458017571592761,3.683947130751512,6.097298940128434
5619,6385325,4871,80,53.46,0.69,5.067,0.03,1.2829742431640625,0.05,1.7280289544205183,3.68761812957177,6.097218865729339
15015,11654184,4706,100,32.39,0.89,4.042,0.032,1.3684473037719729,0.05,1.5104109480101768,3.6726519228400023,6.0971891780697876
3436,5121605,4693,80,33.7,0.67,4.089,0.053,1.376443862915039,0.05,1.5276299008713388,3.6714505542124947,6.097084800903539
10359,9139970,4808,80,32.23,0.58,4.0939999999999985,0.048,1.233663558959961,0.05,1.5082603055123345,3.681964458994683,6.096783970428181
16075,12783669,4837,143,52.0,0.47,5.607,0.013,1.3334407806396484,0.05,1.7160033436347992,3.6845760873884554,6.096405481335268
7600,7591311,4734,100,36.52,0.45,3.662,0.015,1.3896150588989258,0.05,1.5625307688622614,3.675228253593064,6.096249652864442
8938,8280417,4932,151,34.12,0.72,4.184,0.038,1.1940221786499023,0.05,1.5330090224954853,3.693023067923694,6.095133777194044
6824,7103666,4907,100,36.55,0.48,4.202,0.033,1.2719573974609375,0.05,1.5628873812938793,3.6908160579809155,6.095123670335944
6452,6869093,4836,80,31.49,0.68,4.104,0.032,1.3132867813110352,0.05,1.498172660636544,3.6844862921887342,6.094848406927021
4814,5872236,4828,80,32.0,0.73,4.04,0.15,1.2207880020141602,0.05,1.505149978319906,3.6837672614253116,6.094456353781993
749,3110846,4820,80,31.5,0.64,4.065,0.032,1.3173093795776367,0.05,1.4983105537896004,3.6830470382388496,6.0933475044972125
1455,3755923,4875,141,42.91,1.08,4.5680000000000005,0.051,1.3213949203491209,0.05,1.6325585145326718,3.687974620034556,6.093293802583472
15706,12153488,4857,80,30.78,0.86,3.943,0.039,1.2275991439819336,0.05,1.4882686154954599,3.6863681034730362,6.0923619253988575
15687,12120230,4916,100,50.27,0.71,5.294,0.011,1.2280330657958984,0.05,1.7013088852280753,3.6916118742144164,6.092126305536513
4246,5545340,4810,80,41.57,0.63,4.463,0.05,1.2363777160644531,0.05,1.6187800245062147,3.682145076373832,6.091654845782392
534,2714090,4859,80,52.7,0.66,5.095,0.015,1.299835205078125,0.05,1.7218106152125465,3.686546899063006,6.09048196970209
11202,9601661,4768,80,32.96,0.5,4.016,0.036000000000000004,1.3629674911499023,0.05,1.5179872030250783,3.67833624673218,6.0901525380397
10298,9087870,4693,80,33.34,0.54,3.996,0.039,1.340436935424805,0.05,1.5229655954919865,3.6714505542124947,6.0867405062023225
12087,10016093,4743,100,31.08,0.44,3.793,0.014,1.3441057205200195,0.05,1.4924810101288766,3.6760531246518715,6.085909806160902
6352,6841322,4811,100,31.01,0.58,3.659,0.011,1.3132791519165041,0.05,1.4915017662373264,3.6822353569025643,6.085269960241521
12497,10220865,4892,80,31.23,0.64,4.004,0.048,1.2365560531616209,0.05,1.4945719842301985,3.689486448364248,6.0851469075370535
7098,7269400,4946,100,34.03,1.94,3.585,0.051,1.2172060012817385,0.05,1.5318619490958094,3.6942541120252783,6.0845565359010045
15778,12206050,4748,80,42.63,0.5,4.725,0.015,1.2833480834960938,0.05,1.6297153326471323,3.6765107102825536,6.084286581795136
9094,8361996,4802,80,30.52,0.58,3.958,0.099,1.297468185424805,0.05,1.4845845292828428,3.6814221557210085,6.08406453110365
517,2710171,4718,80,31.77,0.65,3.868,0.086,1.3605613708496094,0.05,1.5020172148271473,3.6737579365495767,6.0823255912417995
