,ID,teff,teff_err,numax,numax_err,dnu,dnu_err,bp_rp,bp_rp_err,lg_numax,lg_teff,rank
3426,5113644,4738,100,36.04,0.6,4.266,0.021,1.3794374465942385,0.05,1.5567847823070253,3.6755950563867463,6.314151817994714
15025,11657684,4840,96,34.5,0.5,4.095,0.056,1.2155332565307615,0.05,1.5378190950732742,3.6848453616444123,6.313850618804392
6388,6852570,4740,100,35.59,0.74,4.002,0.012,1.293269157409668,0.05,1.551327988003846,3.6757783416740852,6.31356261391335
10995,9491316,4877,80,52.31,1.23,5.251,0.018000000000000002,1.2489089965820312,0.05,1.718584720027436,3.6881527555915663,6.313072167131218
3413,5112467,4785,100,45.7,0.59,4.703,0.044,1.3748226165771484,0.05,1.6599162000698502,3.6798819421128623,6.312070733957257
12637,10286749,4709,80,33.13,1.33,3.996,0.032,1.3348112106323242,0.05,1.5202214358819601,3.6729286904427223,6.312065741475102
15781,12206828,4713,80,33.31,0.58,4.0,0.028,1.3206253051757812,0.05,1.5225746326911769,3.6732974397596356,6.310618893277473
11602,9783226,4783,100,53.0,0.35,5.3210000000000015,0.012,1.2816295623779297,0.05,1.7242758696007892,3.679700380871964,6.309096935544551
11585,9777885,4766,80,35.52,0.52,4.025,0.017,1.3626737594604492,0.05,1.5504729571065634,3.678154038010437,6.308296645049582
6088,6681414,4745,100,40.42,0.64,4.612,0.013,1.3154792785644531,0.05,1.6065963091792852,3.6762362167633116,6.307999704620163
9541,8604489,4820,100,36.11,0.46,3.918,0.018000000000000002,1.2290706634521484,0.05,1.5576274884268266,3.6830470382388496,6.307545634891372
10288,9086060,4896,80,47.03,0.76,4.711,0.041,1.2788963317871094,0.05,1.6723749787460795,3.6898414091375047,6.306710323143132
429,2557942,4809,80,31.29,0.77,4.03,0.064,1.2834148406982422,0.05,1.4954055631461933,3.6820547770738075,6.30664562484259
727,3101090,4747,100,31.89,0.74,3.913,0.037000000000000005,1.3026647567749023,0.05,1.5036545192429593,3.67641923171836,6.306175771721943
3411,5112401,4720,100,36.51,0.62,4.057,0.033,1.3841142654418943,0.05,1.5624118329497274,3.6739419986340875,6.305550002080584
11257,9641772,4886,100,35.07,0.73,4.075,0.073,1.2769794464111328,0.05,1.5449357658815026,3.688953462637418,6.305143431744625
12654,10290535,4822,80,31.52,0.5,4.072,0.096,1.252471923828125,0.05,1.4985862088175177,3.683227206041435,6.304602143180093
11885,9907856,4855,80,31.62,0.31,3.923,0.207,1.2599267959594729,0.05,1.4999618655961902,3.686189234244024,6.303022764950833
15685,12119979,4845,80,47.45,1.39,4.847,0.057,1.2384176254272459,0.05,1.6762362167633116,3.6852937813867843,6.302605980129269
15424,11954278,4740,100,35.19,0.79,4.187,0.053,1.2918844223022459,0.05,1.5464192668351917,3.6757783416740852,6.302136909077205
14144,11140831,4909,80,32.67,0.47,4.123,0.032,1.2062215805053709,0.05,1.5141491344754374,3.6909930320998696,6.3021306995759
2619,4645455,4896,80,36.7,0.83,4.1160000000000005,0.032,1.269479751586914,0.05,1.5646660642520893,3.6898414091375047,6.301772630936475
11804,9887488,4839,100,31.92,0.95,4.089,0.026,1.3002662658691406,0.05,1.504062882678692,3.684755622108624,6.301314603956547
4420,5640843,4809,80,31.4,0.55,3.973,0.023,1.2999553680419922,0.05,1.4969296480732148,3.6820547770738075,6.300887885587866
4542,5709182,4841,100,32.16,0.62,4.127,0.023,1.3024845123291016,0.05,1.5073160400764136,3.6849350826408895,6.300515653368639
6988,7192311,4701,100,34.01,0.55,3.981,0.031,1.3545780181884766,0.05,1.5316066319327222,3.6721902511882525,6.300237213716928
3860,5371125,4751,100,48.29,0.54,4.882,0.013,1.3875885009765625,0.05,1.6838572054003464,3.6767850304192056,6.299874843080836
11399,9705636,4794,100,34.16,0.5,4.003,0.043,1.3441343307495115,0.05,1.5335178620169674,3.680698029697635,6.299364329198432
9675,8669389,4894,100,31.91,0.48,3.951,0.044,1.2110214233398438,0.05,1.5039268041935103,3.6896639650157703,6.297691478985407
4222,5536129,4837,100,37.07,0.68,4.305,0.044,1.3214139938354492,0.05,1.5690225860295637,3.6845760873884554,6.297142807332177
2268,4357662,4750,80,47.59,1.06,4.887,0.011,1.3139572143554688,0.05,1.6775157047987574,3.6766936096248664,6.296580944154403
4723,5794496,4821,100,34.22,0.5,4.1530000000000005,0.025,1.3232688903808594,0.05,1.5342800052050816,3.683137131483007,6.296445475660458
12254,10090916,4728,80,39.28,2.47,4.309,0.038,1.381704330444336,0.05,1.594171479114912,3.674677467873199,6.29644541172085
12085,10015663,4898,80,40.29,0.59,4.509,0.044,1.2832670211791992,0.05,1.6051972673883779,3.6900187807886953,6.2962636732215485
2334,4383402,4831,100,45.93,0.65,4.619,0.032,1.341840744018555,0.05,1.6620964454179235,3.6840370374865197,6.295597444062576
7756,7668613,4911,138,38.67,0.52,4.309,0.011,1.2112107276916504,0.05,1.5873741720730654,3.691169934131604,6.295388591112137
382,2443573,4716,80,45.65,0.56,4.6560000000000015,0.01,1.3490142822265625,0.05,1.6594407818703176,3.6735737964230517,6.294847183245044
3705,5286794,4719,100,36.77,0.52,4.273,0.041,1.3845052719116209,0.05,1.5654936298688624,3.6738499773429494,6.294831713426936
7121,7281777,4711,80,37.09,0.58,4.291,0.022,1.3419351577758791,0.05,1.56925683332861,3.673113104238234,6.294305827577575
11447,9717040,4803,168,31.88,0.75,3.839,0.187,1.2636651992797852,0.05,1.5035183127240748,3.681512586638962,6.294291476908513
12370,10154247,4771,80,31.75,0.7,3.912,0.028,1.2897968292236328,0.05,1.5017437296279945,3.6786094165589263,6.294287166670942
14161,11146260,4710,80,44.03,0.99,4.6080000000000005,0.012,1.354631423950195,0.05,1.6437486854595258,3.673020907128896,6.293724379846988
13419,10743195,4778,80,52.75,0.85,5.2970000000000015,0.014,1.3403568267822266,0.05,1.7222224639697303,3.679246145413859,6.291826374112515
5036,6037811,4907,80,41.4,1.0,4.546,0.03,1.2249631881713867,0.05,1.6170003411208989,3.6908160579809155,6.291704175275929
1984,4078485,4889,80,37.16,0.48,4.209,0.017,1.281423568725586,0.05,1.5700757053216041,3.6892200372638357,6.291013322706785
9943,8827646,4842,100,33.75,0.59,4.0710000000000015,0.019,1.3112449645996094,0.05,1.5282737771670438,3.685024785105714,6.290967261124399
936,3323943,4835,100,32.92,0.71,4.053,0.027000000000000003,1.3112239837646484,0.05,1.5174598265402321,3.6843964784190204,6.290762133701261
13057,10529640,4801,80,45.86,1.19,4.487,0.042,1.2607707977294922,0.05,1.66143405039392,3.681331705969166,6.290620593936239
10504,9219958,4742,80,35.97,0.35,4.0280000000000005,0.016,1.2909927368164062,0.05,1.555940437818511,3.675961549642169,6.289884318325447
1637,3867193,4775,100,46.49,0.64,4.912,0.014,1.3801937103271484,0.05,1.667359546183087,3.678973375919765,6.288996207694852
3181,5005217,4738,80,41.2,0.92,4.3610000000000015,0.027000000000000003,1.326799392700195,0.05,1.6148972160331345,3.6755950563867463,6.288921066927062
4327,5602690,4767,100,31.25,0.32,3.861,0.012,1.3115482330322266,0.05,1.494850021680094,3.678245151927042,6.288839388084619
13742,10932891,4918,80,34.97,1.08,4.207,0.044,1.235795974731445,0.05,1.5436956323092448,3.6917885244026984,6.288709942410706
9222,8417711,4862,80,38.1,1.04,4.338,0.06,1.2132244110107422,0.05,1.5809249756756194,3.6868149545073168,6.288255912689648
4573,5726892,4740,80,47.46,0.88,4.68,0.022,1.3912639617919922,0.05,1.6763277338813203,3.6757783416740852,6.288207068204146
15728,12158327,4710,80,34.3,0.62,4.164,0.027000000000000003,1.3205327987670898,0.05,1.5352941200427705,3.673020907128896,6.287612715391836
13254,10657932,4907,80,32.57,0.93,4.1530000000000005,0.039,1.2054758071899414,0.05,1.5128177585648732,3.6908160579809155,6.287525136000748
3351,5097873,4901,80,37.19,0.54,4.306,0.037000000000000005,1.26458740234375,0.05,1.5704261783589726,3.6902847025126295,6.286890875444158
11570,9775952,4809,168,58.4,1.02,6.073,0.031,1.3146333694458008,0.05,1.7664128471123994,3.6820547770738075,6.286434379850903
2813,4758467,4838,100,41.2,0.72,4.473,0.021,1.3311901092529297,0.05,1.6148972160331345,3.684665864025861,6.286371044724277
15979,12459622,4737,135,47.87,0.5,4.945,0.013,1.334956169128418,0.05,1.6800634274819486,3.6755033847279566,6.283902110488957
5696,6444746,4863,100,33.38,0.51,4.147,0.024,1.2975168228149414,0.05,1.523486332343228,3.6869042695681773,6.283755095361645
11461,9723501,4830,80,33.52,0.78,3.928,0.065,1.3165931701660156,0.05,1.525304009958239,3.683947130751512,6.27969840119682
9249,8426743,4901,80,41.78,0.71,4.475,0.025,1.2218618392944336,0.05,1.6209684356442897,3.6902847025126295,6.2794696819469245
4698,5791135,4774,100,44.39,1.11,4.341,0.034,1.3806209564208984,0.05,1.6472851450253667,3.6788824146707357,6.27926820420895
10059,8947422,4720,80,36.18,0.62,4.047,0.026,1.3853387832641602,0.05,1.5584685625237948,3.6739419986340875,6.278514512439322
13961,11042262,4761,80,33.32,0.73,3.864,0.134,1.3588113784790041,0.05,1.52270499273475,3.6776981814745104,6.278503785908967
7477,7512378,4715,100,32.27,1.03,3.906,0.035,1.3307561874389648,0.05,1.5087989654039051,3.6734816970733473,6.27841490359832
5534,6356038,4884,80,38.48,0.9,4.136,0.033,1.2094688415527344,0.05,1.5852350633657752,3.688775655272845,6.277676224193215
10613,9285761,4803,80,53.23,0.47,5.478,0.017,1.274148941040039,0.05,1.7261564661727549,3.681512586638962,6.27763999411068
9066,8350443,4858,100,31.56,0.79,3.959,0.04,1.2214555740356443,0.05,1.4991369945373827,3.6864575104691117,6.277628642449476
15286,11821439,4854,100,48.32,0.52,4.787,0.013,1.310342788696289,0.05,1.6841269256130753,3.686099771995916,6.277053349921824
8520,8081636,4804,100,38.06,0.53,4.372,0.017,1.2420663833618164,0.05,1.5804687839510017,3.6816029987308685,6.276801204492132
2011,4143334,4911,141,34.55,0.85,4.137,0.05,1.2443904876708984,0.05,1.5384480517102173,3.691169934131604,6.276597995494288
8625,8115904,4827,140,42.47,0.7,4.253,0.406,1.3414678573608398,0.05,1.6280822609906793,3.683677298818692,6.275981971000836
9474,8558629,4810,80,34.06,0.73,4.124,0.03,1.3322076797485352,0.05,1.5322446436265822,3.682145076373832,6.275595685082143
9177,8390838,4891,142,52.05,0.91,5.1370000000000005,0.017,1.2464466094970703,0.05,1.716420733846555,3.6893976628212823,6.275424427485972
5218,6140947,4899,80,46.86,0.87,4.757,0.05,1.2788314819335938,0.05,1.670802284260944,3.6901074394563307,6.275327994820436
14101,11129442,4721,100,37.47,0.95,4.301,0.015,1.3847856521606443,0.05,1.5736836930937979,3.674034000431255,6.274569230795886
9827,8754075,4837,139,31.98,0.5,3.4160000000000004,0.012,1.304605484008789,0.05,1.5048784594102158,3.6845760873884554,6.274563205288863
7167,7294715,4839,80,44.26,0.58,4.662,0.049,1.3351564407348633,0.05,1.646011409591239,3.684755622108624,6.274066586305096
10091,8957543,4708,100,37.15,1.05,4.01,0.036000000000000004,1.383502960205078,0.05,1.569958818096594,3.672836454171397,6.27341921222493
6628,6963897,4830,80,31.64,0.55,4.112,0.038,1.2364425659179688,0.05,1.500236474825639,3.683947130751512,6.2728088407676035
1032,3425675,4863,100,32.23,0.61,4.081,0.055,1.283224105834961,0.05,1.5082603055123345,3.6869042695681773,6.272614278084172
9268,8432239,4722,80,51.05,0.62,4.954,0.011,1.3720216751098633,0.05,1.707995746422929,3.674125982742708,6.272606086464769
12389,10157808,4799,80,31.19,0.52,3.88,0.023,1.289799690246582,0.05,1.4940153747571436,3.681150749932421,6.271531414871886
5125,6106895,4777,100,31.24,0.32,3.876,0.04,1.3026580810546875,0.05,1.4947110252052627,3.679155241283354,6.271406061466463
2318,4376967,4743,166,42.83,4.07,4.819,0.487,1.320343017578125,0.05,1.6317480743965693,3.6760531246518715,6.271294014413704
15965,12455117,4740,80,32.09,0.72,3.923,0.027000000000000003,1.3016252517700195,0.05,1.5063697170955042,3.6757783416740852,6.270893005707334
10427,9163785,4772,100,47.53,0.69,4.7410000000000005,0.017,1.2793292999267578,0.05,1.6769678142947586,3.678700434998304,6.270825300655272
13610,10866694,4738,100,31.82,0.93,3.915,0.024,1.3460302352905271,0.05,1.5027001753105629,3.6755950563867463,6.270435414410379
897,3238859,4873,80,52.14,0.9,5.095,0.017,1.2714700698852541,0.05,1.7171710268323102,3.6877964113812944,6.269494786919475
12985,10482750,4792,100,35.12,0.83,4.0280000000000005,0.037000000000000005,1.3506975173950195,0.05,1.5455545072340648,3.680516809381255,6.269491526529613
4789,5859492,4748,100,35.8,0.55,4.039,0.037000000000000005,1.3764467239379885,0.05,1.5538830266438743,3.6765107102825536,6.2693121084889905
4567,5722826,4804,80,39.88,0.65,4.52,0.04,1.3527555465698242,0.05,1.6007551496396182,3.6816029987308685,6.268418743695721
2935,4843143,4710,100,32.59,0.71,3.959,0.023,1.339303970336914,0.05,1.5130843604651443,3.673020907128896,6.267109311191343
14831,11554144,4769,80,44.34,0.4,5.018,0.014,1.2740478515625,0.05,1.6467956887784694,3.6784273224338673,6.266595256081833
12325,10136291,4830,100,34.25,0.49,4.086,0.011,1.3197946548461914,0.05,1.5346605758284444,3.683947130751512,6.265855514912761
9439,8545067,4806,100,45.7,0.5,4.78,0.014,1.2565488815307615,0.05,1.6599162000698502,3.6817837664678814,6.265504918317961
9212,8414512,4836,100,33.29,1.01,4.097,0.03,1.3138904571533203,0.05,1.5223137951566674,3.6844862921887342,6.265304521048375
6089,6681465,4749,80,33.82,0.59,4.157,0.025,1.2839803695678709,0.05,1.529173603261723,3.6766021695820186,6.26349495007407
1860,4044238,4702,164,34.55,0.75,4.009,0.075,1.3374381065368652,0.05,1.5384480517102173,3.6722826247889206,6.262075636183417
11017,9515026,4915,100,40.41,0.4,4.587,0.014,1.228374481201172,0.05,1.606488850442648,3.6915235221681546,6.262069026096622
10078,8955683,4912,80,48.57,1.8,4.759,0.036000000000000004,1.2400541305541992,0.05,1.6863681034730362,3.691258358133111,6.261676985043229
6406,6859685,4911,140,36.44,0.66,4.23,0.039,1.2491769790649414,0.05,1.5615783683009605,3.691169934131604,6.2606669694919175
6523,6934127,4765,80,36.76,0.68,4.268,0.045,1.2722692489624023,0.05,1.5653755027140737,3.6780629049743454,6.260594853497684
10859,9409463,4860,80,31.85,0.49,3.966,0.029,1.276998519897461,0.05,1.5031094366713693,3.6866362692622934,6.260350298463108
1530,3838075,4694,100,36.24,0.65,4.195,0.032,1.3647613525390625,0.05,1.5591881890047754,3.6715430852625737,6.259787077728483
9357,8493827,4749,80,33.29,0.65,4.024,0.103,1.2854166030883791,0.05,1.5223137951566674,3.6766021695820186,6.2592799184221795
3353,5098145,4734,80,34.81,0.68,4.059,0.031,1.3819265365600586,0.05,1.5417040232842885,3.675228253593064,6.258288831562753
4903,5943448,4767,100,37.22,0.45,4.353,0.025,1.3666954040527344,0.05,1.5707763687947482,3.678245151927042,6.257675308096596
10865,9411927,4906,140,46.56,0.74,4.784,0.024,1.228726863861084,0.05,1.6680129716418322,3.690727543870367,6.257621492620963
3992,5440488,4742,80,43.93,0.56,4.537,0.01,1.3206396102905271,0.05,1.6427612032653205,3.675961549642169,6.256864068443631
9897,8813509,4790,80,44.65,0.94,4.58,0.017,1.2618513107299805,0.05,1.6498214632245651,3.680335513414563,6.255432352480404
12532,10252281,4805,80,32.98,0.64,4.0939999999999985,0.053,1.241985321044922,0.05,1.5182506513085,3.681693392004564,6.254668242025965
4371,5620596,4916,80,40.39,0.81,4.378,0.014,1.221653938293457,0.05,1.6062738531699883,3.6916118742144164,6.252564591718268
7800,7685260,4814,141,38.22,0.98,4.285,0.024,1.340658187866211,0.05,1.582290682718994,3.682506085939011,6.25213330220329
13108,10552527,4705,80,48.27,0.57,4.998,0.011,1.3688716888427734,0.05,1.6836772988186919,3.6725596277632757,6.25166765382515
3744,5304515,4842,80,37.01,1.33,4.173,0.076,1.3208675384521484,0.05,1.5683190850951116,3.685024785105714,6.250581438083286
5862,6528942,4917,80,39.68,0.79,4.442,0.024,1.2275533676147459,0.05,1.598571663482141,3.6917002082901615,6.250516289255883
14194,11176016,4854,136,31.23,0.67,3.972,0.034,1.2407965660095217,0.05,1.4945719842301985,3.686099771995916,6.248412535422236
2053,4164910,4864,100,38.56,0.75,4.377,0.031,1.3151473999023438,0.05,1.5861370252307931,3.6869935662646784,6.248109075928537
10582,9274288,4856,80,40.07,1.24,4.2780000000000005,0.025,1.2186803817749023,0.05,1.6028193424326997,3.686278678067201,6.247569767915346
15091,11702195,4892,100,52.48,0.53,5.627999999999999,0.016,1.2484140396118164,0.05,1.7199938263676038,3.689486448364248,6.2475437230723845
3702,5285357,4722,100,32.37,0.68,4.023,0.026,1.3592567443847656,0.05,1.510142699402573,3.674125982742708,6.247528365697745
6973,7188818,4766,100,31.18,0.72,4.01,0.062,1.3046903610229492,0.05,1.493876110852823,3.678154038010437,6.247069913439034
4790,5860093,4883,100,50.53,0.37,5.551,0.011,1.275735855102539,0.05,1.7035492982382305,3.6886867242841235,6.246739862945108
7639,7601617,4782,80,42.17,0.36,4.675,0.018000000000000002,1.2618227005004885,0.05,1.6250036010148634,3.679609571779756,6.246707423817678
13862,10990243,4822,80,32.83,0.78,3.943,0.023,1.3188791275024414,0.05,1.51627088272934,3.683227206041435,6.245186975971457
10576,9273073,4810,80,39.21,1.11,4.3580000000000005,0.025,1.2381792068481443,0.05,1.5933968423002067,3.682145076373832,6.244484958148572
10199,9025216,4878,80,31.45,0.46,4.137,0.034,1.2145347595214844,0.05,1.4976206497812878,3.688241795977712,6.2444423931299715
11596,9780183,4793,100,31.32,0.62,3.782,0.032,1.3118810653686523,0.05,1.4958217533859057,3.680607428991788,6.244394836569557
4884,5936874,4852,143,33.47,0.88,3.884,0.18,1.3083276748657229,0.05,1.524655712357777,3.685920792194535,6.244040021967111
3557,5200629,4785,100,50.05,1.24,4.5360000000000005,0.29600000000000004,1.3672637939453125,0.05,1.6994040818153373,3.6798819421128623,6.243926730638681
14007,11074543,4798,100,57.03,0.52,6.02,0.016,1.2806329727172852,0.05,1.7561033715851055,3.6810602436318116,6.243784943205895
10552,9265513,4883,100,48.53,0.44,5.341,0.012,1.2291746139526367,0.05,1.6860102913152855,3.6886867242841235,6.243353266560566
7621,7595572,4895,100,50.71,1.01,4.895,0.032,1.2338800430297852,0.05,1.7050936105478731,3.6897526961391565,6.243137857597022
14182,11152894,4846,80,32.16,0.44,4.104,0.031,1.3053665161132812,0.05,1.5073160400764136,3.6853834098014873,6.240177466504557
13796,10966458,4779,100,32.63,0.59,4.007,0.018000000000000002,1.2690305709838867,0.05,1.513617073787875,3.6793370305207937,6.240004394781143
5564,6363338,4915,100,40.16,0.72,4.476,0.019,1.2460927963256836,0.05,1.603793704136963,3.6915235221681546,6.239452922521312
14312,11236536,4746,100,43.76,0.53,4.588,0.014,1.3125019073486328,0.05,1.6410773133253742,3.6763277338813203,6.239439957155653
1692,3943270,4798,142,50.17,0.42,5.405,0.012,1.359309196472168,0.05,1.7004441010277516,3.6810602436318116,6.239250445598687
6296,6783485,4703,80,33.24,0.68,4.114,0.028,1.3653450012207031,0.05,1.5216610151120733,3.6723749787460793,6.239206007827108
15023,11657224,4839,169,34.68,3.56,4.121,0.21600000000000005,1.21319580078125,0.05,1.5400790888041727,3.684755622108624,6.239077905757358
6102,6689726,4797,100,31.19,0.35,3.998,0.064,1.3058719635009766,0.05,1.4940153747571436,3.680969718465897,6.238790023885805
2584,4585508,4709,80,34.11,0.67,3.845,0.022,1.3815155029296875,0.05,1.5328817194073971,3.6729286904427223,6.238529355285647
1366,3661266,4713,80,43.65,0.46,4.613,0.025,1.3843355178833008,0.05,1.6399842480415885,3.6732974397596356,6.238296412296019
7385,7445698,4729,80,40.43,0.53,4.152,0.011,1.3307924270629885,0.05,1.6067037413336742,3.674769314015426,6.237282770090252
3274,5031925,4718,80,50.29,0.6,5.16,0.012,1.3884906768798828,0.05,1.701481635620927,3.6737579365495767,6.236427347008852
13483,10790415,4911,146,38.12,0.96,4.274,0.026,1.252516269683838,0.05,1.5811528919662887,3.691169934131604,6.236206130173885
5300,6208344,4848,100,48.36,0.58,4.908,0.028,1.3215789794921875,0.05,1.6844862921887342,3.68556261115823,6.235641360039138
2560,4574601,4779,152,37.79,0.63,4.248,0.042,1.3628511428833008,0.05,1.5773768919170146,3.6793370305207937,6.235060440915387
11431,9713083,4917,100,41.31,1.01,4.5139999999999985,0.02,1.2210636138916016,0.05,1.6160551949765862,3.6917002082901615,6.234882009532836
962,3337581,4818,80,46.08,0.73,4.702,0.032,1.357465744018555,0.05,1.6635124704151556,3.6828667956623247,6.2348278276380125
14738,11498043,4929,100,33.04,0.33,4.134,0.019,1.2175426483154297,0.05,1.5190400386483447,3.692758818154724,6.234720096806377
6964,7187850,4747,100,42.25,0.82,4.7330000000000005,0.017,1.3054933547973633,0.05,1.6258267132857112,3.67641923171836,6.230261734510251
10203,9025447,4720,80,31.91,0.51,3.859,0.032,1.3444337844848633,0.05,1.5039268041935103,3.6739419986340875,6.229300864696278
12959,10471148,4851,80,54.81,1.02,5.145,0.026,1.269251823425293,0.05,1.7388598020722001,3.6858312746260635,6.2280706577023315
4517,5703348,4835,80,36.38,0.48,4.315,0.05,1.2170562744140625,0.05,1.5608626947274649,3.6843964784190204,6.226774223253814
1263,3558848,4833,80,53.74,0.67,5.159,0.028,1.263127326965332,0.05,1.7302976620971497,3.6842167951388807,6.226409148010657
4219,5535333,4718,80,31.8,0.65,3.969,0.023,1.333526611328125,0.05,1.5024271199844328,3.6737579365495767,6.2263216756169
3233,5021453,4745,100,31.78,0.91,4.03,0.08900000000000001,1.3485612869262695,0.05,1.5021538928713607,3.6762362167633116,6.2262205709050065
7474,7511123,4897,100,32.34,0.41,4.103,0.039,1.2428464889526367,0.05,1.5097400155703824,3.689930104018218,6.225400923440456
5037,6037858,4801,80,44.04,1.03,4.593,0.021,1.2535133361816406,0.05,1.6438473102997142,3.681331705969166,6.224528802917618
15250,11805460,4734,100,37.62,0.52,4.246,0.045,1.3003482818603516,0.05,1.57541879121436,3.675228253593064,6.22370321613009
3263,5024967,4749,100,45.6,1.1,4.7330000000000005,0.023,1.391103744506836,0.05,1.658964842664435,3.6766021695820186,6.222722614650837
13168,10602976,4918,100,35.71,0.51,4.237,0.03,1.241703987121582,0.05,1.552789850192782,3.6917885244026984,6.222600141523125
14279,11200680,4913,150,39.5,0.46,4.569,0.011,1.254399299621582,0.05,1.5965970956264601,3.691346764134822,6.221847140648521
11047,9527386,4777,167,35.98,1.15,4.199,0.046,1.259882926940918,0.05,1.5560611590095326,3.679155241283354,6.221694418559963
6551,6945727,4926,80,42.82,0.54,4.599,0.05,1.2351665496826172,0.05,1.6316466629584194,3.6924944075030846,6.220705655818388
12456,10203751,4827,80,37.77,0.51,4.25,0.08,1.2234983444213867,0.05,1.577146984827525,3.683677298818692,6.2196672455731905
14402,11287936,4767,100,51.37,0.53,5.335,0.013,1.2824029922485352,0.05,1.7107095657243372,3.678245151927042,6.219644412655827
11599,9782817,4873,100,52.39,0.51,5.53,0.015,1.2752828598022459,0.05,1.719248398447946,3.6877964113812944,6.218854686876395
5986,6610672,4764,80,30.98,0.38,3.868,0.035,1.3145875930786133,0.05,1.4910814134231871,3.67797175281074,6.218615192709019
5817,6520037,4696,100,33.85,1.01,3.774,0.014,1.3545598983764648,0.05,1.5295586730211632,3.671728088239558,6.218119503596365
13187,10610644,4860,80,31.55,0.54,4.091,0.051,1.2712926864624023,0.05,1.498999363580153,3.6866362692622934,6.217050355280798
9085,8359169,4835,80,54.17,0.97,5.2170000000000005,0.023,1.2637090682983398,0.05,1.7337588355872027,3.6843964784190204,6.21701458504133
13428,10744686,4768,80,31.08,0.89,3.893,0.063,1.3031024932861328,0.05,1.4924810101288766,3.67833624673218,6.216822528396328
14689,11462235,4746,80,46.48,0.45,4.9830000000000005,0.013,1.310699462890625,0.05,1.6672661193822742,3.6763277338813203,6.216766592279156
12779,10358632,4830,100,32.57,0.47,4.119,0.038,1.3156862258911133,0.05,1.5128177585648732,3.683947130751512,6.216485236973327
11728,9843358,4853,100,31.3,0.55,4.037,0.033,1.273066520690918,0.05,1.4955443375464486,3.6860102913152857,6.216150061742794
