,ID,teff,teff_err,numax,numax_err,dnu,dnu_err,bp_rp,bp_rp_err,lg_numax,lg_teff,rank
11669,KIC9824516,5032,80,186.3,1.25,14.094000000000001,0.025,1.1161956787109375,0.05,2.2702128548962426,3.701740632437213,2.909878802488385
8152,KIC7881395,5002,150,32.64,0.74,3.61,0.016,1.3066587448120115,0.05,1.5137501500818236,3.699143687394484,2.9097442587469815
14180,KIC11152823,5099,100,42.71,0.75,4.435,0.016,1.2359323501586914,0.05,1.630529571426824,3.707485011967474,2.909571814635912
14473,KIC11305448,4803,80,26.05,0.88,3.3689999999999998,0.046,1.2315597534179688,0.05,1.4158077276355432,3.681512586638962,2.909465835227184
2972,KIC4852302,4763,100,24.24,0.43,3.4539999999999997,0.079,1.4378366470336914,0.05,1.3845326154942486,3.6778805815115914,2.909232244906345
10468,KIC9205663,4685,80,61.42,0.54,6.154,0.012,1.301640510559082,0.05,1.7883098121070502,3.670709595223797,2.9088498303016794
5187,KIC6128337,4696,80,68.16,0.51,6.539,0.011000000000000001,1.2967538833618164,0.05,1.833529581758644,3.671728088239558,2.9087043959438783
436,KIC2569618,4716,100,56.19,0.82,5.662000000000001,0.011000000000000001,1.5188236236572266,0.05,1.7496590320948997,3.673573796423052,2.908672082021683
11521,KIC9763796,5169,100,145.22,0.85,12.398,0.024,1.143662452697754,0.05,2.1620264324211766,3.7134065321676917,2.9086232969324723
293,KIC2308196,5089,161,71.56,0.64,7.006,0.023,1.3027973175048828,0.05,1.8546703318953357,3.706632450873295,2.9069896893250293
2453,KIC4479806,4510,100,51.99,0.63,5.421,0.016,1.5125913619995115,0.05,1.7159198174335797,3.65417654187796,2.9059298682330064
9595,KIC8618934,4838,80,104.08,0.56,9.463,0.017,1.2361392974853516,0.05,2.0173672835535297,3.684665864025862,2.9058463800306837
3809,KIC5355929,4627,130,43.23,0.59,4.607,0.012,1.4618244171142578,0.05,1.6357852355336515,3.6652994994998966,2.9058282843307737
15192,KIC11764544,4922,148,33.84,0.64,4.0969999999999995,0.027000000000000003,1.3708715438842771,0.05,1.5294303543669858,3.692141609366784,2.904504750259514
1972,KIC4077080,4947,152,94.12,1.39,7.704,0.064,1.3435707092285156,0.05,1.973681918503984,3.6943419103641815,2.9040626935269613
14937,KIC11607216,4592,80,55.37,0.52,5.676,0.011000000000000001,1.4070138931274414,0.05,1.7432745235119331,3.6620018793899174,2.9030311887986278
15204,KIC11769182,4642,100,43.32,0.57,4.604,0.013000000000000001,1.3063602447509766,0.05,1.6366884479532828,3.6667051361198992,2.902838990429624
2248,KIC4351307,4825,168,89.32,1.34,8.615,0.155,1.3676252365112305,0.05,1.9509487143994004,3.6834973176798114,2.902270861000349
14105,KIC11133158,5161,155,90.37,0.8,8.58,0.017,1.2144889831542969,0.05,1.9560242822806773,3.712733859069952,2.9021449414737863
15544,KIC12024640,4952,100,92.13,0.49,8.416,0.013999999999999999,1.3318405151367188,0.05,1.9644010711627315,3.694780636012061,2.901457275834665
10680,KIC9329807,5063,152,32.27,0.3,4.042,0.036000000000000004,1.2713842391967771,0.05,1.5087989654039051,3.7044079273868413,2.9011327933169424
13459,KIC10776256,5012,80,192.33,1.05,13.177999999999999,0.018000000000000002,1.1206588745117188,0.05,2.2840470316033943,3.700011062322112,2.9009360120692667
5928,KIC6590675,4810,100,25.9,0.67,3.4219999999999997,0.027999999999999997,1.4213266372680664,0.05,1.413299764081252,3.6821450763738324,2.9001470973003385
9200,KIC8410437,4643,100,59.54,0.65,6.041,0.013000000000000001,1.3631601333618164,0.05,1.7748088303107061,3.666798683666174,2.900095144392645
4263,KIC5554141,4983,80,100.25,1.57,7.895,0.027999999999999997,1.3315248489379885,0.05,2.00108438129222,3.697490887171057,2.899878053606431
13172,KIC10603861,5013,155,30.11,0.81,3.838,0.057,1.3237247467041016,0.05,1.4787107555127594,3.7000977046130537,2.8992553377270154
11229,KIC9631875,5040,150,167.39,0.97,13.350999999999999,0.018000000000000002,1.245081901550293,0.05,2.223729509364877,3.702430536445525,2.8989647422679097
3929,KIC5393304,4951,80,34.22,0.65,3.55,0.043,1.3583211898803709,0.05,1.5342800052050816,3.694692926331484,2.8971784526329234
10002,KIC8880751,4771,167,59.81,1.04,6.087999999999999,0.016,1.4392204284667969,0.05,1.776773802412107,3.6786094165589263,2.8970208875907986
9723,KIC8686316,5010,159,112.8,0.7,9.775,0.018000000000000002,1.3274106979370115,0.05,2.0523090996473234,3.6998377258672464,2.8967446122292166
12027,KIC9995755,5038,152,33.06,0.93,4.13,0.061,1.2742223739624023,0.05,1.5193028492354288,3.7022581631620937,2.896306524777984
10637,KIC9289827,5013,164,29.36,0.6,4.152,0.045,1.310930252075195,0.05,1.4677560512440329,3.7000977046130537,2.895897204390089
4169,KIC5522844,5103,156,32.56,0.69,4.811,0.071,1.2526626586914062,0.05,1.5126843962171637,3.707825568332232,2.8951022643660185
13155,KIC10597648,4523,100,35.46,0.3,3.944,0.012,1.4615325927734375,0.05,1.5497387312648991,3.6554265877459184,2.894454666308592
8056,KIC7829819,5117,158,36.13,1.28,4.306,0.047,1.273386001586914,0.05,1.5578679615680222,3.709015416972117,2.8938402359163558
241,KIC2168184,5013,80,30.0,0.78,3.7119999999999997,0.07,1.314554214477539,0.05,1.4771212547196624,3.7000977046130537,2.893447771861456
3296,KIC5080332,5233,148,85.72,0.91,6.712999999999999,0.042,1.0827817916870115,0.05,1.9330821623697911,3.7187507347396647,2.8927392542209
15807,KIC12216873,5013,156,29.29,0.81,3.968,0.05,1.3108177185058594,0.05,1.4667193716815987,3.7000977046130537,2.892529344938665
6524,KIC6934780,5100,100,26.28,0.81,3.7230000000000003,0.07400000000000001,1.2023696899414062,0.05,1.4196253608877432,3.707570176097936,2.892353924528674
13340,KIC10684837,5255,100,86.55,1.35,7.066,0.033,1.1217575073242188,0.05,1.9372670722114127,3.7205727203642613,2.8912370529922473
14931,KIC11606423,5053,154,64.69,0.44,6.555,0.016,1.2739171981811523,0.05,1.8108371511404884,3.7035492982382303,2.8911813718514296
13959,KIC11038809,4956,80,251.79,1.63,17.902,0.027000000000000003,1.1811418533325195,0.05,2.401038477832768,3.6951312977040263,2.8910332845120315
8429,KIC8017459,5011,153,35.4,0.79,4.127,0.021,1.2778549194335938,0.05,1.549003262025788,3.699924402742477,2.890870326564206
7663,KIC7611069,4870,80,158.31,0.8,12.687999999999999,0.035,1.2074766159057615,0.05,2.1995083488967864,3.6875289612146345,2.890470059430667
10672,KIC9328774,4911,80,240.75,1.21,16.982,0.06,1.1218366622924805,0.05,2.3815662957965715,3.691169934131603,2.8899432607244133
7486,KIC7515278,5113,178,55.04,0.56,5.9639999999999995,0.018000000000000002,1.201190948486328,0.05,1.7406784252274552,3.708675792726537,2.8899055534152853
15008,KIC11651399,5191,159,117.37,0.7,10.26,0.023,1.2150583267211914,0.05,2.069557104582695,3.7152510288788494,2.889582651978241
4487,KIC5696938,5212,163,109.9,0.9,9.132,0.017,1.202834129333496,0.05,2.0409976924234905,3.7170044070405472,2.888862413199199
1255,KIC3557601,4897,156,31.7,1.27,3.938,0.41200000000000003,1.4327898025512695,0.05,1.5010592622177514,3.6899301040182184,2.8887299490540825
5674,KIC6437547,5136,100,139.41,1.06,10.669,0.023,1.1852540969848633,0.05,2.144293927198531,3.710625015060797,2.8874657089259204
872,KIC3232810,4942,154,33.32,0.94,4.006,0.048,1.3697223663330078,0.05,1.52270499273475,3.693902741066061,2.8847384158908147
7909,KIC7748693,4906,158,34.67,0.77,3.96,0.036000000000000004,1.3702211380004885,0.05,1.5399538416563967,3.690727543870367,2.884507226071364
1580,KIC3852505,4798,167,55.65,1.34,5.699,0.191,1.4227609634399414,0.05,1.7454651686707268,3.681060243631812,2.8842221192556314
8694,KIC8155660,4881,80,25.56,0.49,3.8819999999999997,0.102,1.212873458862305,0.05,1.4075608494863625,3.688508807656521,2.8841118997648976
6508,KIC6923677,4924,80,60.62,0.58,5.537999999999999,0.027000000000000003,1.1464166641235352,0.05,1.7826159320316035,3.692318044259279,2.8835339311918777
14035,KIC11085766,4762,80,84.27,0.49,7.697,0.012,1.2767972946166992,0.05,1.9256729939212405,3.6777893910688615,2.8831654576709593
14641,KIC11444676,5087,80,104.34,1.58,8.124,0.061,1.0767250061035156,0.05,2.018450832386356,3.7064617376313542,2.8830904230434884
12059,KIC10005422,5095,100,27.01,0.58,3.867,0.07200000000000001,1.1942005157470703,0.05,1.4315245841874509,3.7071441883424447,2.8820536936531562
8255,KIC7939195,5084,156,26.97,1.2,3.65,0.13,1.2606649398803709,0.05,1.430880946452891,3.7062055418819706,2.8818059417726607
10902,KIC9451503,5116,150,26.59,0.47,3.873,0.06,1.189899444580078,0.05,1.4247183373315668,3.708930535806617,2.8813561008384467
8787,KIC8181816,4926,155,90.07,0.72,8.276,0.016,1.4380102157592771,0.05,1.9545801627437571,3.692494407503085,2.879668651921933
8308,KIC7957918,4833,80,84.09,0.64,7.527,0.012,1.237823486328125,0.05,1.9247443524799488,3.6842167951388807,2.878615869773508
11637,KIC9790384,4818,80,32.81,0.77,3.9930000000000003,0.107,1.461928367614746,0.05,1.5160062303860478,3.6828667956623247,2.8785434283712634
8588,KIC8105732,4974,150,40.74,0.37,4.4719999999999995,0.013999999999999999,1.3308916091918943,0.05,1.610021024664145,3.696705780933917,2.8781578295977464
3795,KIC5352861,5056,149,164.37,1.68,12.805,0.013999999999999999,1.24560546875,0.05,2.2158225551543724,3.703807065274329,2.8769064346562385
10181,KIC9018828,5008,150,63.33,0.61,6.56,0.02,1.3205013275146484,0.05,1.8016094880273188,3.699664320202373,2.8768551390120845
4618,KIC5767932,5105,155,27.13,0.88,3.761,0.071,1.229879379272461,0.05,1.4334497937615962,3.7079957464229287,2.8767048879397614
7648,KIC7604896,4873,80,102.82,0.82,8.857000000000003,0.018000000000000002,1.2429847717285156,0.05,2.0120775995310147,3.6877964113812944,2.8764491120662323
6264,KIC6777373,5098,157,77.47,0.67,7.572999999999999,0.016,1.2619924545288086,0.05,1.8891335559667242,3.707399831133249,2.8763787594188654
6068,KIC6677400,4937,150,34.95,0.79,4.063,0.017,1.3564672470092771,0.05,1.5434471800817002,3.6934631272195313,2.8751710806960378
1482,KIC3761496,4686,144,30.59,1.47,3.798,0.102,1.5794782638549805,0.05,1.4855794769846786,3.6708022842609442,2.874935580362948
6804,KIC7100768,4869,100,24.64,0.57,3.4019999999999997,0.13,1.2515888214111328,0.05,1.391640703492388,3.6874397745458944,2.8747115229230236
12328,KIC10136807,4847,148,21.95,1.33,2.9189999999999996,0.076,1.3409271240234375,0.05,1.3414345245781398,3.68547301972276,2.873608567639172
13688,KIC10914565,5122,150,27.89,0.42,4.095,0.065,1.2325162887573242,0.05,1.4454485142660498,3.709439574132411,2.8735009228325783
459,KIC2574543,4864,149,37.23,0.4,4.078,0.023,1.4121522903442385,0.05,1.5708930362183922,3.6869935662646784,2.870940344475618
7424,KIC7459180,5004,80,79.91,0.99,6.6320000000000014,0.055,1.360586166381836,0.05,1.9026011306665316,3.6993173010213822,2.8705166087902785
5425,KIC6280636,5070,164,127.01,0.73,10.886,0.022000000000000002,1.2974767684936523,0.05,2.10383791602561,3.7050079593333365,2.8705161438632656
10484,KIC9210548,5273,159,182.21,0.94,14.7,0.033,1.1471481323242188,0.05,2.2605722081234925,3.722057771331464,2.869556111881764
10338,KIC9107144,4818,151,32.76,1.05,3.762,0.195,1.4625787734985352,0.05,1.515343893088381,3.6828667956623247,2.8694164714306365
10642,KIC9290593,5031,152,86.63,0.96,7.916,0.012,1.3060970306396484,0.05,1.9376683143990048,3.701654317325748,2.868958768208896
9801,KIC8743131,5053,155,64.13,0.57,6.522,0.025,1.2583742141723633,0.05,1.807061239917239,3.7035492982382303,2.8686640576193887
10570,KIC9270038,5147,180,135.0,2.35,11.79,0.09,1.1825714111328125,0.05,2.130333768495006,3.71155416825017,2.868467562072296
8575,KIC8099102,4676,80,26.84,0.39,3.444,0.017,1.3134870529174805,0.05,1.4287825114969546,3.6698745024898014,2.867331504147092
2522,KIC4567014,4901,159,34.27,1.21,3.951,0.026000000000000002,1.3880720138549805,0.05,1.5349141044298669,3.6902847025126295,2.8667501345246222
15332,KIC11861857,4576,80,36.45,0.28,4.026,0.022000000000000002,1.3726129531860352,0.05,1.5616975326539937,3.660486015784968,2.8666724500432963
7469,KIC7509923,5021,152,168.3,0.99,13.161,0.035,1.2736358642578125,0.05,2.2260841159758242,3.7007902213743464,2.8660705038844827
2161,KIC4265786,4901,147,130.38,0.8,11.34,0.021,1.3128671646118164,0.05,2.1152109767041685,3.6902847025126295,2.8652023166655427
4788,KIC5858947,5247,100,168.93,0.89,14.533,0.019,1.1105737686157229,0.05,2.2277067820606717,3.719911064198339,2.8643060105040674
10544,KIC9243306,4998,80,51.16,2.05,4.6,0.327,1.3043594360351562,0.05,1.7089305358066162,3.698796251790432,2.864085908463
9807,KIC8747222,4690,80,68.97,0.52,6.865,0.013000000000000001,1.334367752075195,0.05,1.8386602259889413,3.6711728427150834,2.864005786689142
15960,KIC12453645,5098,148,211.95,1.26,16.658,0.048,1.2146692276000977,0.05,2.32623342090424,3.707399831133249,2.86380346745414
14869,KIC11565903,5313,161,99.6,0.81,8.962,0.02,1.1161022186279297,0.05,1.9982593384236984,3.7253398159097366,2.863214526459541
5329,KIC6212570,5026,158,23.91,2.6,3.117,0.048,1.245147705078125,0.05,1.3785795761157749,3.7012224842565566,2.8619954972528787
1367,KIC3661458,4865,159,30.75,1.66,3.9939999999999998,0.091,1.4453115463256836,0.05,1.4878451201114355,3.68708284460437,2.8609277341831234
3849,KIC5370348,4855,169,34.62,1.63,3.907,0.061,1.4345579147338867,0.05,1.539327063539375,3.6861892342440243,2.8609116532993326
10701,KIC9335457,4972,100,232.03,1.51,17.522000000000002,0.027999999999999997,1.217275619506836,0.05,2.365544140029469,3.696531119969607,2.8604328612386385
12505,KIC10222553,5085,160,121.76,1.7,10.221,0.012,1.3078718185424805,0.05,2.0855046394264978,3.706290957258764,2.8602703233890434
10360,KIC9140614,4656,80,55.85,0.61,5.5820000000000025,0.015,1.3314485549926758,0.05,1.7470231774516278,3.668012971641832,2.8599849360858807
6468,KIC6875989,5011,152,31.37,0.64,4.032,0.032,1.3295421600341797,0.05,1.496514518697745,3.699924402742477,2.8590263632319552
7229,KIC7351610,4654,100,58.8,0.53,5.895,0.013000000000000001,1.35076904296875,0.05,1.7693773260761383,3.6678263789507115,2.8585639049926335
155,KIC2013530,4759,144,40.32,0.86,4.419,0.02,1.4634246826171875,0.05,1.605520523437469,3.6775157047987577,2.8571117562773747
8695,KIC8155782,5123,154,134.71,0.93,11.765,0.031,1.22369384765625,0.05,2.1293998361358955,3.7095243558763413,2.855573224913264
11345,KIC9665985,4984,157,29.84,0.7,4.044,0.092,1.363483428955078,0.05,1.4747988188006311,3.6975780336511135,2.855337621373401
5847,KIC6526403,4912,153,63.82,0.71,6.4579999999999975,0.012,1.375600814819336,0.05,1.804956799857492,3.6912583581331115,2.8551330388398664
3093,KIC4932704,4884,100,159.02,0.73,12.850999999999999,0.021,1.3148221969604492,0.05,2.2014517491217194,3.688775655272845,2.854716347996617
15626,KIC12104584,5083,155,29.07,0.53,3.535,0.027000000000000003,1.2693805694580078,0.05,1.4634450317704275,3.706120109702704,2.85398251281148
11796,KIC9885121,5100,154,75.47,0.67,7.371,0.016,1.2422323226928709,0.05,1.877774349991398,3.707570176097936,2.853782492797588
14700,KIC11463721,5081,154,28.69,0.79,3.8169999999999997,0.098,1.2715024948120115,0.05,1.4577305482459986,3.7059491949102963,2.8536477073939146
9325,KIC8480205,4594,100,48.51,0.66,5.247999999999998,0.013000000000000001,1.373981475830078,0.05,1.6858312746260635,3.6621909908590067,2.853306188384628
3762,KIC5309012,4985,153,46.25,1.17,4.691,0.026000000000000002,1.3215446472167969,0.05,1.6651117370750514,3.697665162647674,2.8526954138504084
14169,KIC11147785,4669,80,52.04,0.38,5.649,0.012,1.2789344787597656,0.05,1.7163372878895486,3.6692238739308056,2.8525210766700604
2683,KIC4665104,4792,147,37.36,0.62,4.257,0.036000000000000004,1.4379119873046875,0.05,1.5724068675580558,3.680516809381255,2.851992148355613
8963,KIC8292829,5281,157,174.25,0.94,14.616,0.049,1.131988525390625,0.05,2.241172786770047,3.722716167488495,2.8519087312712585
2183,KIC4274800,4735,141,24.76,0.96,2.6180000000000003,0.021,1.4466390609741209,0.05,1.3937506403480804,3.6753199833392918,2.851563243789113
15105,KIC11707798,5050,151,39.01,0.74,4.332,0.034,1.2766962051391602,0.05,1.5911759503117913,3.703291378118661,2.8511207339639317
4306,KIC5566669,4739,80,56.65,0.67,5.3229999999999995,0.02,1.516439437866211,0.05,1.753199914199416,3.6756867086994016,2.8509950430817472
3601,KIC5252771,5146,155,190.01,1.27,15.73,0.035,1.214338302612305,0.05,2.2787764579556447,3.711469781874328,2.8509742016073267
2576,KIC4578825,5013,100,85.74,1.29,7.209,0.087,1.3052291870117188,0.05,1.9331834791746136,3.7000977046130537,2.850808131528446
8756,KIC8173978,5117,153,146.3,0.96,12.078,0.015,1.2429475784301758,0.05,2.1652443261253107,3.709015416972117,2.850236530029433
9553,KIC8609926,5071,155,31.83,0.49,4.001,0.047,1.2701435089111328,0.05,1.502836638621003,3.705093610547873,2.8500883057850244
9472,KIC8558329,4627,80,49.41,0.71,4.8210000000000015,0.013000000000000001,1.4415817260742188,0.05,1.6938148538894169,3.6652994994998966,2.8486172493149082
2895,KIC4830875,4994,80,29.62,0.42,4.348,0.084,1.1439809799194336,0.05,1.4715850541851898,3.6984485380153287,2.8478401575854515
10951,KIC9468160,5002,80,172.15,1.52,13.665999999999999,0.017,1.1126489639282229,0.05,2.2359070270406924,3.699143687394484,2.8476824873742923
13608,KIC10865681,4963,150,35.93,0.53,4.105,0.09300000000000001,1.3332395553588867,0.05,1.5554572172046497,3.695744275197324,2.846541291119625
14872,KIC11566213,5066,157,27.29,0.85,3.6439999999999997,0.12300000000000001,1.2788810729980469,0.05,1.4360035356698966,3.7046651854545294,2.8458033807222645
947,KIC3328398,5036,154,52.82,0.5,5.789,0.02,1.2497243881225586,0.05,1.7227983968709053,3.702085721435825,2.845179168229712
11105,KIC9574550,5163,150,29.46,0.78,3.9189999999999996,0.055,1.2170591354370115,0.05,1.4692327425066118,3.7129021250472234,2.843233360946697
9135,KIC8377727,4858,80,40.49,0.57,4.322,0.047,1.4074430465698242,0.05,1.6073477767684134,3.686457510469112,2.8425847530158523
2016,KIC4144796,5029,150,46.02,1.18,4.675,0.045,1.258443832397461,0.05,1.6629466143326246,3.7014816356209272,2.842422305074573
722,KIC3100164,5116,161,91.51,0.92,8.552,0.02,1.2747316360473633,0.05,1.9614685553507865,3.708930535806617,2.8415353717630207
8085,KIC7838475,5005,80,99.27,0.7,8.491,0.013999999999999999,1.321123123168945,0.05,1.9968180218795155,3.6994040818153375,2.8414245474066724
1887,KIC4056365,4841,80,112.82,0.68,9.782,0.015,1.197678565979004,0.05,2.052386095389375,3.6849350826408895,2.8411112898726496
3389,KIC5109797,4569,100,37.89,0.33,3.861,0.026000000000000002,1.4759225845336914,0.05,1.5785246052749933,3.659821158055705,2.840854702705471
6526,KIC6935210,4975,151,57.49,0.42,5.909,0.018000000000000002,1.3234834671020508,0.05,1.7595923086459748,3.696793085081744,2.8408067454716504
12064,KIC10006097,4846,80,141.28,0.63,11.937999999999999,0.016,1.2375802993774414,0.05,2.1500806862334936,3.6853834098014873,2.8401985021858693
4677,KIC5785268,4767,80,93.97,0.58,8.309,0.015,1.3734703063964844,0.05,1.9729892268553488,3.678245151927042,2.840190681098558
807,KIC3128866,4906,80,80.51,0.99,6.7410000000000005,0.036000000000000004,1.339651107788086,0.05,1.9058498266423187,3.690727543870367,2.8401852428302856
10113,KIC8964502,4881,149,48.95,0.89,4.937,0.017,1.3931140899658203,0.05,1.689752696139157,3.688508807656521,2.8397177433363288
10911,KIC9453048,4701,80,31.49,0.51,3.4930000000000003,0.017,1.2280244827270508,0.05,1.498172660636544,3.672190251188253,2.838690226062617
7519,KIC7530849,4872,80,104.04,0.76,8.754,0.02,1.2482919692993164,0.05,2.017200343523835,3.6877072796248185,2.8386623816208343
1924,KIC4065977,4583,80,66.11,0.62,6.303999999999999,0.013999999999999999,1.4871034622192385,0.05,1.8202671571609643,3.6611498572447863,2.837998570753467
1498,KIC3764505,4614,80,58.33,0.49,5.931,0.015,1.4291372299194336,0.05,1.7658919764300154,3.6640775901850753,2.83767204492307
8781,KIC8179978,4591,135,41.77,0.86,4.283,0.013999999999999999,1.5492315292358398,0.05,1.6208644752651211,3.661907292766021,2.837191059206695
14458,KIC11302942,5246,155,211.58,3.46,16.769000000000002,0.44299999999999995,1.1214418411254885,0.05,2.3254746127953307,3.719828286254335,2.8360967193749698
9684,KIC8673261,5160,157,125.81,1.0,10.267000000000001,0.015,1.215073585510254,0.05,2.0997151623510235,3.7126497016272113,2.8360195890347293
