ID,teff,teff_error,dnu,dnu_error,numax,numax_error,bp_rp,eps,eps_error,eps_mod
6508943,4873.0,100.0,3.985216370955503,0.026508292391468347,34.36658551631626,0.9452701361582996,1.3605576000000001,0.6550681272580618,0.059050876538322576,
6587245,4622.0,100.0,2.7623271535404297,0.01947959618985173,26.15168027087552,0.4379652631802795,1.3755531,0.8066339305457522,0.061829780444063565,
6590363,4671.0,100.0,3.6320909893397,0.016569308231913382,32.433941410715605,0.1786274667147829,1.3773879999999998,0.9666419048490504,0.04061964813684582,
6593240,4808.0,80.0,4.311632684416424,0.03782464657719009,34.0576986634032,1.122981439135593,1.274148,0.7451186196857713,0.06018171495934683,
6593623,4745.0,100.0,4.18744812952956,0.013172746054050943,39.41435560944439,0.3957359181357418,1.3495665000000001,1.4911670860184656,0.030296406286425936,
6594505,5080.0,100.0,4.172749854010228,0.029210213957535206,36.394779500230754,0.38835857356186665,1.2011318000000002,0.7947901811166295,0.05766649447616135,
6677653,5161.0,100.0,6.028221462362676,0.014868742209533712,76.44891703738031,1.4346092877869765,1.1820936000000002,0.997300691707557,0.03206730142434688,
6678428,4949.0,100.0,4.1432432636682055,0.06404641789006592,36.49568997536984,0.6575678449895399,1.3043699,0.9190333666489088,0.05554287373261146,
6678432,4705.0,100.0,5.683973647264103,0.013003392347121334,57.86636294818106,0.3861356461869434,1.3926716000000001,1.092355158145267,0.021756699728122886,
6680386,5123.0,100.0,3.953996622256757,0.04529271587725292,29.876318358333886,0.5527399233767802,1.22054,0.6667256320166011,0.07754209530772216,
6680734,4690.0,100.0,2.442115338140697,0.02610904888825072,18.380996993420172,1.2018143740998468,1.3636713,0.6330925757557229,0.08441140211741804,
6681414,4745.0,100.0,4.561985733528233,0.010308573034498723,42.0315925894609,0.6766073209051342,1.3154793,1.047921895269772,0.020423754945277258,
6755373,4810.0,100.0,5.200593822154053,0.012141232396740698,53.278377148965085,0.6919270404646838,1.2889966999999998,1.0819261641267182,0.0227407720248487,
6755830,4793.0,100.0,4.434327520733513,0.01771906952380187,43.31383759694714,0.6143645781445848,1.3335342,0.9842427890202572,0.03940922445899675,
6755907,4728.0,100.0,4.819513765907887,0.018459001717090032,43.95965805199224,0.7298944389610753,1.373394,1.0341591703060664,0.034606165117570975,
6756579,5041.0,100.0,4.01473548471723,0.02126244272701849,42.89416432331378,0.452794883466705,1.1958933,0.7720318514749993,0.05917193853094387,
6756648,5176.0,100.0,6.723216315547036,0.02320874100633663,86.0082377906094,1.4563390685172948,1.1677485,0.9990036933962804,0.0441558097481371,
6756908,4810.0,100.0,3.5358475463181605,0.02255393387219029,28.818921464636134,0.3764671576435852,1.3641663,0.7505874213252688,0.05371595543872715,
6762022,4963.0,100.0,4.459922338977272,0.015910973124208642,43.444664624146434,0.3895549040505984,1.2583513000000002,0.8151039192314398,0.03468440034288034,
6764229,4669.0,100.0,6.094184453886465,0.013690165284901743,61.642161420722,0.2912949230548918,1.3348684,1.0629101134945258,0.023061041359625837,
6765032,4608.0,100.0,1.4718924366258106,0.032537307433950564,9.17460580372584,2.0186860914919187,1.3833885000000001,0.5000990673287696,0.07572523898111448,
6768319,4836.0,100.0,5.574618381045323,0.013929463169341185,56.57674233103084,0.39354854694647656,1.3479176000000002,1.070531321636342,0.022111601895359767,
6768355,4998.0,100.0,4.155453574703608,0.0983431657869196,39.613187158011115,0.9497250937641156,1.2337465,0.7004893077941355,0.04986772389890914,
6843557,4715.0,100.0,4.845726023056893,0.010683852475575684,50.11921574383791,0.8381448957526523,1.4027739,0.9890330880624024,0.02215500572766882,
6843705,4726.0,100.0,3.4636994839227144,0.014885215267454566,31.395115060898924,0.5237478764965681,1.3384743000000001,0.9640487119549488,0.03904073675409248,
6849167,4968.0,100.0,4.173252193720268,0.04953957107532947,37.635830368362434,0.8066427468416038,1.210948,0.9456581219283241,0.05358995756586593,
6850177,4822.0,100.0,4.624659548464756,0.013592538682369426,47.295627623621634,0.9308583287870712,1.3119097,1.0189431476652822,0.028929813973776305,
6850417,4998.0,100.0,4.097959636268153,0.028150634573343325,38.79665949642472,0.4722739981284292,1.2545071,0.6015512677017043,0.06918242038972422,
6851499,4760.0,100.0,5.606880853019246,0.01753541470741693,54.83406322900812,0.4703829080252966,1.2654466999999998,1.1032501239254229,0.03005305990567997,
6853779,4464.0,100.0,1.7510405667629039,0.02490736458503306,11.513638619761727,1.0075009802584385,1.45018,0.5243188871314339,0.08814547649002072,
6854095,5067.0,100.0,3.957770867885032,0.028019186014809797,30.49117270822947,1.9206577206304765,1.2235518,0.6883042378244283,0.05598420078454658,
6854391,5252.0,100.0,5.6061287306656595,0.017933289399533425,66.37672915398329,1.3407927508970159,1.1787777,1.0735478536450502,0.03692557698279686,
6928997,4981.0,100.0,10.033077333225894,0.013292975546291608,123.74333461000496,0.6010608086174756,1.2894211000000002,1.2055160934309272,0.01638307865687616,
6929280,4792.0,100.0,3.9755368327080767,0.020127867063082228,33.864964802107394,0.4775409889718922,1.3532218999999999,0.604968677037786,0.04717775316111633,
6929729,4817.0,100.0,6.0690949562499545,0.013475414556843202,68.20880680211135,0.5449533689200834,1.3297911,1.1021135572150271,0.025350820919615824,
6935260,4860.0,100.0,4.574585448782568,0.013405868982799165,44.65712496747103,0.6459936501463659,1.2689857,1.041050988942388,0.027044010276971786,
6936796,4592.0,100.0,3.3125839412367286,0.02759834729911836,25.11223865408362,0.4670268880091353,1.4030208999999998,0.6684133603794914,0.05972621824094133,
7017044,5000.0,100.0,4.039282179452453,0.03843658994769461,34.936885350201194,0.402631481039748,1.259223,0.7417809533347902,0.08448618199312817,
7018252,4903.0,100.0,3.6409198130261298,0.061518641220214436,29.23646103461512,1.505093899516334,1.2173805,0.6692281706578262,0.1139982330322038,
7020371,4630.0,100.0,2.093898294768959,0.027012447940739648,17.322454943427562,1.1173814645455575,1.4222774999999999,0.5565771268988475,0.07379513508015595,
7025721,4932.0,100.0,4.383228128487493,0.07544377894153165,39.332475656065576,0.5997482663149789,1.2244282,0.7545327147207591,0.07828905774044809,
7060732,4850.0,140.0,10.940651367722616,0.0093781340574548,134.25419111329404,0.4406436990577447,1.341547,1.2112964025560455,0.010463980289186714,
7100768,4869.0,100.0,3.5792144481923467,0.03852206262790925,26.809824864597925,0.8009171728847928,1.2515888000000002,0.6789492557008872,0.08141048963437808,
