KICID|kepmag|Length_Quarters|Length_days|numax|numax_err|dnu|dnu_err|amplitude|amplitude_err|fwhm|fwhm_err|maxbg|maxbg_err|
  11970185|   13.80|  5|   371.4|   49.91|    0.56|   5.413|   0.018|   97.2|    5.4|   18.8|    1.3|   1159.7|    177.5|
  11970375|   13.88|  9|   620.7|   74.15|    0.63|   7.591|   0.020|   67.8|    4.2|   21.4|    1.3|    565.5|    164.4|
  11970742|   13.67| 17|  1308.7|  179.42|    0.97|  14.378|   0.062|   46.7|    2.5|   45.0|    2.9|     59.4|     14.9|
  11970850|   12.72| 18|  1318.1|   27.93|    1.13|   3.685|   0.066|  122.7|    6.6|   13.1|    3.8|   6587.5|    785.4|
  11970987|   11.12| 18|  1318.1|   45.28|    0.77|   4.650|   0.044|   71.3|    2.8|   18.0|    1.4|   1157.3|     67.1|
  11971108|   12.92|  8|   557.7|   29.16|    0.74|   3.379|   0.136|   91.2|    7.6|   10.7|    3.3|   8379.9|    683.9|
  11971123|   11.09| 15|  1139.0|   32.47|    0.84|   3.915|   0.042|  102.4|    4.2|   14.1|    1.3|   3138.7|    262.0|
  11971154|   12.68|  9|   642.2|   42.09|    0.58|   4.614|   0.013|   93.6|    3.7|   15.8|    1.2|   1999.3|    116.9|
  11971166|   12.01| 14|  1129.5|   16.71|    0.33|   2.227|   0.102|   92.1|    7.0|    8.3|    1.3|  11697.4|    828.7|
  11971452|   13.39| 15|  1211.9|   45.90|    0.73|   4.980|   0.017|   74.9|    4.2|   17.6|    1.4|    752.6|    196.9|
  11971940|   10.28| 17|  1235.8|   47.72|    0.93|   4.675|   0.013|   71.0|    3.0|   19.9|    2.1|   1467.1|     63.4|
  11971974|   13.75|  5|   371.4|   25.66|    1.27|   3.662|   0.113|  147.9|    8.8|   11.8|    2.3|   8287.8|    721.4|
  11972209|   13.55|  6|   380.8|   28.56|    0.59|   3.654|   0.113|  127.9|    6.9|   11.4|    2.0|   5594.3|    833.5|
  11972301|   15.10| 14|  1111.7|   41.70|    0.51|   4.647|   0.019|   98.3|    6.8|   13.2|    1.2|   2197.9|    494.8|
  11972640|   13.80| 17|  1308.7|   51.23|    0.69|   5.176|   0.012|   70.1|    3.4|   19.8|    1.6|   1154.0|     97.1|
  11972774|   12.65| 18|  1318.1|   52.41|    0.49|   5.426|   0.012|   84.8|    3.4|   18.3|    1.1|   1215.9|     78.6|
  11972904|   12.41| 18|  1318.1|  146.25|    1.16|  11.900|   0.011|   32.6|    1.4|   45.3|    8.7|     59.5|      8.6|
  11973017|  13.432| 18| 1318.12|  234.54|    1.85|  17.267|   0.049|     --|     --|     --|     --|     --|     --|
  11973246|   12.44| 17|  1292.3|   46.51|    0.69|   4.681|   0.036|   69.1|    3.4|   17.9|    1.6|   1365.0|     66.5|
  11973307|   13.62| 15|  1211.9|   63.89|    0.63|   6.328|   0.012|   57.9|    3.0|   24.1|    2.7|    328.9|     92.5|
  11973569|   13.10|  6|   457.9|   53.32|    0.56|   5.394|   0.013|   74.3|    3.8|   18.4|    1.3|    995.1|    103.6|
  11973853|   11.45| 18|  1318.1|  198.62|    1.51|  14.564|   0.015|   20.5|    1.3|   50.3|    3.3|     22.8|      7.2|
  11974240|   13.53| 17|  1308.7|  166.94|    1.16|  13.841|   0.033|   36.1|    1.9|   50.3|    3.9|     37.8|     11.2|
  11974612|   11.95| 10|   704.4|   40.91|    0.44|   4.658|   0.014|  106.5|    4.5|   13.9|    0.7|   1632.6|    128.8|
  11975063|   12.96|  6|   380.8|   44.09|    0.56|   4.411|   0.022|   81.8|    4.6|   15.1|    1.6|   1070.9|    216.9|
  11975146|   12.84|  6|   380.8|   31.23|    1.30|   3.679|   0.073|  124.7|    5.7|   14.2|    1.3|   4234.6|    451.4|
  11975173|  12.711| 18| 1318.08|  203.12|    0.79|  16.286|   0.053|     --|     --|     --|     --|     --|     --|
  12003253|   11.19| 15|  1044.7|   31.96|    1.15|   3.852|   0.049|  102.8|    8.8|   13.8|    4.4|   4643.1|   1199.6|
  12003435|   13.34| 15|  1044.7|  132.11|    0.69|  11.483|   0.020|   44.6|    1.7|   38.5|    2.7|     41.4|      8.7|
  12003742|   11.41| 15|  1044.7|   60.12|    1.49|   5.466|   0.030|   44.2|    1.7|   23.9|    1.1|    532.6|     24.5|
  12004372|   13.82| 13|  1002.8|  151.83|    0.82|  13.573|   0.029|   39.2|    1.7|   38.0|    1.7|     24.0|      6.4|
  12004945|   11.92| 14|  1035.2|   86.69|    0.70|   7.981|   0.012|   66.8|    2.7|   26.1|    1.1|    415.0|     53.6|
  12005162|   10.54| 15|  1044.7|  157.79|    1.09|  12.854|   0.013|   27.9|    1.5|   45.8|    7.1|     58.7|      8.6|
  12006368|   13.55|  8|   557.6|   34.91|    0.45|   4.010|   0.033|  114.6|    4.9|   13.5|    1.1|   3560.9|    254.6|
  12006471|   11.64| 18|  1318.0|   37.33|    0.64|   4.336|   0.037|   95.8|    4.7|   15.1|    1.4|   3050.6|    140.6|
  12007085|   11.07| 18|  1318.0|    6.51|    0.32|   1.143|   0.038|  406.7|   33.9|    3.3|    1.2| 206928.5|  22576.8|
  12007247|   10.85| 18|  1318.0|   29.29|    0.55|   3.443|   0.010|  124.5|    5.4|   11.8|    1.8|   3952.3|    316.7|
  12007304|  11.967| 18| 1318.02|  214.93|    1.42|  16.669|   0.032|     --|     --|     --|     --|     --|     --|
  12007558|   11.65| 10|   704.4|   26.76|    0.55|   3.762|   0.093|  133.5|    6.1|   11.6|    1.2|   7673.1|    528.0|
  12008413|   12.89| 10|   704.3|   79.66|    0.86|   7.590|   0.020|   50.4|    2.6|   27.9|    2.8|    155.8|     44.0|
  12008680|   11.21| 18|  1317.9|   25.68|    0.83|   3.787|   0.056|  151.5|    6.9|   11.2|    1.4|   8883.1|    500.9|
  12008797|   10.71| 18|  1317.9|   31.71|    0.78|   4.054|   0.043|  130.6|    4.7|   13.6|    1.3|   5169.8|    256.1|
  12008916|   11.77| 18|  1317.9|  159.71|    1.10|  12.828|   0.020|   42.7|    1.7|   43.7|    2.2|     53.7|      8.7|
  12009802|   13.94|  6|   457.8|   48.99|    0.51|   5.373|   0.013|  106.4|    4.7|   15.3|    0.8|   1377.5|    176.6|
  12009953|   12.40|  8|   557.6|   46.93|    0.51|   4.920|   0.019|   99.1|    4.9|   15.3|    1.6|   1832.2|    147.3|
  12010233|   13.60| 18|  1317.9|   32.21|    0.49|   3.984|   0.052|  110.4|    4.5|   12.9|    1.2|   3606.0|    263.4|
  12010646|   12.32|  8|   632.7|   37.24|    0.37|   4.278|   0.051|  108.7|    5.1|   12.9|    1.1|   2363.6|    184.8|
  12011417|   13.18| 14|  1052.8|   56.19|    0.56|   5.793|   0.014|   87.9|    4.3|   18.0|    0.9|   1042.8|     64.5|
  12011705|   12.12| 18|  1317.9|   30.05|    0.69|   4.142|   0.078|  121.0|    5.5|   12.3|    1.0|   4874.3|    340.1|
  12011995|   12.53|  7|   548.2|   22.99|    0.34|   3.638|   0.141|  171.4|    7.3|   12.2|    1.3|   8118.5|    655.4|
  12012082|   11.99| 18|  1317.9|   30.16|    0.88|   3.276|   0.016|   76.2|    5.4|   10.2|    1.8|   4256.4|    198.3|
  12012262|   13.59|  7|   467.3|   47.67|    0.60|   5.115|   0.020|   93.6|    4.4|   15.9|    1.2|   1340.4|    110.2|
  12012511|   12.28| 14|  1129.3|   92.88|    0.75|   7.967|   0.016|   52.5|    1.8|   29.6|    1.5|    272.9|     35.5|
  12012725|   10.76| 18|  1317.9|   25.90|    0.82|   3.347|   0.027|  128.2|    5.2|   11.5|    1.4|   6250.9|    398.7|
  12012758|  12.200| 18| 1317.90|  209.04|    1.28|  16.854|   0.022|     --|     --|     --|     --|     --|     --|
  12017132|   13.36|  6|   380.8|   17.91|    0.33|   2.422|   0.022|  211.1|   13.1|    6.1|    0.5|  10822.9|   1502.0|
  12017829|   13.19| 18|  1318.0|   82.06|    0.60|   7.875|   0.014|   67.9|    2.8|   25.9|    1.5|    311.1|     72.4|
  12017934|   12.47|  7|   467.3|   30.62|    0.42|   3.805|   0.020|  123.8|    5.1|   13.4|    1.1|   4637.9|    308.2|
  12017985|   10.17| 18|  1318.0|   18.24|    0.29|   2.620|   0.018|  116.4|    7.8|    6.3|    0.8|   8121.8|    529.3|
  12018555|   13.73| 15|  1211.8|  133.45|    0.95|  11.461|   0.029|   57.9|    5.3|   35.7|    3.8|    107.1|     29.5|
  12018854|   13.49|  7|   548.2|   44.75|    0.80|   4.950|   0.019|   85.4|    3.7|   15.7|    0.8|   1365.9|     99.2|
  12019642|   13.05|  6|   380.8|   38.58|    0.55|   4.301|   0.019|  106.0|    5.0|   13.3|    1.1|   2046.8|    194.4|
  12019910|   12.36| 14|  1024.6|   97.84|    1.30|   8.196|   0.012|   30.2|    1.7|   40.5|    5.6|    110.5|     29.9|
  12020455|   13.59| 18|  1318.1|    6.13|    0.37|   1.175|   0.055|  133.8|   31.6|    2.2|    1.1|  81821.3|  14471.1|
  12020466|   12.29|  9|   642.2|   53.33|    1.20|   4.728|   0.037|   50.9|    2.0|   22.3|    1.3|    708.2|     41.5|
  12020500|   12.94| 18|  1318.1|   30.67|    0.52|   4.245|   0.243|  157.6|    8.1|   13.0|    1.4|   8922.1|    498.2|
  12020628|    9.51| 17|  1235.8|   89.82|    2.87|   6.966|   0.044|   23.6|    2.8|   35.3|    5.5|    173.9|     50.2|
  12020913|   13.70| 17|  1308.7|   87.15|    0.72|   8.426|   0.018|   71.8|    3.1|   27.3|    1.4|    255.8|     62.4|
  12021069|   12.97| 18|  1318.1|  108.50|    0.81|   9.262|   0.013|   58.5|    1.9|   34.2|    1.6|    140.5|     35.3|
  12021332|   13.76| 10|   777.3|   28.77|    0.40|   3.417|   0.017|  158.4|    9.6|    9.9|    0.8|   9804.9|   1107.6|
  12021471|   13.61|  6|   380.8|   24.68|    0.58|   3.037|   0.029|  144.0|    8.2|   10.3|    1.5|   7061.8|    678.7|
  12021487|   13.07|  7|   467.4|   33.91|    0.66|   4.196|   0.053|  110.0|    5.1|   15.3|    1.3|   3653.8|    279.1|
  12021730|   12.32| 17|  1308.7|  120.31|    1.49|  10.031|   0.016|   33.1|    1.6|   44.3|    7.1|     93.9|     19.0|
  12021906|   11.97| 18|  1318.1|   42.28|    0.63|   4.524|   0.022|   90.3|    3.7|   17.0|    1.4|   1906.6|     92.2|
  12022099|   13.79|  6|   457.9|    8.64|    0.49|   1.337|   0.021|  447.4|   27.3|    4.7|    0.7|  62258.2|  17385.5|
  12022176|   13.08| 17|  1292.3|   97.97|    0.73|   8.561|   0.016|   50.9|    2.3|   27.0|    1.7|    175.8|     46.2|
  12022186|   13.31|  2|   114.2|   16.68|    1.34|   2.401|   0.169|  215.4|   42.4|    6.3|    1.3|  27627.6|   6406.3|
  12022592|   13.52| 16|  1221.3|   34.69|    0.67|   3.714|   0.015|   86.8|    4.3|   12.6|    1.4|   2815.3|    211.4|
  12022621|   12.98| 18|  1318.1|   29.52|    1.99|   3.759|   0.046|  107.4|    7.1|   14.0|    4.9|   6841.4|    731.2|
  12022812|   12.97| 13|   959.9|   28.13|    1.67|   3.758|   0.028|  118.4|    5.1|   14.1|    2.4|   5330.1|    344.6|
  12022976|   13.48| 18|  1318.1|   29.59|    0.81|   4.065|   0.071|  132.2|    6.4|   12.4|    1.7|   7001.0|    571.2|
  12023467|  13.437| 18| 1318.12|  200.67|    1.20|  15.640|   0.026|     --|     --|     --|     --|     --|     --|
  12023574|   12.87|  9|   642.2|   26.86|    0.67|   3.542|   0.044|  158.0|    6.5|   11.9|    1.6|   9033.0|    710.7|
  12023863|   12.79|  8|   557.7|   51.04|    0.46|   5.025|   0.017|   71.1|    3.1|   17.4|    1.2|    625.2|    106.5|
  12024640|   12.06| 17|  1292.2|   92.13|    0.49|   8.416|   0.014|   64.8|    2.8|   25.2|    1.1|    424.7|     43.1|
  12052312|   13.93|  5|   375.1|  108.39|    0.63|   9.435|   0.024|   60.9|    2.1|   33.0|    2.0|    204.3|     33.7|
  12052691|    9.99| 14|  1024.5|   31.63|    0.57|   3.803|   0.020|  107.4|    5.2|   12.5|    1.7|   4661.6|    375.4|
  12053188|   11.68| 15|  1044.7|   32.68|    1.01|   3.947|   0.039|  123.7|    4.8|   14.2|    1.2|   5209.7|    362.2|
  12055022|   13.31| 17|  1308.6|   44.06|    0.36|   4.997|   0.020|  110.6|    6.4|   13.6|    0.8|   2244.6|    111.4|
  12055136|   11.43| 18|  1318.0|    8.50|    0.18|   1.357|   0.047|  281.4|   28.3|    3.4|    0.5| 134205.7|  11974.7|
  12055552|   12.28| 15|  1138.9|   36.69|    0.62|   4.266|   0.038|  105.6|    4.5|   15.1|    1.3|   3169.4|    197.5|
  12055632|   10.82| 18|  1318.0|   51.27|    0.86|   5.014|   0.038|   47.2|    2.8|   19.6|    2.1|    783.3|     61.5|
  12055666|   13.91| 17|  1308.6|   26.38|    0.85|   3.800|   0.174|  122.3|    9.5|   12.9|    2.6|  10619.8|    951.0|
  12055763|   13.53| 18|  1318.0|  146.35|    1.01|  12.364|   0.023|   49.1|    2.2|   41.9|    2.2|     76.3|     19.5|
  12056065|   13.64| 17|  1308.6|  134.90|    0.85|  11.678|   0.017|   55.3|    2.1|   36.0|    1.7|     84.2|     17.3|
  12056072|   12.96|  9|   642.2|   22.80|    0.41|   3.393|   0.078|  154.8|    7.9|   11.4|    1.4|  10908.6|    929.5|
  12056767|   10.14| 18|  1318.0|   35.37|    0.69|   4.247|   0.042|  108.6|    4.4|   14.1|    1.1|   3621.7|    207.4|
  12056819|   11.50| 17|  1235.7|   43.92|    0.73|   4.622|   0.014|   68.0|    3.5|   16.1|    1.3|   1671.8|     86.0|
  12057742|   11.00|  2|    41.9|   41.96|    1.16|   4.357|   0.386|  106.9|   29.5|   12.5|    3.3|   2331.4|    705.9|
  12058075|   10.58| 16|  1209.8|   23.26|    0.66|   3.199|   0.074|  143.4|    8.7|    9.4|    1.5|  15159.0|    902.6|
  12058143|   13.61| 14|  1125.7|  191.12|    1.40|  15.104|   0.028|   37.2|    2.4|   52.2|    4.3|     29.1|     10.8|
  12058556|   11.71| 18|  1317.9|  105.09|    1.09|   9.294|   0.013|   42.6|    2.2|   38.9|    3.0|    188.9|     47.3|
  12058879|  13.854| 17| 1308.50|  211.63|    2.84|  16.473|   0.059|     --|     --|     --|     --|     --|     --|
  12059072|   12.44| 18|  1317.9|   31.23|    0.43|   4.528|   0.576|  115.1|    5.1|   13.8|    1.2|   4685.2|    256.4|
  12059363|   13.92| 17|  1308.5|   50.30|    0.62|   5.405|   0.016|   90.2|    4.4|   17.0|    1.0|   1271.4|    107.9|
  12059823|   13.37| 18|  1317.9|   97.65|    0.75|   8.876|   0.015|   63.2|    2.3|   30.6|    1.5|    180.3|     35.0|
  12059907|   12.48|  8|   557.6|   56.62|    0.53|   6.042|   0.014|   91.9|    4.8|   17.0|    0.9|    985.4|     62.2|
  12060088|   11.56| 18|  1317.9|   20.91|    0.39|   2.521|   0.012|  144.3|    7.5|    8.4|    0.8|   7939.6|    561.8|
  12060254|   12.95| 17|  1308.5|  108.04|    0.88|   8.942|   0.019|   46.8|    1.3|   37.5|    2.2|     95.3|     11.8|
  12060262|   13.46| 15|  1211.6|   53.05|    0.57|   5.328|   0.015|   80.7|    4.6|   19.0|    1.5|   1312.2|    117.7|
  12060672|   12.73| 17|  1235.6|   31.50|    0.63|   4.144|   0.011|  124.8|    5.2|   13.6|    1.2|   4986.7|    269.6|
  12060834|   13.07|  7|   467.3|   16.55|    0.25|   2.293|   0.023|  218.5|   15.3|    6.4|    1.4|  13460.7|   4404.2|
  12061355|   13.80| 14|  1125.7|   55.18|    0.58|   5.792|   0.014|   94.0|    4.4|   18.0|    1.0|   1127.1|    109.2|
  12061622|   12.23| 18|  1317.9|   35.95|    0.75|   4.098|   0.055|  104.9|    4.2|   14.4|    1.2|   3468.4|    214.4|
  12061860|   13.85| 17|  1308.5|   89.47|    0.69|   8.305|   0.019|   55.8|    2.1|   27.4|    1.3|    128.0|     26.2|
  12062076|   13.61|  5|   371.3|   31.23|    0.72|   3.961|   0.041|  125.6|    7.6|   11.3|    1.1|   6051.1|    630.0|
  12062344|   12.22| 18|  1317.9|  111.76|    0.66|   9.683|   0.016|   55.5|    1.7|   34.4|    1.5|     98.6|     13.7|
  12065840|   13.46|  7|   467.3|   30.05|    0.86|   3.976|   0.043|  124.4|    5.0|   15.5|    2.1|   4611.3|    398.4|
  12065876|   13.99|  9|   715.1|   29.06|    0.56|   4.075|   0.145|  147.3|    7.1|   12.5|    1.8|   6198.2|    571.2|
  12066026|   13.46| 18|  1318.0|  164.37|    0.99|  13.827|   0.035|   40.5|    1.7|   44.5|    2.6|     43.4|      9.2|
  12066160|   12.93| 16|  1221.2|   36.01|    0.46|   4.043|   0.011|  119.4|    5.9|   13.1|    0.9|   2870.0|    249.0|
  12066218|   13.11|  7|   467.3|   26.79|    0.28|   3.276|   0.016|  146.8|    6.4|    9.0|    0.8|   4093.7|    389.6|
  12066259|   13.38| 17|  1308.6|  120.53|    0.84|  10.410|   0.022|   40.6|    5.0|   28.2|    3.8|    327.2|    116.9|
  12066619|   13.28| 18|  1318.0|   99.52|    1.09|   8.562|   0.014|   36.1|    2.1|   29.2|    4.5|    219.3|     31.8|
  12066649|   13.41| 16|  1221.2|   29.97|    0.70|   3.874|   0.069|  131.3|    6.2|   12.7|    1.2|   4779.8|    415.5|
  12066660|   13.80| 10|   777.3|   30.94|    0.39|   3.912|   0.029|  133.7|    6.4|   11.3|    1.1|   4772.8|    398.0|
  12066700|   13.44| 18|  1318.0|  199.58|    1.83|  15.063|   0.042|   28.7|    1.4|   61.5|    4.1|     14.4|      2.9|
  12066767|   15.78| 16|  1276.1|   36.05|    0.76|   4.309|   0.139|  120.3|    7.2|   14.1|    2.1|   2076.7|    584.4|
  12067001|   11.04| 18|  1318.0|   44.02|    0.95|   4.461|   0.130|   56.6|    2.3|   18.0|    1.2|   1137.8|     58.8|
  12067490|   12.58| 18|  1318.0|   93.74|    0.69|   8.680|   0.016|   54.0|    2.0|   31.0|    1.5|    180.2|     38.1|
  12067531|   13.32|  6|   380.8|   32.14|    1.28|   3.926|   0.032|  130.7|    6.1|   14.5|    1.8|   4204.6|    351.8|
  12067549|   13.84| 15|  1211.8|   90.12|    0.62|   8.401|   0.021|   76.0|    2.9|   26.7|    1.2|    186.3|     43.3|
  12067693|   12.22| 14|  1052.9|   36.76|    1.20|   4.039|   0.025|   94.3|    3.8|   16.0|    1.5|   2898.6|    201.2|
  12068031|   12.99| 16|  1221.2|   39.69|    0.47|   4.492|   0.011|   97.7|    5.8|   14.0|    1.1|   2157.0|    159.4|
  12068264|   13.48|  7|   467.3|   26.33|    0.49|   3.512|   0.053|  156.4|    7.2|   10.9|    1.5|   6183.3|    569.5|
  12069210|   13.29|  7|   467.4|   27.73|    0.61|   3.566|   0.060|  121.1|    4.8|   11.0|    1.3|   3582.6|    415.7|
  12069319|   13.45|  8|   557.7|   69.96|    1.18|   6.031|   0.032|   37.1|    2.1|   30.8|    3.3|    267.5|     64.4|
  12069642|   13.56| 17|  1235.8|   30.79|    0.79|   3.890|   0.063|  159.9|   13.5|   12.3|    4.7|  13780.9|   2277.9|
  12069693|   12.58| 17|  1292.3|   58.08|    0.61|   6.007|   0.016|   80.4|    4.5|   15.9|    1.3|   1622.1|     68.7|
  12069776|   13.69| 17|  1308.7|  181.24|    1.16|  14.565|   0.022|   44.6|    2.0|   50.2|    3.4|     29.5|      6.8|
  12069904|   12.95| 17|  1235.8|   34.52|    0.51|   3.870|   0.017|  131.8|    7.1|   12.1|    0.9|   3749.6|    201.3|
  12070025|   11.99| 18|  1318.1|  117.19|    0.68|  10.659|   0.017|   60.0|    2.2|   33.7|    1.2|    129.4|     26.6|
  12070042|   12.98| 16|  1221.3|   36.99|    1.76|   3.724|   0.033|   62.0|    3.1|   17.3|    1.5|   2146.1|    126.3|
  12070053|   13.55|  8|   557.7|   60.75|    0.65|   5.881|   0.016|   75.3|    3.3|   21.0|    1.4|    813.0|    124.8|
  12070114|   10.86| 18|  1318.1|   39.88|    0.60|   4.286|   0.033|   90.5|    3.4|   16.8|    1.1|   1971.8|     84.2|
  12070247|   13.29| 10|   704.4|   25.48|    0.86|   3.449|   0.034|  131.6|    6.8|   11.5|    1.7|   6124.1|    488.1|
  12070301|   13.04| 18|  1318.1|   32.35|    0.70|   4.086|   0.037|  117.9|    5.2|   13.1|    1.0|   3593.1|    235.2|
  12070325|   13.32| 18|  1318.1|  173.03|    1.38|  14.161|   0.030|   37.7|    1.6|   57.6|    5.2|     38.9|      9.2|
  12070487|   12.93| 18|  1318.1|  111.92|    0.81|   9.564|   0.018|   51.7|    1.7|   37.3|    1.6|    120.4|     24.0|
  12070510|   12.30| 14|  1053.0|   35.01|    1.09|   4.116|   0.029|  103.2|    4.7|   13.9|    1.9|   3841.4|    234.1|
  12070550|   11.88|  8|   632.8|   22.76|    0.71|   2.954|   0.026|  159.1|    7.6|   10.0|    1.3|   7466.7|    605.6|
  12070650|   10.36| 18|  1318.1|   39.65|    1.04|   4.492|   0.024|   66.2|    3.8|   16.4|    1.4|   1613.2|    146.3|
  12070670|   12.27| 17|  1308.7|   79.42|    0.79|   7.144|   0.015|   43.2|    3.2|   23.5|    2.0|    417.6|     71.6|
  12071348|   12.85| 13|  1043.5|   35.44|    0.74|   3.975|   0.026|   88.8|    4.7|   15.6|    1.4|    779.7|    506.2|
  12071374|   12.77| 17|  1292.3|   42.03|    2.65|   4.268|   0.028|   63.8|    3.0|   21.9|    2.1|   1183.2|    134.8|
  12071479|   13.60| 18|  1318.1|   97.96|    0.72|   8.624|   0.016|   62.4|    2.4|   30.9|    1.5|    137.5|     33.0|
  12071530|   13.97| 10|   777.3|   84.18|    0.51|   7.692|   0.016|   74.9|    2.7|   24.8|    1.1|    253.5|     66.8|
  12072060|   13.54| 17|  1308.7|   67.10|    0.57|   6.633|   0.017|   94.3|    5.2|   19.8|    1.0|    706.4|    152.3|
  12072067|   12.76| 16|  1221.3|   33.37|    0.59|   4.074|   0.021|  137.1|    5.8|   13.4|    0.9|   4539.3|    271.2|
  12072477|   13.95| 14|  1125.9|   37.83|    0.59|   4.220|   0.060|   44.0|    6.3|    8.8|    1.4|   2246.6|    286.1|
  12072570|   12.83| 14|  1053.0|   24.94|    0.67|   3.470|   0.047|  146.3|    6.5|   12.0|    1.3|   8411.5|    635.0|
  12072581|   13.52|  7|   467.4|   28.95|    0.53|   3.649|   0.034|  117.9|    5.9|   11.6|    1.1|   5329.1|    536.5|
  12072664|   13.69| 10|   777.3|   50.06|    0.56|   5.361|   0.013|   90.3|    4.4|   16.8|    1.0|   1563.4|    100.2|
  12073207|   13.28|  7|   467.4|   22.62|    0.36|   3.426|   0.074|  153.4|    8.2|   10.4|    1.2|   9309.2|    961.5|
  12101990|   12.11| 15|  1044.7|   30.61|    0.40|   3.957|   0.065|  150.1|    5.6|   13.2|    1.4|   6316.4|    378.4|
  12102923|   11.76| 15|  1044.7|   11.66|    0.50|   1.542|   0.020|  185.8|   12.4|    6.0|    1.2|  32969.2|   2731.8|
  12104584|   11.62| 18|  1318.0|   29.07|    0.53|   3.535|   0.027|   99.8|    6.8|   10.0|    1.2|   6517.4|    421.8|
  12104686|    9.69| 18|  1318.0|   70.88|    3.24|   6.040|   0.053|   29.6|    1.6|   30.7|    2.0|    341.9|     34.2|
  12104737|   13.48| 18|  1318.0|   54.63|    0.56|   5.796|   0.014|   95.7|    4.3|   16.6|    0.8|   1281.9|     98.9|
  12105096|   13.23| 10|   704.4|   39.32|    0.28|   4.424|   0.016|  114.6|    5.2|   11.9|    0.5|   2249.1|    160.5|
  12105282|   12.68| 16|  1221.2|   64.32|    0.58|   6.547|   0.019|   84.8|    3.8|   19.9|    1.0|    859.8|     66.3|
  12105554|   13.81| 17|  1308.6|   47.24|    0.41|   5.237|   0.015|   99.7|    5.3|   15.7|    1.3|   1945.2|    170.6|
  12105681|   10.04| 18|  1318.0|   56.90|    0.84|   5.379|   0.031|   48.2|    3.2|   20.4|    2.3|    728.3|     68.4|
  12105800|   13.93|  5|   371.4|   31.18|    0.59|   3.807|   0.041|  141.3|    7.2|   12.1|    1.2|   5577.1|    532.2|
  12105938|   12.14| 18|  1318.0|   37.99|    0.62|   4.424|   0.036|  104.3|    4.6|   14.4|    1.0|   2524.1|    164.8|
  12105959|   13.83| 17|  1308.6|  149.09|    1.15|  12.692|   0.055|   42.7|    2.2|   39.6|    2.2|     48.6|     11.9|
  12106089|   13.30|  9|   642.2|   29.42|    1.09|   3.857|   0.089|   98.8|    8.7|    9.8|    3.9|   7392.3|    807.2|
  12106388|   13.82| 17|  1308.6|   28.55|    0.76|   4.043|   0.087|  134.9|    7.3|   11.5|    2.2|   9490.8|    669.1|
  12106439|   13.59| 16|  1221.2|   56.80|    0.60|   5.969|   0.013|   87.2|    5.9|   15.7|    0.9|   1503.5|    101.3|
  12107614|   12.55| 18|  1317.9|   27.02|    0.60|   3.644|   0.048|  114.3|    5.7|   11.2|    1.2|   5306.0|    374.9|
  12107622|  13.945| 17| 1308.50|  201.76|    1.47|  14.674|   0.053|     --|     --|     --|     --|     --|     --|
  12108732|   12.35| 15|  1138.7|   29.25|    0.64|   3.699|   0.027|  143.6|    5.4|   12.2|    1.1|   5953.4|    365.9|
  12108854|   13.18| 18|  1317.9|   69.00|    0.47|   6.998|   0.015|   82.9|    3.4|   20.2|    1.0|    704.5|     81.7|
  12109031|   13.41| 18|  1317.9|  132.84|    0.99|  11.478|   0.019|   53.3|    1.8|   39.2|    1.6|     98.1|     19.1|
  12109080|   13.38|  8|   557.6|   45.50|    0.49|   4.883|   0.016|   94.7|    3.8|   16.1|    1.0|   1373.0|    109.9|
  12109271|   15.11| 17|  1308.5|   61.75|    0.94|   6.728|   0.019|   74.7|    3.4|   24.4|    3.0|    220.7|     51.3|
  12109388|   10.97| 18|  1317.9|   40.63|    0.77|   4.301|   0.022|   91.8|    3.9|   16.5|    1.4|   2372.0|    137.6|
  12109442|   10.72| 18|  1317.9|   28.57|    0.83|   4.105|   0.133|  142.1|    5.8|   13.0|    1.8|   5949.9|    380.6|
  12109480|   12.78| 18|  1317.9|   68.89|    0.55|   7.022|   0.017|   81.7|    3.0|   21.5|    1.0|    659.5|     48.9|
  12109888|   12.20| 18|  1317.9|   16.55|    0.42|   2.329|   0.017|  233.9|   15.4|    6.6|    0.6|  22626.3|   1923.2|
  12109911|   12.70| 18|  1317.9|   11.11|    0.30|   2.130|   0.109|  171.2|   12.8|    3.9|    0.9|  27309.7|   2139.6|
  12109919|   13.71| 10|   777.2|   50.81|    0.45|   5.499|   0.018|  114.7|    5.6|   15.7|    0.8|   1506.7|     89.4|
  12110240|    9.23|  2|    41.9|   34.67|    2.69|   3.963|   0.220|  103.9|   25.0|    9.7|    2.8|   3576.7|    809.9|
  12110266|   11.08| 18|  1317.9|   40.20|    1.06|   4.290|   0.040|   81.0|    3.9|   16.3|    1.5|   2002.1|    123.5|
  12110800|   11.51| 18|  1317.9|   37.52|    0.80|   4.222|   0.043|  101.2|    3.9|   15.3|    1.2|   2702.4|    186.9|
  12110908|   15.15| 17|  1308.5|  146.69|    4.44|  12.751|   0.124|   30.7|    8.2|   27.8|    9.5|     56.1|     15.2|
  12110919|   13.05| 10|   704.3|   19.04|    0.35|   2.616|   0.017|  195.0|   11.4|    7.3|    0.9|  10363.9|    918.5|
  12111110|   12.97| 18|  1317.9|   29.57|    0.37|   3.772|   0.012|  125.9|    6.2|   10.3|    0.7|   3769.1|    279.8|
