ID,teff,teff_err,numax,numax_err,dnu,dnu_err,bp_rp,bp_rp_err
757137,4751,139,29.99,0.6,3.3989999999999996,0.011000000000000001,1.3185148239135742,0.05
892010,4834,151,17.85,0.89,2.427,0.078,1.4234123229980469,0.05
892738,4534,135,7.48,0.35,1.3,0.031,1.5498723983764648,0.05
892760,5188,183,29.48,0.48,3.9619999999999997,0.11599999999999999,1.298813819885254,0.05
893214,4728,80,41.39,0.54,4.311,0.013000000000000001,1.3484773635864258,0.05
893233,4207,147,6.15,0.12,1.176,0.018000000000000002,1.6980371475219727,0.05
1026084,5072,166,41.17,0.9,4.414,0.061,1.2972784042358398,0.05
1026180,4718,148,36.91,0.71,3.991,0.064,1.4362421035766602,0.05
1026309,4514,80,16.86,0.76,1.9269999999999998,0.028999999999999998,1.5296440124511719,0.05
1026326,5123,162,94.86,0.65,8.83,0.019,1.2665557861328125,0.05
1026452,5089,154,34.5,0.52,3.967,0.078,1.2475347518920898,0.05
1027110,4190,80,6.62,0.19,1.1520000000000001,0.016,1.628652572631836,0.05
1027337,4671,80,74.21,0.68,6.937,0.013999999999999999,1.3499155044555664,0.05
1027582,5039,155,157.75,1.06,12.633,0.018000000000000002,1.3234376907348633,0.05
1028267,5242,183,103.13,0.83,9.468,0.017,1.2777137756347656,0.05
1160684,4128,128,26.38,0.97,3.361,0.223,1.8122129440307617,0.05
1160789,4724,80,24.72,0.62,3.509,0.048,1.2150821685791016,0.05
1161447,4793,80,36.18,1.55,4.125,0.057,1.3754596710205078,0.05
1161618,4747,80,34.32,0.5,4.1080000000000005,0.027999999999999997,1.2738208770751953,0.05
1162220,4218,80,11.0,0.32,1.6680000000000001,0.021,1.6191425323486328,0.05
1162746,4989,100,27.38,0.77,3.7030000000000003,0.111,1.2559566497802734,0.05
1163114,4311,80,14.24,0.44,1.8980000000000001,0.016,1.642085075378418,0.05
1163359,4560,80,21.43,0.41,2.642,0.015,1.3558330535888672,0.05
1163453,5034,159,40.33,0.82,4.415,0.065,1.3052902221679688,0.05
1163621,4909,80,51.32,0.71,5.013,0.033,1.2751388549804688,0.05
1164301,5066,158,57.93,0.41,5.959,0.021,1.3361024856567383,0.05
1164584,4266,80,28.58,0.36,3.361,0.012,1.5944108963012695,0.05
1292147,4213,124,88.14,0.83,8.079,0.027000000000000003,1.6735382080078125,0.05
1294122,4795,80,75.62,0.84,7.022,0.016,1.284062385559082,0.05
1294385,4824,80,106.81,1.08,9.09,0.016,1.2123489379882812,0.05
1294578,4649,80,49.15,0.47,5.377000000000001,0.015,1.3289947509765625,0.05
1294924,5191,162,36.27,1.59,4.231,0.087,1.2483148574829102,0.05
1295017,4942,159,27.19,0.62,3.903,0.026000000000000002,1.3768386840820312,0.05
1295475,4897,159,40.05,0.59,4.282,0.051,1.3871726989746094,0.05
1296068,4609,80,59.56,0.49,6.14,0.013000000000000001,1.4519939422607422,0.05
1296179,5250,158,41.82,1.25,4.52,0.031,1.2155838012695312,0.05
1296507,4934,80,126.62,2.42,10.333,0.019,1.230769157409668,0.05
1297272,4825,80,31.79,1.42,4.24,0.034,1.320176124572754,0.05
1429497,5018,80,234.61,3.17,16.733,0.07,1.245452880859375,0.05
1429505,4685,80,55.78,0.5,5.755,0.01,1.4076385498046875,0.05
1429629,4261,128,63.33,0.79,6.263,0.013000000000000001,1.558100700378418,0.05
1430118,5070,155,160.91,0.95,13.32,0.018000000000000002,1.3259506225585938,0.05
1430912,4968,162,32.65,0.72,3.912,0.068,1.4014272689819336,0.05
1430985,4964,80,120.79,0.98,10.448,0.022000000000000002,1.2484636306762695,0.05
1431059,4829,80,171.02,0.86,13.67,0.018000000000000002,1.373734474182129,0.05
1431316,5092,153,37.4,0.66,4.316,0.037000000000000005,1.279775619506836,0.05
1432587,4443,100,5.38,0.3,1.07,0.013000000000000001,1.5371999740600586,0.05
1432825,5293,168,177.11,2.62,13.669,0.024,1.196237564086914,0.05
1433132,4689,144,38.74,0.64,4.361000000000001,0.018000000000000002,1.480851173400879,0.05
1433593,4956,100,69.14,0.59,6.2410000000000005,0.013000000000000001,1.3270244598388672,0.05
1433730,4767,100,40.37,0.54,4.085,0.019,1.4249544143676758,0.05
1433803,4760,80,150.14,1.04,12.177999999999999,0.015,1.2635974884033203,0.05
1434395,5072,164,24.41,1.27,3.667,0.091,1.3273496627807617,0.05
1435573,4821,100,25.71,0.64,3.641,0.083,1.3505277633666992,0.05
1569823,4679,163,43.99,4.33,5.425,0.405,1.4587898254394531,0.05
1569842,4808,80,135.02,0.65,11.767999999999999,0.018000000000000002,1.1761064529418945,0.05
1571780,4912,80,49.0,1.19,4.4639999999999995,0.032,1.354355812072754,0.05
1572049,4789,80,51.54,2.44,5.188,0.048,1.3811559677124023,0.05
1572175,4789,100,56.04,0.67,5.369,0.012,1.3730201721191406,0.05
1572317,5333,172,197.27,1.05,14.722000000000001,0.048,1.1921253204345703,0.05
1572780,4738,80,18.15,0.54,2.638,0.087,1.332733154296875,0.05
1573925,5143,158,124.25,1.05,10.796,0.022000000000000002,1.2495031356811523,0.05
1575886,5016,80,100.8,1.28,8.077,0.036000000000000004,1.2149953842163086,0.05
1576043,4133,80,5.43,0.34,0.9329999999999999,0.026000000000000002,1.8064041137695312,0.05
1576420,4594,138,44.6,0.59,4.8580000000000005,0.017,1.5124197006225586,0.05
1576469,5217,100,90.4,0.96,7.407,0.034,1.1405525207519531,0.05
1576646,4814,80,84.47,1.11,7.67,0.013000000000000001,1.3109302520751953,0.05
1577143,4987,141,35.02,1.0,3.8360000000000003,0.031,1.2131853103637695,0.05
1701763,4800,144,29.36,1.01,3.577,0.044000000000000004,1.4219789505004883,0.05
1717618,4876,80,120.51,1.17,9.673,0.016,1.2240533828735352,0.05
1717783,4971,159,34.64,3.03,4.085,0.027000000000000003,1.3910341262817383,0.05
1717994,4875,80,31.48,0.49,4.143,0.064,1.295060157775879,0.05
1718743,4882,158,29.63,0.53,3.9739999999999998,0.034,1.446929931640625,0.05
1719065,4364,152,10.08,0.43,1.5530000000000002,0.18600000000000003,1.6706790924072266,0.05
1719297,4318,100,7.23,0.47,1.161,0.059000000000000004,1.6820783615112305,0.05
1719422,4923,80,136.07,0.8,11.315999999999999,0.017,1.3017377853393555,0.05
1720241,4979,80,212.06,2.91,15.984000000000002,0.035,1.3839330673217773,0.05
1720425,4758,100,28.12,0.58,3.742,0.027999999999999997,1.4360466003417969,0.05
1721071,4982,164,30.28,1.85,3.847,0.08800000000000001,1.397994041442871,0.05
1721595,4971,154,156.19,1.01,13.183,0.027000000000000003,1.3124828338623047,0.05
1723047,4977,80,142.81,1.63,11.425,0.017,1.217513084411621,0.05
1723191,4311,150,9.51,1.27,1.466,0.122,1.7358264923095703,0.05
1723656,4764,145,30.89,0.98,3.86,0.055,1.4691476821899414,0.05
1723700,4970,155,40.29,0.83,4.518,0.039,1.3719358444213867,0.05
1723752,4963,80,197.28,0.86,15.042,0.075,1.2173528671264648,0.05
1723843,4908,80,108.0,0.77,9.41,0.023,1.3008670806884766,0.05
1725183,5041,165,47.1,1.64,4.4239999999999995,0.483,1.353846549987793,0.05
1725190,5054,80,98.48,1.54,7.894,0.047,1.0898427963256836,0.05
1725552,4234,100,8.93,0.82,1.214,0.022000000000000002,1.63006591796875,0.05
1725626,4678,143,33.53,0.89,4.0680000000000005,0.043,1.4893856048583984,0.05
1725796,5008,161,41.62,0.63,4.5569999999999995,0.145,1.4027490615844727,0.05
1725952,4697,141,33.13,0.56,3.897,0.057999999999999996,1.5428199768066406,0.05
1726211,4995,100,30.7,0.63,3.699,0.067,1.224177360534668,0.05
1726245,4836,80,46.52,1.13,4.8919999999999995,0.048,1.3732662200927734,0.05
1726291,4815,80,149.79,0.88,12.864,0.024,1.3165645599365234,0.05
1849462,4983,145,164.74,1.09,13.222999999999999,0.023,1.3063392639160156,0.05
1849679,4945,147,45.87,0.51,5.183,0.019,1.2813749313354492,0.05
1850285,4762,166,54.57,0.67,5.044,0.026000000000000002,,0.05
1864183,4632,100,54.12,0.48,5.505,0.015,1.411931037902832,0.05
1864855,5083,100,124.78,1.45,10.444,0.011000000000000001,1.2849493026733398,0.05
1864959,4998,147,40.69,0.85,4.486000000000001,0.038,1.2040624618530273,0.05
1865102,4857,147,82.07,0.52,7.899,0.017,1.3959465026855469,0.05
1865262,4772,80,53.41,0.44,5.571000000000001,0.012,1.3757820129394531,0.05
1865595,4386,80,12.55,0.22,1.817,0.017,1.5641632080078125,0.05
1865744,4187,146,8.97,0.32,1.3840000000000001,0.02,1.8217992782592773,0.05
1865747,4752,80,63.63,0.49,6.11,0.013999999999999999,1.3349666595458984,0.05
1866137,4803,147,39.2,0.79,4.328,0.040999999999999995,1.4172210693359375,0.05
1867706,4813,80,105.14,0.68,8.758,0.016,1.4512462615966797,0.05
1868101,4633,80,31.86,0.82,3.818,0.048,1.6064624786376953,0.05
1868303,4798,80,41.03,0.49,4.564,0.016,1.5141658782958984,0.05
1870196,4894,80,191.7,1.08,14.737,0.052000000000000005,1.303053855895996,0.05
1870433,5008,80,215.81,3.19,16.108,0.023,1.2570934295654297,0.05
1870495,4937,80,180.02,1.44,14.798,0.028999999999999998,1.279867172241211,0.05
1870714,5106,154,95.12,1.59,7.537000000000001,0.085,1.2288455963134766,0.05
1871314,4585,80,58.13,0.52,5.691,0.012,1.5074710845947266,0.05
1871465,4780,146,33.55,0.68,4.048,0.037000000000000005,1.4603796005249023,0.05
1871571,4845,143,182.26,1.15,14.338,0.034,1.3830480575561523,0.05
1871631,4778,80,26.58,1.03,3.6510000000000002,0.11199999999999999,1.4113807678222656,0.05
1871927,4674,80,65.85,0.59,6.417999999999999,0.013000000000000001,1.435272216796875,0.05
1872166,4975,80,77.7,0.89,6.726,0.051,1.2745647430419922,0.05
1872210,5204,166,72.27,1.33,6.235,0.035,1.2029619216918945,0.05
1872375,5044,80,102.64,1.31,8.465,0.022000000000000002,1.2154760360717773,0.05
1872421,4795,157,31.08,0.77,3.966,0.04,1.4579906463623047,0.05
1872469,4657,80,56.85,0.58,5.702000000000001,0.015,1.453953742980957,0.05
1872517,4543,80,25.56,0.41,3.279,0.013999999999999999,1.4436397552490234,0.05
1872842,4768,138,41.72,0.79,4.48,0.033,1.374608039855957,0.05
1872869,4810,146,31.12,0.67,3.8789999999999996,0.033,1.444676399230957,0.05
1873198,4857,80,36.62,0.58,4.195,0.013000000000000001,1.412684440612793,0.05
1873204,4743,166,29.96,0.47,3.7119999999999997,0.013999999999999999,1.4137153625488281,0.05
1873510,4971,80,30.34,0.6,3.825,0.049,1.2822551727294922,0.05
1873898,4817,160,30.25,0.86,4.031000000000001,0.036000000000000004,1.4689369201660156,0.05
1873986,4614,80,137.81,1.07,11.175,0.024,1.4266386032104492,0.05
1995358,4824,80,23.69,0.61,3.2939999999999996,0.038,1.2741203308105469,0.05
1995522,4769,166,27.76,0.7,3.862,0.094,1.221658706665039,0.05
1995668,4908,139,224.38,1.56,16.205,0.040999999999999995,1.2821712493896484,0.05
1995859,4899,80,46.09,0.67,4.78,0.049,1.2552413940429688,0.05
1996078,4796,80,82.66,0.81,7.757999999999999,0.016,1.3175125122070312,0.05
1996415,4764,80,125.59,1.01,10.8,0.031,1.3611602783203125,0.05
1996818,4888,151,30.18,0.39,3.964,0.10800000000000001,1.323744773864746,0.05
2010137,4114,80,6.15,0.21,1.074,0.021,1.9141159057617188,0.05
2010138,4997,160,41.98,0.37,4.772,0.017,1.3119821548461914,0.05
2010366,4991,155,28.79,0.91,3.892,0.065,1.2477083206176758,0.05
2010702,5139,165,29.43,0.64,3.991,0.179,1.256709098815918,0.05
2010855,5148,173,35.43,0.42,4.031000000000001,0.08199999999999999,1.3117389678955078,0.05
2011048,4776,153,69.87,0.63,6.68,0.02,1.4604644775390625,0.05
2011314,4819,146,31.03,0.68,3.8539999999999996,0.036000000000000004,1.4333505630493164,0.05
2011582,4684,80,39.92,1.3,3.87,0.033,1.4186983108520508,0.05
2011675,4785,145,32.8,1.58,4.102,0.027000000000000003,1.447525978088379,0.05
2011827,4906,148,29.51,0.5,3.943,0.062,1.3351221084594727,0.05
2011883,4466,135,6.74,0.37,1.218,0.039,1.5569400787353516,0.05
2011891,4714,80,113.24,0.65,9.698,0.016,1.3734197616577148,0.05
2012065,4872,157,41.85,0.5,4.772,0.013999999999999999,1.3442087173461914,0.05
2012216,4858,80,89.24,0.6,8.08,0.016,1.352290153503418,0.05
2012932,4837,148,33.21,1.68,3.963,0.036000000000000004,1.4122724533081055,0.05
2013502,4930,100,61.48,0.99,5.666,0.038,1.3744573593139648,0.05
2013530,4759,144,40.32,0.86,4.419,0.02,1.4634246826171875,0.05
2014377,4734,137,39.0,1.27,4.046,0.021,1.325242042541504,0.05
2014684,4314,80,5.89,0.18,1.1179999999999999,0.017,1.6726264953613281,0.05
2015820,4831,80,45.49,0.88,4.628,0.015,1.246133804321289,0.05
2016676,4978,80,81.28,1.06,6.955,0.045,1.2866926193237305,0.05
2016706,4801,80,38.33,0.53,4.354,0.033,1.3293266296386719,0.05
2016978,4744,80,75.77,0.53,7.207000000000001,0.019,1.407710075378418,0.05
2017541,4242,80,9.5,0.33,1.439,0.021,1.6925535202026367,0.05
2018007,4753,151,34.33,0.63,3.931,0.051,1.4890813827514648,0.05
2018283,4804,80,135.86,1.35,11.175,0.013000000000000001,1.3898019790649414,0.05
2018392,4908,100,33.92,0.55,3.795,0.013000000000000001,1.4171123504638672,0.05
2018537,4849,80,182.49,1.21,13.828,0.018000000000000002,1.375147819519043,0.05
2018585,5068,157,86.51,0.6,8.356,0.018000000000000002,1.304966926574707,0.05
2018642,4735,146,35.26,0.52,4.011,0.071,1.5004205703735352,0.05
2018667,4784,141,30.0,1.05,3.865,0.047,1.3999004364013672,0.05
2019109,4773,144,30.8,1.71,3.762,0.073,1.4818925857543945,0.05
2019258,4468,134,17.09,0.38,2.154,0.057999999999999996,1.561208724975586,0.05
2019396,4780,143,37.17,0.93,4.175,0.07400000000000001,1.3932561874389648,0.05
2019959,4775,149,31.19,0.45,3.668,0.018000000000000002,1.456498146057129,0.05
2020280,5164,175,71.75,1.41,6.5889999999999995,0.026000000000000002,1.3278694152832031,0.05
2020383,4859,150,105.9,0.99,9.394,0.024,1.3761281967163086,0.05
2020876,4750,144,34.12,1.2,4.004,0.047,1.4299230575561523,0.05
2021216,4885,146,185.45,1.26,14.41,0.044000000000000004,1.352869987487793,0.05
2140446,4665,100,57.6,0.56,5.672999999999999,0.012,1.4466972351074219,0.05
2140982,4863,143,34.5,0.58,4.122,0.033,1.2543296813964844,0.05
2141255,4913,80,147.82,0.88,12.370999999999999,0.022000000000000002,1.2266159057617188,0.05
2141413,4868,146,46.7,0.58,4.861000000000001,0.016,1.389296531677246,0.05
2141436,4950,147,111.05,0.67,9.997,0.015,1.3246402740478516,0.05
2141928,4757,100,33.73,0.75,4.133,0.042,1.338862419128418,0.05
2141932,4429,80,24.53,0.45,3.014,0.021,1.5394926071166992,0.05
2142095,4932,100,29.9,1.05,3.719,0.027999999999999997,1.262812614440918,0.05
2142280,4775,142,27.64,0.85,3.74,0.075,1.3941287994384766,0.05
2142405,5137,156,84.71,2.71,7.218,0.057,1.192072868347168,0.05
2142508,4801,143,37.87,0.41,4.2010000000000005,0.027999999999999997,1.4280261993408203,0.05
2142628,4644,162,65.59,5.5,6.26,0.264,1.479562759399414,0.05
2142675,5064,158,45.67,0.9,4.7330000000000005,0.018000000000000002,1.2721748352050781,0.05
2155148,5202,167,34.83,0.84,4.1160000000000005,0.038,1.2934379577636719,0.05
2155220,5065,150,34.71,0.92,4.276,0.055,1.2861251831054688,0.05
2155506,4400,154,7.97,0.15,1.402,0.017,1.614628791809082,0.05
2155869,4758,80,92.7,2.0,8.116,0.019,1.3582124710083008,0.05
2156074,5248,167,43.62,1.91,4.519,0.094,1.2408733367919922,0.05
2156155,5249,162,112.12,1.46,9.295,0.012,1.2053918838500977,0.05
2156178,4853,80,29.54,0.65,3.8689999999999998,0.077,1.1699256896972656,0.05
2156988,4924,147,30.01,0.82,3.99,0.035,1.3425559997558594,0.05
2157059,4424,80,23.72,0.18,2.992,0.016,1.4947328567504883,0.05
2157650,4832,80,138.38,0.81,11.328,0.024,1.3354864120483398,0.05
2157725,4925,80,28.93,0.66,3.56,0.028999999999999998,1.2485408782958984,0.05
2157928,4963,156,26.27,0.43,3.595,0.11699999999999999,1.3791580200195312,0.05
2157964,4832,144,29.07,1.35,3.635,0.133,1.3917407989501953,0.05
2158410,4955,80,49.27,1.87,4.321000000000001,0.03,1.3059940338134766,0.05
2158815,4966,159,32.53,0.49,4.148,0.052000000000000005,1.3799915313720703,0.05
2159728,4790,167,78.47,1.31,7.353,0.035,1.4650087356567383,0.05
2159864,4870,80,76.87,0.82,6.946000000000001,0.017,1.3472223281860352,0.05
2160161,4776,80,45.86,0.82,4.695,0.025,1.3766307830810547,0.05
2160572,4942,147,32.57,0.54,3.98,0.02,1.3145685195922852,0.05
2160779,4992,158,46.05,0.62,5.229,0.016,1.3212699890136719,0.05
2160901,4683,80,58.84,0.88,5.672999999999999,0.013000000000000001,1.4280261993408203,0.05
2160910,4972,80,117.75,0.9,10.399000000000001,0.013999999999999999,1.2588481903076172,0.05
2161407,4856,152,28.27,1.12,3.824,0.083,1.4549589157104492,0.05
2161409,4838,80,98.88,0.75,8.576,0.018000000000000002,1.3775243759155273,0.05
2161731,5107,148,101.9,1.3,8.142000000000001,0.05,1.1477265357971191,0.05
2161831,4877,80,145.52,0.87,12.405999999999999,0.022000000000000002,1.353189468383789,0.05
2162486,4820,80,36.45,0.43,4.206,0.033,1.3733291625976562,0.05
2163121,4924,80,37.31,0.9,4.063,0.04,1.3373260498046875,0.05
2163597,4878,152,33.54,1.1,4.119,0.046,1.4384784698486328,0.05
2163605,4893,166,35.8,0.88,4.185,0.43,1.3972244262695312,0.05
2163856,5026,80,74.72,0.67,6.101,0.026000000000000002,1.2537288665771484,0.05
2164262,4708,80,61.05,0.52,5.97,0.013000000000000001,1.4264402389526367,0.05
2164327,4854,80,45.01,0.97,4.671,0.027000000000000003,1.2356042861938477,0.05
2164379,4699,80,120.96,0.76,10.26,0.018000000000000002,1.439035415649414,0.05
2164874,4447,80,12.17,0.57,1.742,0.08199999999999999,1.5590877532958984,0.05
2165198,4815,80,88.75,1.06,7.742000000000001,0.013999999999999999,1.3442668914794922,0.05
2165371,4227,147,6.72,0.14,1.25,0.054000000000000006,1.8239259719848633,0.05
2165450,5003,80,105.68,1.43,8.135,0.031,1.2136316299438477,0.05
2165589,4999,159,28.4,0.58,3.8819999999999997,0.099,1.3740873336791992,0.05
2165615,5003,80,37.78,0.98,4.1610000000000005,0.052000000000000005,1.2559595108032227,0.05
2165710,5003,159,36.68,0.43,4.184,0.022000000000000002,1.3415555953979492,0.05
2165894,4802,147,57.59,0.64,5.732,0.016,1.4517087936401367,0.05
2166119,4997,155,144.16,0.85,12.328,0.024,1.3354005813598633,0.05
2166223,4790,80,66.37,0.67,6.4910000000000005,0.017,1.3929443359375,0.05
2166393,4984,161,40.4,0.62,4.33,0.013999999999999999,1.3920507431030273,0.05
2166709,4893,80,225.74,2.64,17.622,0.05,1.3241567611694336,0.05
2166766,5023,156,47.24,0.52,4.723,0.068,1.3281850814819336,0.05
2166769,4933,80,61.33,2.23,5.768,0.08900000000000001,1.3561983108520508,0.05
2167447,4867,151,37.18,0.93,4.2219999999999995,0.039,1.4474611282348633,0.05
2167774,4710,80,59.7,0.56,5.794,0.009000000000000001,1.2670402526855469,0.05
2168184,5013,80,30.0,0.78,3.7119999999999997,0.07,1.314554214477539,0.05
2282855,4750,166,42.54,2.24,4.377,0.35200000000000004,1.4374408721923828,0.05
2283075,4688,80,69.12,0.61,6.47,0.013999999999999999,1.3049860000610352,0.05
2283093,4552,80,12.14,0.57,1.5130000000000001,0.034,1.4201021194458008,0.05
2283435,4963,151,31.13,1.07,4.143,0.077,1.2167329788208008,0.05
2283532,4774,138,37.85,0.7,4.342,0.013000000000000001,1.3933048248291016,0.05
2283721,4746,80,79.73,0.61,7.787000000000001,0.011000000000000001,1.310354232788086,0.05
2284278,4248,148,7.71,0.36,1.19,0.018000000000000002,1.7567110061645508,0.05
2284330,4897,100,28.73,0.81,3.6430000000000002,0.04,1.2867040634155273,0.05
2284679,4832,80,198.02,0.82,16.15,0.024,1.1324701309204102,0.05
2285551,4915,152,56.86,0.67,5.881,0.03,1.3740739822387695,0.05
2285776,4964,149,33.28,0.7,4.013,0.028999999999999998,1.3235960006713867,0.05
2285827,4795,80,167.32,1.04,13.21,0.018000000000000002,1.3309440612792969,0.05
2285898,4774,80,24.82,0.59,3.7939999999999996,0.053,1.260197639465332,0.05
2285941,5041,149,148.74,1.16,12.615,0.024,1.2389240264892578,0.05
2297384,4534,80,31.07,0.9,3.7430000000000003,0.053,1.5285520553588867,0.05
2297785,4942,80,48.68,0.78,4.672,0.038,1.2482023239135742,0.05
2297825,4580,80,31.4,0.76,3.79,0.07200000000000001,1.5456876754760742,0.05
2299888,4971,80,29.1,0.82,4.277,0.076,1.262990951538086,0.05
2299926,4980,149,41.69,0.77,4.51,0.02,1.2848892211914062,0.05
2300227,4676,80,61.14,0.48,6.297999999999999,0.015,1.3524551391601562,0.05
2300329,4391,80,15.6,0.42,2.191,0.037000000000000005,1.5458641052246094,0.05
2300494,4938,153,34.2,0.85,4.086,0.032,1.3788280487060547,0.05
2300503,4413,80,13.78,0.27,1.9580000000000002,0.013000000000000001,1.4856653213500977,0.05
2300853,4946,168,34.06,0.46,4.126,0.044000000000000004,1.3943548202514648,0.05
2300962,5166,169,30.0,1.0,4.075,0.024,1.279526710510254,0.05
2301349,4627,80,65.68,0.6,6.382000000000001,0.013000000000000001,1.4872188568115234,0.05
2301577,4855,80,35.98,0.95,4.2410000000000005,0.051,1.3412456512451172,0.05
2302010,4953,155,32.84,0.45,3.9739999999999998,0.02,1.379551887512207,0.05
2303101,4921,100,170.06,1.05,13.872,0.040999999999999995,1.3502063751220703,0.05
2303200,4643,80,54.69,0.54,5.667000000000001,0.013999999999999999,1.381199836730957,0.05
2303304,4937,152,39.5,0.6,4.677,0.012,1.3134241104125977,0.05
2303367,4862,100,34.06,0.94,4.09,0.021,1.3283977508544922,0.05
2303414,4773,80,65.29,0.84,6.266,0.019,1.3585748672485352,0.05
2303610,4516,158,18.37,0.92,2.498,0.099,1.4851369857788086,0.05
2303756,4952,153,27.26,0.78,3.892,0.045,1.3519582748413086,0.05
2303870,4777,144,22.3,0.76,2.983,0.085,1.4159574508666992,0.05
2303954,4955,156,64.77,0.7,6.505,0.017,1.3609733581542969,0.05
2304104,4629,80,34.04,0.97,3.92,0.06,1.4861974716186523,0.05
2304765,4373,100,7.01,0.36,1.031,0.026000000000000002,1.7054939270019531,0.05
2304883,4897,151,27.95,0.61,3.775,0.076,1.3972949981689453,0.05
2305082,5055,163,27.89,0.4,4.253,0.054000000000000006,1.332737922668457,0.05
2305145,5055,80,103.03,2.08,8.295,0.068,1.3204832077026367,0.05
2305407,5007,80,170.48,3.35,13.082,0.024,1.220820426940918,0.05
2305479,4653,80,79.1,0.61,7.422000000000001,0.009000000000000001,1.4407596588134766,0.05
2305590,4607,80,49.46,0.42,5.2989999999999995,0.015,1.3779258728027344,0.05
2305930,4891,100,27.23,0.88,3.9589999999999996,0.133,1.2914505004882812,0.05
2305969,4811,147,29.03,0.56,3.839,0.066,1.431422233581543,0.05
2305987,4679,80,53.45,1.46,5.489,0.015,1.471099853515625,0.05
2305992,4778,80,101.0,0.62,8.88,0.013999999999999999,1.3468503952026367,0.05
2306481,4921,80,36.59,0.51,4.2,0.051,1.3103046417236328,0.05
2307683,4799,100,39.95,0.51,4.309,0.012,1.369278907775879,0.05
2308196,5089,161,71.56,0.64,7.006,0.023,1.3027973175048828,0.05
2308429,4930,80,263.03,4.0,18.570999999999998,0.136,1.2883739471435547,0.05
2308762,4227,147,5.67,0.23,1.056,0.036000000000000004,1.664297103881836,0.05
2308968,4971,151,34.23,0.59,5.112,0.11599999999999999,1.2216014862060547,0.05
2309235,4848,148,35.22,0.93,4.08,0.066,1.4289236068725586,0.05
2309286,4785,146,40.34,0.56,4.044,0.015,1.4602642059326172,0.05
2309469,4710,100,28.3,0.51,3.5410000000000004,0.031,1.4371767044067383,0.05
2309550,4863,80,50.32,1.17,5.056,0.036000000000000004,1.1760997772216797,0.05
2309617,5018,160,33.12,0.61,4.164,0.040999999999999995,1.3704919815063477,0.05
2309720,5103,152,154.12,1.01,12.452,0.032,1.2584619522094727,0.05
2310571,4761,80,29.97,1.01,4.048,0.298,1.379237174987793,0.05
2311069,4623,137,31.22,0.49,3.7089999999999996,0.017,1.5377216339111328,0.05
2311548,4746,80,36.48,0.96,4.078,0.049,1.4091033935546875,0.05
2421920,4936,150,31.75,0.5,3.759,0.015,1.3113794326782227,0.05
2422073,4549,100,26.15,0.45,3.247,0.012,1.4397468566894531,0.05
2422558,4763,80,110.23,0.68,9.341000000000001,0.02,1.3669662475585938,0.05
2422568,4994,151,28.84,0.83,4.018,0.094,1.2962303161621094,0.05
2422635,4943,100,109.27,1.51,9.384,0.013000000000000001,1.257643699645996,0.05
2423694,5020,157,67.43,0.85,6.276,0.022000000000000002,1.3129386901855469,0.05
2423737,5031,153,37.76,0.98,4.265,0.047,1.2911138534545898,0.05
2423824,5096,100,22.02,0.51,2.6860000000000004,0.048,1.187225341796875,0.05
2423932,4462,156,18.51,0.56,2.3680000000000003,0.02,1.622842788696289,0.05
2424822,5060,100,95.0,0.9,8.06,0.013000000000000001,1.2933387756347656,0.05
2424934,4963,100,33.7,0.56,3.988,0.034,1.2534990310668945,0.05
2424955,4681,80,51.65,0.61,5.377999999999999,0.01,1.3314733505249023,0.05
2425044,4892,150,44.03,0.63,4.448,0.013000000000000001,1.3710508346557617,0.05
2425316,4691,145,17.57,0.47,2.4619999999999997,0.018000000000000002,1.4123153686523438,0.05
2425348,4745,140,31.78,0.74,3.582,0.019,1.412506103515625,0.05
2425375,4746,138,42.03,0.59,4.4110000000000005,0.012,1.4289684295654297,0.05
2425631,4568,100,21.12,0.35,2.568,0.011000000000000001,1.4222660064697266,0.05
2435987,4448,80,38.54,0.6,4.203,0.013999999999999999,1.6088829040527344,0.05
2436097,4550,143,42.74,0.61,4.513999999999999,0.012,1.6048393249511719,0.05
2436209,4500,80,57.88,0.57,5.724,0.017,1.5238170623779297,0.05
2436332,4196,124,28.45,0.57,3.3960000000000004,0.013000000000000001,1.634908676147461,0.05
2436417,4506,80,27.08,0.62,3.4539999999999997,0.023,1.5333318710327148,0.05
2436457,5117,152,103.18,0.8,9.574,0.017,1.2472209930419922,0.05
2436458,4481,143,37.76,0.79,4.152,0.01,1.6225948333740234,0.05
2436540,4486,80,58.37,0.8,5.7860000000000005,0.016,1.5442218780517578,0.05
2436676,4820,166,133.61,2.9,11.31,0.084,1.460470199584961,0.05
2436688,4791,100,76.3,0.96,7.211,0.016,1.5054512023925781,0.05
2436732,4718,154,31.07,0.81,3.6860000000000004,0.032,1.495976448059082,0.05
2436814,4225,123,24.24,0.43,3.115,0.013000000000000001,1.6270666122436523,0.05
2436824,4218,124,33.99,0.36,3.852,0.013000000000000001,1.643951416015625,0.05
2436900,4423,80,35.79,0.5,4.035,0.016,1.5772161483764648,0.05
2436912,4755,160,30.25,0.69,3.7889999999999997,0.024,1.5084733963012695,0.05
2437040,4352,80,25.59,0.56,3.065,0.015,1.6357030868530273,0.05
2437103,4731,171,29.1,1.59,3.7889999999999997,0.047,1.5469961166381836,0.05
2437191,4792,80,133.93,1.06,11.123,0.044000000000000004,1.359633445739746,0.05
2437240,4638,149,45.74,0.74,4.843,0.012,1.5571727752685547,0.05
