ID,numax,dnu,teff,bp_rp,eps_p,d02,alpha_p,env_height,env_width,mode_width,H1_nu,H1_exp,H_power,H2_nu,H2_exp,p_L,p_D,eps_g,alpha_g,d01,u1,u2,DPi1
KIC10006828,1.33319078645367,0.450276462197535,3.6564815157905,1.32400321960449,0.882014417639205,-0.3878193903167,-1.59808714519454,0.819064097251249,0.545959118829059,-1.17356643573911,1.30868693307202,4.04653868934615,5.47624086029602,0.789276474510392,4.14560593486624,,,,,,,,
KIC10006852,1.90033925635344,0.830367393806116,3.71003269906575,1.11507987976074,1.0203760673667,-0.084833976918786,-1.96100663935148,0.684471366022677,1.11555720381434,-0.660779230705181,1.903783948829,3.9120112567423,4.61547961040607,1.33551532848854,2.77083689584712,,,,,,,,297.300000000001
KIC10007150,1.53901475865895,0.602632877825023,3.67660216958202,1.30604839324951,0.891394188708391,-0.205245561041255,-1.71400338889432,0.59875801312044,0.787886792376244,-0.927855770157828,1.54115665476133,3.90602095871166,5.19972658101986,1.0144614438886,4.050975767578,,,,,,,,315.999999999997
KIC10007364,1.526735606721,0.60563085729641,3.67348169707335,1.3079047203064,0.919568216374656,-0.229598004835958,-1.73152458079015,0.624116174267256,0.810331807843162,-0.939222788348312,1.56974395863974,4.22787954516084,5.41513344718926,1.02277738191254,3.87015759199053,,,,,,,,279.800000000001
KIC10007644,1.90247519158374,0.902199841475135,3.71391035412896,1.18257808685303,1.13667627960091,0.049113337988219,-1.93721770132776,1.1776344624742,0.961547562963218,-1.00578285020309,1.90040343882274,4.78048062532789,4.79499745996096,1.36887756877353,4.48824507583883,,,,,,,,
KIC10010358,1.64140359339889,0.644094685269963,3.68779641138129,1.29117488861084,1.02536880979831,-0.250687074989763,-1.9587492582733,1.11869410277933,0.766765285908384,-1.09851730109251,1.66584532410862,4.32530664939693,5.03489373087533,1.12243787810604,3.83952107180417,,,,,,,,
KIC10010483,1.56461432174855,0.617531633901821,3.70191321121234,1.26535701751709,0.718782107456773,-0.355431238230305,-1.65908108499743,0.580411999033156,0.802487702957535,-0.834355178296854,1.56535372083421,4.0172345362601,5.18042994969284,1.04966137196251,3.89645647710353,,,,,,,,294.299999999999
KIC10010946,1.63330606296035,0.674335484836795,3.69539410829111,1.25468635559082,1.05561484828438,-0.180754645291567,-1.82719249304394,1.10640080932347,0.791025083572781,-1.08672891895736,1.65998553080616,4.25919715490763,5.1474467630618,1.0682430643529,3.24735987734803,,,,,,,,
KIC10010983,1.41677684161946,0.526975550192391,3.68547301972276,1.41631031036377,0.754340556874793,-0.274309236783644,-2.23814582245281,0.628669692415506,0.571690150771313,-1.12530681474291,1.43794242870471,3.97152064977594,5.56525900773296,0.91397260964936,4.46376842812022,,,,,,,,
KIC10011212,1.61508361618962,0.628997408629252,3.70842090013471,1.32094955444336,0.896041024975146,-0.229694788789095,-1.73769643484308,0.442482500917014,0.861121486455933,-0.864841986149461,1.61800213260298,4.21862254431072,5.18145059962188,1.03872776653166,4.37240920132005,,,,,,,,247.000000000002
KIC10011329,1.56164479699769,0.577658052133871,3.70044410102775,1.31844425201416,0.928228650391631,-0.309334448285327,-2.09842020965012,0.966539876853195,0.689903000462296,-1.10664054390421,1.56719490664755,4.1752804551965,5.11228572590535,1.03687565290474,3.70900726168728,,,,,,,,
KIC10014893,1.42791686325444,0.493314785812945,3.66341821225268,1.39089298248291,0.932015192968199,-0.36428201019553,-1.75581452491541,0.863964880349273,0.617924697102682,-1.16184757707504,1.42779657753386,4.23089958573282,5.28290736283679,0.877871808468445,3.88234398095274,,,,,,,,
KIC10014914,1.63993335689471,0.664877499303371,3.68601029131529,1.26121234893799,0.952883307663252,-0.183934924995539,-1.75988735587127,0.645994011680298,0.871567979912631,-0.899036976845248,1.6484315706619,3.97205084487075,5.05846707223926,1.10975406182485,3.17301757139148,,,,,,,,316.1
KIC10014959,2.24322210358434,1.15064487739149,3.67687643197314,1.24704742431641,1.29380302531003,0.259798540682018,-2.28045020072808,1.44717356480147,1.23766587529757,-0.785530356857401,2.32520901083813,4.76806882114516,4.48711743012665,1.66564555649385,3.7512169860194,,,,,,,,
KIC10015663,1.60768355097107,0.650581845555566,3.6900187807887,1.2832670211792,0.971665022912252,-0.176066231242832,-1.83499740633947,0.482808534563422,0.900372094669425,-0.87757015383697,1.61552450781813,3.83638526389676,5.10176815982636,1.10651124550395,3.62044718059369,,,,,,,,305.799999999998
KIC10015821,1.57432913496895,0.630840602298696,3.71307032585564,1.29549980163574,0.88307783004963,-0.178193333753736,-1.76419862332556,0.513325509878634,0.802050594610785,-0.909488410499254,1.5690741323352,4.02605428840922,5.16630617427793,1.0709252500736,3.49614755916453,,,,,,,,305.999999999999
KIC10016093,1.49689367279533,0.578457351140484,3.67605312465187,1.34410572052002,0.959984730716415,-0.276909931961807,-1.74162233414945,0.91233318863036,0.691373862232074,-1.10496342718927,1.4791550737765,4.11336475414637,5.27214105998414,0.965336348157301,4.41714145556038,,,,,,,,
KIC10017956,1.57238024519203,0.632525981162682,3.70035752782266,1.35404872894287,1.00530616539516,-0.20782811477328,-1.70905205453923,0.970307580766257,0.717352568592063,-1.09146452068784,1.57814233193479,4.33590498904758,5.24160871538048,1.03307862487772,4.05310528393852,,,,,,,,
KIC10018076,1.64604693329459,0.685532256012741,3.70697367617618,1.33140277862549,1.06352334866716,-0.171404019044719,-1.77155266570894,0.928761999760144,0.798948753604156,-1.04102373850687,1.65066939452476,4.2796125403642,5.11928346978276,1.07048542395418,3.93280114888581,,,,,,,,
KIC10018239,1.51809797726667,0.59189700150708,3.67430988894148,1.36897754669189,0.881612888799062,-0.223640560136121,-1.73117495310562,0.357935900721215,0.796826415268597,-0.962032762602252,1.52648843870793,4.20226703627147,5.47270569786305,0.983910108266861,3.72917489945835,,,,,,,,292.300000000002
KIC10018357,2.19337027369546,1.13138427685016,3.73029766209715,1.15987777709961,1.24956774751238,0.268400047603002,-2.11388206467374,1.26731299881863,1.19202437623519,-0.792174733038051,2.23857244650917,3.48694256391806,4.38725445611905,1.61626497993859,4.61220243837989,,,,,,,,
KIC10018442,1.88003177488211,0.822093484483849,3.6891311972345,1.25725269317627,1.07995721531502,-0.079718791322537,-2.09570944573008,1.00318517848446,1.04070016912198,-0.921925265235659,1.87757983510942,4.59973273168443,4.68985162757708,1.31655209224092,4.47330940262088,,,,,,,,
KIC10018811,1.88901519006614,0.864625265857119,3.69240623483363,1.22379398345947,1.14930580257996,-0.01575684947266,-1.94598557023181,1.15375713013466,0.994765683870839,-0.904921686909604,1.89688752835313,4.55585575716147,4.72964388035739,1.35759094293212,4.74775587351208,,,,,,,,71.3000000000005
KIC10018832,1.73211418679962,0.752570800641778,3.6900187807887,1.36514949798584,1.10290656853375,-0.097506110475652,-1.93712695183717,0.997514858945286,0.829608332898121,-1.04989605393652,1.73358812965905,4.56858458405248,5.10412990476318,1.17549132192882,3.80305526088981,,,,,,,,
KIC10018923,1.61182248093727,0.628576104408854,3.66576855071938,1.42175388336182,0.740324244073266,-0.423494225312,-1.43675725002249,0.921854557328388,0.769195651988131,-0.877407640787413,1.63145691366154,4.40608010723561,5.20130202428803,1.07133677802822,3.52596136374407,,,,,,,,
KIC10018967,1.77773867088459,0.737250842984451,3.69090455405497,1.25514984130859,0.9744091501539,-0.165266752730746,-2.05664793347786,0.576133804801841,1.03206129830319,-0.750449883385033,1.8178098466142,4.5461857768937,4.88338224744212,1.23958106872324,3.21442750873139,,,,,,,,250.500000000003
KIC10018973,1.50723061868681,0.595852238828697,3.67135800344349,1.36426448822021,0.891325699178414,-0.243396732556626,-1.59554893296267,0.612981157389782,0.723743527428809,-1.00366936240207,1.56462442366918,4.23162516490251,5.28447297396288,1.01946714213865,4.17164422721633,,,,,,,,310.100000000002
