KIC,dnu_,dnu_err,eps_,eps_err,Teff,e_Teff,log_dnu_,log_dnu_err,log_Teff,log_Teff_err,eps_mod,Numax,log_numax
10480806,6.449646708794441,0.028383966837387562,0.16961388236800926,0.04475252106310813,4709.2001953125,69.27562713623047,0.8095359260115045,98.68409133586421,3.6729471533587215,29.52235502653899,1.1696138823680093,65.488488369424,1.8161649659915673
10285722,4.9776434208613285,0.019061220571049375,0.056034186347548635,0.03816450716076936,4798.5,69.27562713623047,0.6970237822085019,113.41157626838633,3.6811054991397882,30.082182689081165,1.0560341863475486,49.17530728667678,1.6917470824193586
10482001,5.004189909576326,0.023668568615723036,0.07664713760945807,0.051347687876021904,4858.89990234375,69.27562713623047,0.69933378285912,91.82186296982962,3.6865379523028627,30.460834537931294,1.076647137609458,54.220014633173186,1.7341596304540852
10416550,5.017246694813812,0.030083335515793962,0.12862206371692478,0.05536723494821191,4681.89990234375,69.27562713623047,0.7004654555348975,72.43088296379223,3.670422124370331,29.351207292757316,1.1286220637169249,46.11909190707038,1.663880747373072
10086465,4.365998108915236,0.017969185063890506,0.9436909451611748,0.0382210600791626,4712.60009765625,69.27562713623047,0.640083543263213,105.52113965993007,3.6732605879137066,29.54366928796021,0.9436909451611748,40.41478980717499,1.606540324423165
10991271,6.4244565995166605,0.02208799478474447,0.01329469115228915,0.04144099674287568,5013.5,69.27562713623047,0.8078363995812735,126.3177611905296,3.7001410192774196,31.430034992541092,1.013294691152289,77.4896676489379,1.8892437982198365
11045572,5.9905480318058535,0.015330009292845581,0.12451713865040424,0.026305924772531453,4647.10009765625,69.27562713623047,0.7774665546601096,169.71039639250884,3.667182027200532,29.13304451644102,1.1245171386504043,61.87299866407134,1.7915011645362575
11152823,4.4068735923706885,0.03005523638376324,0.9730094345273026,0.06467761275501539,4874.89990234375,69.27562713623047,0.644130593300201,63.67878326339458,3.687965702638439,30.56113982563064,0.9730094345273026,41.51146195577324,1.6181680286843407
11152753,4.560608647560385,0.01563408154831259,0.9514914456407428,0.032089854441717774,4805.5,69.27562713623047,0.6590228064007394,126.68778550470728,3.6817385815870307,30.12606625244963,0.9514914456407428,43.063187349704,1.6341061712645018
10992126,1.4276676057047,0.021675105839458083,0.6262322656577864,0.07516844500151132,4342.39990234375,69.27562713623047,0.15462710533105264,28.605542586133936,3.6377298162127927,27.22285446938687,0.6262322656577864,7.084239198923807,0.8502932166934845
10936814,4.234139391532634,0.013814033393204136,1.012925980775759,0.0274840905832854,4781.7998046875,69.27562713623047,0.6267651512688848,133.11560215689434,3.67959138994381,29.977487820615195,1.012925980775759,36.44130063883858,1.5615938691294489
10991673,4.331556662981661,0.005238935876323334,0.1287203979661518,0.011233390531096588,4631.39990234375,69.27562713623047,0.6366439999676929,359.07504905450327,3.6657122821562553,29.03461872845626,1.1287203979661518,39.74695979738844,1.5993039155405997
11204531,4.18445566264845,0.01628932869879368,0.09348651990362286,0.03689056601988293,4718.60009765625,69.27562713623047,0.621638970553007,111.56297706679695,3.6738131723544996,29.581283770847463,1.0934865199036228,39.57776070763875,1.5974512183739777
11044315,5.2208668237724085,0.006066290272959848,-0.011507976936581229,0.013142734830768192,5040.7001953125,69.27562713623047,0.717742615172326,373.7693961699946,3.702490867762809,31.600555206059756,0.9884920230634188,60.22141348081057,1.7797509447953406
11152312,4.029405829362638,0.008166961679783005,0.9989086035234304,0.01679304491349854,4768.7998046875,69.27562713623047,0.6052410103957837,214.2716943772271,3.678409091034317,29.89598977435948,0.9989086035234304,33.130974791351015,1.5202342140370089
10935853,5.2768876908108835,0.04259860902254573,-0.03166239472037575,0.09519533410189757,4954.7998046875,69.27562713623047,0.7223778510882202,53.798076001247885,3.6950261118029393,31.062038743864345,0.9683376052796242,61.83331065859771,1.7912224999724098
10934758,4.790107879815432,0.02819233022529725,-0.004934220110094584,0.05638163082157045,4796.60009765625,69.27562713623047,0.680345294433554,73.7901905695769,3.6809335119574906,30.07027204838176,0.9950657798899054,46.030272977876216,1.6630435504410912
10877915,2.3062366105405325,0.012265603764861693,-0.07609422434826951,0.039697905335227934,4505.39990234375,69.27562713623047,0.3629038621003204,81.65809471119059,3.653733345298032,28.244714587823932,0.9239057756517305,17.33441276819885,1.2389091338002842
11043832,5.653253098347503,0.00743757130812089,0.16239893314157794,0.013385215415838307,4713.0,69.27562713623047,0.7522984294288255,330.1046166419996,3.6732974397596356,29.546176307937802,1.1623989331415778,58.01743345811652,1.7635585128218418
10747240,4.002909969958877,0.01968237461915873,0.9119631755901572,0.042301376017129785,4790.2001953125,69.27562713623047,0.6023758224334191,88.32479541449538,3.680353664124937,30.03015054551691,0.9119631755901572,34.33618585234567,1.535752051008997
10873444,5.412330493929469,0.012669377188634158,0.019352789240820945,0.02374581030618652,4806.7998046875,69.27562713623047,0.7333843081228384,185.52966201519126,3.6818560348538334,30.13421483264542,1.019352789240821,55.57202570605779,1.7448562279339903
10743092,2.5001343292198652,0.014287315545884452,1.0080290581661222,0.04124882400195195,4510.39990234375,69.27562713623047,0.3979633434207138,75.9970996447856,3.654215049124465,28.276059990229978,1.0080290581661222,17.84104649301721,1.2514203249735787
10743515,4.529227267730791,0.007439562227775434,0.08230010978390942,0.016008059837636292,4630.7001953125,69.27562713623047,0.6560241132740461,264.39975222163025,3.66564666444537,29.030232208764087,1.0823001097839093,44.281088007722026,1.6462182831629844
10809457,4.286079229638775,0.006670555576777593,0.012151206266223466,0.013228631653889456,4750.60009765625,69.27562713623047,0.6320601948618738,279.05030353280915,3.6767484733383964,29.781894346246148,1.0121512062662235,36.00292215009741,1.556337751382829
8955683,4.727186625393891,0.02901641185514389,0.06483655843597383,0.0618258571591395,4887.39990234375,69.27562713623047,0.6746027482260847,70.752754564706,3.68907787581468,30.63950333164575,1.0648365584359738,47.45758533810825,1.676305637357652
9025029,4.419963653529808,0.014040628956092923,0.9718311960530468,0.028615355057415894,4848.60009765625,69.27562713623047,0.6454186980512767,136.71508811632953,3.6856163658966783,30.39626423340463,0.9718311960530468,39.70299909920417,1.5988233138925798
9157260,18.142845589358593,0.02747920454966332,0.34894303522825804,0.01989048075890435,4811.2998046875,69.27562713623047,1.258705404379843,286.73820274676496,3.6822624197719644,30.16242569481086,1.348943035228258,238.04268633835065,2.3766548426822345
