,ID,teff,teff_err,numax,numax_err,dnu,dnu_err,bp_rp,bp_rp_err,lg_numax,lg_teff,rank
7937,7761303,5007,161,43.74,0.33,4.902,0.017,1.3494062423706057,0.05,1.6408787787016184,3.699577591398909,-0.4256947675652968
1716,3953364,4971,145,204.13,1.38,16.217,0.026,1.2590093612670898,0.05,2.3099068355686807,3.696443763138999,-0.42822212214234556
5767,6502644,5011,175,108.76,2.08,8.867,0.028,1.071385383605957,0.05,2.0364691989154626,3.699924402742477,-0.4284662446597914
6702,7026203,4629,100,26.19,0.37,3.38,0.043,1.400127410888672,0.05,1.4181354984252321,3.6654871807828107,-0.4290774320972004
3958,5429725,5171,157,42.31,1.56,4.413,0.125,1.2366294860839844,0.05,1.6264430253312947,3.71357453777207,-0.42956980894396685
604,2853886,4994,163,34.61,1.79,4.0310000000000015,0.036000000000000004,1.3790273666381836,0.05,1.5392015992941277,3.698448538015329,-0.4300052660921716
10242,9033539,4861,153,91.22,0.78,7.943,0.016,1.410869598388672,0.05,1.9600900679049196,3.686725621074542,-0.43242489046530325
15348,11870991,5196,100,31.41,0.62,4.138,0.052000000000000005,1.1781387329101562,0.05,1.4970679363985049,3.71566914240099,-0.43730405173481013
7423,7458743,4893,152,123.61,0.69,10.89,0.019,1.4050769805908203,0.05,2.092053606425475,3.6895752157599384,-0.438347396047546
8470,8039796,4968,158,35.33,0.74,4.3260000000000005,0.023,1.3865900039672852,0.05,1.5481436374348454,3.6961815871685237,-0.44089600878490204
12756,10353366,4937,156,41.38,0.49,4.41,0.015,1.386919021606445,0.05,1.6167904863297158,3.6934631272195313,-0.44643612782572023
10319,9094133,5164,166,153.86,1.96,11.985,0.015,1.2411317825317385,0.05,2.1871257281017287,3.712986233594383,-0.4467884750243696
5755,6469446,4811,80,143.69,0.86,12.338,0.027000000000000003,1.3062467575073242,0.05,2.15742654478045,3.6822353569025643,-0.44937517312234154
3048,4920600,4769,80,101.45,0.58,9.221,0.018000000000000002,1.274165153503418,0.05,2.0062520513693647,3.6784273224338673,-0.44985954202680534
15509,12011995,4819,80,22.99,0.34,3.638,0.141,1.2507390975952148,0.05,1.3615389712692791,3.6829569263012085,-0.4504708323929175
5944,6593882,5075,153,49.63,0.57,5.359,0.013,1.273202896118164,0.05,1.6957442751973233,3.7054360465852505,-0.4506758384821887
5953,6599955,5023,175,76.5,1.08,5.829,0.031,1.0871686935424805,0.05,1.8836614351536176,3.700963178159549,-0.4514362250411292
1125,3456587,5136,176,88.98,0.86,8.413,0.025,1.3312873840332031,0.05,1.9492924014120256,3.710625015060797,-0.45162976611951644
11979,9964863,5155,163,88.23,1.11,7.622999999999998,0.017,1.2888479232788086,0.05,1.9456162792267317,3.7122286696195355,-0.45407901677351237
11693,9834173,4918,152,145.3,1.49,11.562,0.014,1.3619747161865234,0.05,2.1622656142980214,3.6917885244026984,-0.4580143100963846
3930,5393453,4868,80,127.87,0.74,10.526,0.014,1.3577041625976562,0.05,2.106768665176806,3.6873505695580273,-0.4615746717631766
7479,7513482,4548,100,39.38,1.18,4.356,0.041,1.4283094406127932,0.05,1.5952757118020995,3.6578204560156973,-0.46211216494771684
10513,9222194,5154,166,31.61,0.52,3.959,0.052000000000000005,1.268606185913086,0.05,1.4998244958395797,3.712144414214886,-0.4635575037557629
15168,11757235,4895,145,20.09,0.52,2.789,0.034,1.3483896255493164,0.05,1.302979936748249,3.6897526961391565,-0.4642222352421378
8674,8149583,4974,100,24.09,0.41,3.3160000000000003,0.02,1.1362752914428709,0.05,1.3818367999983434,3.696705780933917,-0.465302844333098
15693,12121032,5113,160,31.1,0.83,4.0710000000000015,0.046,1.2939319610595703,0.05,1.4927603890268375,3.708675792726537,-0.4656448491457025
1806,3972205,5072,149,56.58,0.61,5.933,0.028,1.31097412109375,0.05,1.752662943120972,3.7051792448736762,-0.46608084654517684
14758,11508928,5153,145,34.16,0.9,4.198,0.028,1.1283531188964844,0.05,1.5335178620169674,3.7120601424610746,-0.46898361179342185
14944,11612112,5185,158,37.85,1.21,4.311,0.064,1.2273235321044922,0.05,1.5780658838360915,3.7147487607250596,-0.4692517555729724
7431,7461851,4571,80,26.5,0.45,3.195,0.019,1.5137405395507812,0.05,1.423245873936808,3.6600112212893308,-0.4704863960498093
9116,8365859,5060,159,31.65,1.16,4.206,0.038,1.331883430480957,0.05,1.500373714353374,3.7041505168397992,-0.47177319628695996
5153,6118941,5228,168,116.89,0.6,10.509,0.017,1.2375869750976562,0.05,2.0677773586333172,3.7183355789085066,-0.4740866049186634
7038,7212148,4896,155,46.88,0.64,4.9860000000000015,0.022,1.425607681274414,0.05,1.6709876030100341,3.6898414091375047,-0.4747801406516902
12393,10158593,5013,162,32.59,0.95,4.0360000000000005,0.041,1.3789224624633791,0.05,1.5130843604651443,3.7000977046130537,-0.4751458774480421
7778,7673365,5140,162,46.06,0.52,5.063,0.014,1.249309539794922,0.05,1.6633239336282124,3.710963118995276,-0.48106430655431526
3675,5272843,4673,80,23.68,1.44,3.347,0.03,1.3491277694702148,0.05,1.374381698050882,3.6695957810243134,-0.4824713975809348
1337,3648943,4786,80,107.31,0.91,9.094,0.018000000000000002,1.3794031143188477,0.05,2.030640194868632,3.6799726942774185,-0.4832060437537194
8870,8233881,5337,164,211.42,1.7,16.266,0.071,1.1556396484375,0.05,2.3251460684907514,3.7272972028035873,-0.4869920938733499
7923,7751978,4663,80,21.96,0.43,3.314,0.043,1.3934812545776367,0.05,1.3416323357780544,3.668665415454492,-0.48703519961121133
1401,3733676,4763,144,107.31,0.64,9.869,0.038,1.3858346939086914,0.05,2.030640194868632,3.6778805815115905,-0.48715655361134763
2959,4847891,4563,100,47.7,0.57,4.796,0.022,1.4519433975219729,0.05,1.678518379040114,3.659250468772661,-0.4879179594278275
5757,6470560,4839,80,51.35,1.25,4.896,0.065,1.4724006652832031,0.05,1.710540447933297,3.684755622108624,-0.4903486118793844
2610,4640930,4995,100,175.49,2.14,13.352,0.016,1.3469209671020508,0.05,2.2442523739724733,3.698535492562001,-0.49217640793081946
5238,6182668,5046,153,213.31,2.69,16.475,0.124,1.2610702514648438,0.05,2.3290112157073684,3.702947246181556,-0.4973597943074653
893,3236455,5221,164,24.2,0.62,3.649,0.067,1.2099981307983398,0.05,1.3838153659804313,3.7177536932107156,-0.5015480417318913
6840,7107940,4727,100,23.12,0.75,2.636,0.015,1.3069114685058594,0.05,1.3639878297484915,3.6745856023029138,-0.5032547852190495
5035,6037805,5163,163,29.6,0.78,3.969,0.081,1.2626228332519531,0.05,1.4712917110589385,3.7129021250472225,-0.5035505191628524
1781,3967739,4690,143,37.67,1.26,4.353,0.028,1.5324954986572266,0.05,1.5759956202032677,3.6711728427150834,-0.5071159241312291
5612,6380975,4815,80,152.54,0.84,12.464,0.031,1.2697992324829102,0.05,2.183383742052695,3.6825962914605532,-0.508810615420539
8608,8111106,5067,166,131.25,0.71,11.109000000000002,0.022,1.3499212265014648,0.05,2.1180993120779945,3.704750904290671,-0.5111913174884971
9840,8760620,4972,153,48.66,0.66,5.158,0.017,1.3602352142333984,0.05,1.6871721045947996,3.696531119969607,-0.5140317436643793
2687,4667909,4793,100,139.71,0.69,11.548,0.014,1.307729721069336,0.05,2.1452274926523938,3.680607428991788,-0.5155224065944646
12485,10219075,4764,80,134.09,0.65,11.549,0.019,1.2449264526367188,0.05,2.127396390776607,3.67797175281074,-0.518927038235461
4586,5731386,4734,152,50.3,0.35,5.4060000000000015,0.016,1.5422201156616209,0.05,1.7015679850559273,3.675228253593064,-0.5199048073307029
7441,7466616,5013,80,77.86,1.23,6.292000000000002,0.04,1.4071683883666992,0.05,1.891314399382143,3.7000977046130537,-0.5201876645486428
14451,11299274,5152,163,31.54,0.94,4.159,0.03,1.2709455490112305,0.05,1.498861688992884,3.711975854351756,-0.5208934593313715
4165,5522575,4894,80,115.88,0.72,9.885,0.016,1.1558990478515625,0.05,2.064008486531724,3.6896639650157703,-0.5210405898136584
5590,6368401,5177,167,32.47,0.43,4.16,0.038,1.2489147186279297,0.05,1.5114822886260015,3.714078164981856,-0.5223481664460253
9631,8630454,5179,164,34.76,0.68,4.225,0.03,1.2618341445922852,0.05,1.5410797677766288,3.714245911017894,-0.5248561505398696
3079,4929697,4609,80,26.84,0.81,3.398,0.158,1.4162206649780271,0.05,1.4287825114969546,3.6636067081245205,-0.5261063485841581
16010,12520008,5177,156,41.17,0.89,4.262,0.027000000000000003,1.2300453186035156,0.05,1.6145808669974862,3.714078164981856,-0.5272941479707091
70,1717783,4971,159,34.64,3.03,4.085,0.027000000000000003,1.3910341262817385,0.05,1.539577883345309,3.696443763138999,-0.5293778850323543
5089,6057174,5166,166,84.05,4.92,6.777,0.048,1.2578916549682615,0.05,1.9245377177754899,3.7131544018372984,-0.5301774194295801
12582,10267570,5160,165,43.79,0.63,4.6610000000000005,0.028,1.262476921081543,0.05,1.6413749451921256,3.7126497016272113,-0.5313953695842077
2528,4567326,4464,80,28.49,0.65,3.283,0.015,1.5243349075317385,0.05,1.4546924492394768,3.6497241859295224,-0.5317151707405718
11519,9763443,5216,164,23.97,1.1,3.545,0.066,1.2215003967285156,0.05,1.3796680340336538,3.717337582723864,-0.5320182767714274
11725,9840003,5207,160,175.9,0.97,14.13,0.04,1.2166118621826172,0.05,2.245265839457461,3.7165875776756923,-0.5321280190341495
4754,5809445,4906,80,35.83,0.75,3.769,0.033,1.450052261352539,0.05,1.5542468081661105,3.690727543870367,-0.5324583723496635
7194,7345128,4757,80,99.48,0.45,9.082,0.02,1.282123565673828,0.05,1.9977357765978985,3.677333151419902,-0.5337245118968695
1183,3533464,4855,80,192.74,1.31,14.764,0.045,1.1927576065063477,0.05,2.2849718546478694,3.686189234244024,-0.5342050710611536
1819,3973813,4592,80,26.0,0.57,3.049,0.016,1.445474624633789,0.05,1.414973347970818,3.662001879389917,-0.5407191917294202
8584,8105129,4947,166,35.26,1.18,4.066,0.031,1.4049968719482422,0.05,1.5472823079633031,3.694341910364181,-0.5412493856702991
13306,10676432,5138,174,35.96,0.67,4.257,0.076,1.302652359008789,0.05,1.5558196830611912,3.7107940999303275,-0.5454616519250683
10026,8914107,4904,80,156.18,0.92,12.498,0.025,1.3603668212890625,0.05,2.1936254184928794,3.690550461510359,-0.5479500391214664
8427,8017348,5245,162,185.69,1.1,14.191,0.029,1.185978889465332,0.05,2.268788516223584,3.7197454925295768,-0.5485996604865168
9111,8365043,5163,163,32.38,0.56,4.185,0.073,1.2672281265258791,0.05,1.5102768444173549,3.7129021250472225,-0.5553984382127679
3165,5000484,5001,157,23.93,0.46,3.047,0.022,1.3609752655029297,0.05,1.3789426986134374,3.699056854547668,-0.5554689892924838
2317,4376913,4757,80,106.09,0.6,9.076,0.022,1.392664909362793,0.05,2.0256744494103445,3.677333151419902,-0.5590853160571112
13274,10665707,4899,144,181.41,0.82,14.304,0.096,1.349565505981445,0.05,2.2586612233256043,3.6901074394563307,-0.5592095812427627
7529,7532487,5084,154,201.83,1.21,15.741,0.024,1.263042449951172,0.05,2.3049857202066724,3.7062055418819706,-0.5601636063911712
7458,7501722,4761,80,130.24,0.82,10.98,0.02,1.3000411987304688,0.05,2.114744387545126,3.6776981814745104,-0.5605644631696248
1205,3543443,5068,160,31.61,1.09,4.113,0.044,1.3143196105957031,0.05,1.4998244958395797,3.7048366062114035,-0.5611430911455961
11103,9570409,4523,80,29.05,0.55,3.617,0.051,1.426645278930664,0.05,1.4631461367263496,3.6554265877459184,-0.5631050151339271
12890,10423340,4877,80,232.41,1.62,18.879,0.029,1.0674457550048828,0.05,2.366254810686386,3.6881527555915663,-0.5654536992247957
2553,4571777,4834,160,67.44,0.99,6.549,0.058,1.4443559646606443,0.05,1.828917561616686,3.6843066460716316,-0.5669868170022365
1570,3851052,4975,165,30.2,0.86,4.262,0.056,1.406442642211914,0.05,1.4800069429571505,3.6967930850817443,-0.569260367620603
11619,9785837,4947,158,34.75,0.5,4.063,0.036000000000000004,1.4148836135864258,0.05,1.5409548089261327,3.694341910364181,-0.5726667346988706
1050,3430674,4912,150,130.74,0.9,11.247,0.026,1.368072509765625,0.05,2.1164084806298993,3.691258358133111,-0.5729226675212549
3644,5265916,4678,163,23.52,0.88,2.6210000000000004,0.172,1.3174371719360352,0.05,1.3714373174041008,3.670060217473134,-0.5732019293041408
14131,11137167,5116,154,22.49,0.5,3.324,0.126,1.2383689880371094,0.05,1.3519894554356322,3.7089305358066165,-0.5746888121747042
13642,10880104,4957,158,53.92,1.07,5.317,0.021,1.3726892471313477,0.05,1.7317498835272633,3.6952189189051508,-0.5751389487078713
7488,7516024,5324,160,119.73,0.86,10.52,0.018000000000000002,1.117326736450195,0.05,2.0782029825036856,3.7262380468026377,-0.5798085669599933
1357,3659407,4854,157,114.26,1.0,9.696,0.023,1.441995620727539,0.05,2.0578942197245302,3.686099771995916,-0.5805324799418144
5877,6535291,4959,160,35.21,1.24,4.235,0.057,1.3937253952026367,0.05,1.5466660250701842,3.6953941082911097,-0.5839157640714737
1063,3438298,5099,160,30.33,0.69,4.095,0.101,1.301015853881836,0.05,1.4818724103106635,3.7074850119674734,-0.5848346692080351
4339,5608582,5152,164,68.72,0.6,6.245,0.017,1.2748355865478516,0.05,1.837083150823186,3.711975854351756,-0.5855933998864176
13238,10651398,5068,100,24.23,0.66,3.442,0.224,1.1550006866455078,0.05,1.3843534141375062,3.7048366062114035,-0.5860835782151439
5731,6450285,5006,167,30.07,0.85,3.74,0.071,1.3889169692993164,0.05,1.4781334281005176,3.6994908452722046,-0.587506543284824
3831,5360690,4556,80,27.01,0.6,3.3560000000000003,0.032,1.4364252090454102,0.05,1.4315245841874509,3.6585837154070626,-0.5876446710279696
5327,6211965,4643,80,70.78,0.7,6.782,0.013,1.3632001876831057,0.05,1.849910558301496,3.666798683666174,-0.5876982180841306
833,3218973,5033,154,36.4,0.99,4.263,0.037000000000000005,1.3280515670776367,0.05,1.561101383649056,3.7018269303971394,-0.5891890529828574
876,3233647,5185,164,35.02,0.56,4.248,0.081,1.2369871139526367,0.05,1.5443161417474274,3.7147487607250596,-0.5899130856924741
1186,3534077,5196,158,231.29,2.47,17.038,0.075,1.2098751068115234,0.05,2.3641568561225306,3.71566914240099,-0.5909029751115977
6040,6634419,5104,80,92.39,2.11,7.237999999999999,0.031,1.0450325012207031,0.05,1.9656249671092427,3.707910665713106,-0.5923380839783109
12844,10404576,4964,155,42.04,1.19,4.197,0.058,1.369405746459961,0.05,1.6236627073562047,3.695831772826692,-0.5930432755658136
5332,6212768,5129,172,27.41,0.54,3.854,0.071,1.2800407409667969,0.05,1.4379090355394983,3.7100326990657537,-0.5949810756504202
14322,11241927,4589,100,26.68,0.41,2.9560000000000004,0.011,1.3840112686157229,0.05,1.4261858252445114,3.6617180576946593,-0.5981613411980925
5974,6606669,4560,80,28.46,0.45,3.298,0.015,1.4201412200927734,0.05,1.4542348957482656,3.658964842664435,-0.6010845818910384
8493,8053978,4569,134,28.16,1.7,3.369,0.065,1.5358419418334959,0.05,1.4496326504700745,3.659821158055705,-0.6029951537395715
14682,11460287,4765,80,92.79,0.72,8.176,0.015,1.2476587295532229,0.05,1.9675011747228415,3.6780629049743454,-0.6036609050567235
9992,8872979,5326,100,75.42,1.17,6.303,0.042,1.094013214111328,0.05,1.8774865280696014,3.7264011621029223,-0.6046707072376513
14911,11600413,5091,80,79.12,5.82,6.6789999999999985,0.166,1.0692291259765625,0.05,1.898286278589123,3.706803097037338,-0.6067797930312241
11844,9899421,4602,80,25.26,0.39,3.069,0.011,1.3638277053833008,0.05,1.402433346219312,3.6629466143326246,-0.6079288262078039
11051,9529813,4756,80,120.18,0.62,10.849,0.017,1.2248125076293943,0.05,2.0798321996772198,3.677241845946654,-0.6096835885577782
783,3119354,4943,150,38.08,0.57,4.131,0.016,1.3808364868164062,0.05,1.5806969397124366,3.693990610460777,-0.6097698258753877
9467,8555599,4574,80,62.77,0.59,6.33,0.014,1.3690299987792969,0.05,1.7977521286507108,3.66029616027073,-0.6101903601205054
15065,11668915,5182,159,40.37,0.59,4.2410000000000005,0.039,1.2380037307739258,0.05,1.6060587494103142,3.714497408649806,-0.6114249458259063
329,2436458,4481,143,37.76,0.79,4.152,0.01,1.6225948333740234,0.05,1.5770319856260313,3.6513749439130434,-0.612321892657988
7685,7618384,4986,157,50.58,0.61,5.306,0.018000000000000002,1.352229118347168,0.05,1.7039788250083858,3.6977522741677546,-0.6162051700703853
4988,5982708,4977,80,62.13,6.36,5.109,0.078,1.384206771850586,0.05,1.793301353613115,3.696967640744023,-0.6175028812597019
7155,7288938,5139,172,85.78,0.74,7.56,0.021,1.3115997314453125,0.05,1.9333860419030544,3.710878617685173,-0.6182216811164377
3903,5384777,4911,80,207.9,1.33,16.273,0.036000000000000004,1.2626104354858398,0.05,2.317854489331469,3.691169934131604,-0.618987885538969
1231,3547853,5088,164,42.56,0.82,4.622,0.021,1.3052492141723633,0.05,1.6290016192869918,3.7065471026403576,-0.6197326540011451
15133,11721438,5307,100,107.77,1.26,8.496,0.038,1.1674928665161133,0.05,2.0324978828571103,3.7248490876293854,-0.6208142176831235
8241,7917803,4944,152,38.45,0.85,4.312,0.022,1.3790035247802734,0.05,1.58489634413745,3.6940784620807596,-0.622900278481301
14994,11624392,5000,158,46.05,1.74,4.437,0.044,1.3527565002441406,0.05,1.6632296345328677,3.6989700043360187,-0.6230002931892142
2978,4857279,4803,80,152.78,0.85,13.118,0.02,1.226658821105957,0.05,2.184066505691661,3.681512586638962,-0.6237222226537991
3949,5426137,4761,139,91.52,0.56,8.32,0.012,1.4198112487792969,0.05,1.961516011448949,3.6776981814745104,-0.6238239990021545
10965,9471315,4964,153,199.76,1.29,14.864,0.015,1.3303470611572266,0.05,2.300508529343291,3.695831772826692,-0.6263243129763345
11925,9943601,4888,147,19.89,0.76,2.748,0.016,1.3229703903198242,0.05,1.2986347831244356,3.689131197234498,-0.6275723784399135
12138,10031345,5028,159,119.16,1.18,9.917,0.026,1.3652639389038086,0.05,2.076130494543006,3.7013952690139202,-0.62912951731695
7404,7448801,5113,167,34.28,0.77,4.24,0.067,1.3071393966674805,0.05,1.5350408132511606,3.708675792726537,-0.6306649495055892
11407,9706219,4861,80,86.88,0.84,8.003,0.019,1.1739072799682615,0.05,1.9389198122447717,3.686725621074542,-0.6313955538332084
8994,8307149,4641,80,72.97,0.88,6.984,0.015,1.4035749435424805,0.05,1.8631443462526676,3.66661156841903,-0.6323036943329474
4761,5816145,4793,80,46.85,1.43,4.863,0.025,1.483196258544922,0.05,1.6707095952237971,3.680607428991788,-0.6340278148207326
13958,11038376,5233,157,144.65,1.81,11.834,0.015,1.174089431762695,0.05,2.1603184379840017,3.718750734739665,-0.6348293509139042
3449,5129747,5081,80,103.47,2.72,8.244,0.046,1.3746194839477541,0.05,2.014814449087053,3.705949194910296,-0.6350227791459463
15504,12009953,4553,80,46.93,0.51,4.92,0.019,1.4092721939086914,0.05,1.6714505542124947,3.6582976503081897,-0.6353504913457748
8373,7983431,4725,80,110.88,0.61,10.013,0.015,1.3788299560546875,0.05,2.0448532172677316,3.674401812845282,-0.636893058404494
8210,7903576,4661,80,96.26,0.71,8.487,0.016,1.4781141281127932,0.05,1.9834458573413396,3.6684791029325856,-0.6382670615775405
7163,7292816,4968,162,34.07,1.01,4.092,0.024,1.3974227905273438,0.05,1.5323721335678775,3.6961815871685237,-0.6387129933696368
10467,9205419,4893,80,111.7,0.62,9.931,0.016,1.1551313400268557,0.05,2.048053173115609,3.6895752157599384,-0.6390266629153856
598,2850913,4439,127,49.67,0.61,5.228,0.013,1.4633769989013672,0.05,1.6960941599952233,3.6472851450253665,-0.639489855959566
4559,5718010,4847,80,45.31,0.6,4.52,0.08800000000000001,1.4429454803466797,0.05,1.6561940621791857,3.6854730197227594,-0.6411843318876668
8498,8056874,4899,80,53.07,0.74,5.263,0.034,1.4123067855834959,0.05,1.7248490876293856,3.6901074394563307,-0.6452464501937293
14225,11189077,5193,158,33.77,0.47,4.087,0.021,1.2113018035888672,0.05,1.5285310606354117,3.715418322595056,-0.6464672815699414
12996,10487616,5048,161,27.79,0.81,3.879,0.076,1.352338790893555,0.05,1.4438885467773719,3.703119346236078,-0.6533966406171603
11082,9536730,4963,158,51.3,0.76,5.551,0.022,1.3651704788208008,0.05,1.7101173651118162,3.6957442751973235,-0.655682814056359
4261,5553307,4884,80,257.36,2.92,18.439,0.017,1.1838665008544922,0.05,2.4105410478939135,3.688775655272845,-0.6558295097188812
15889,12315090,5073,156,53.29,0.47,5.635,0.014,1.2772111892700195,0.05,1.7266457202409118,3.7052648623174043,-0.6586452811417628
15199,11768640,5213,157,32.01,0.43,4.114,0.029,1.2043352127075195,0.05,1.5052856741441323,3.717087724927019,-0.6595868150915961
10186,9020066,4955,159,53.08,0.36,5.362,0.02,1.3726272583007812,0.05,1.7249309141923979,3.695043658821294,-0.6608089831117251
6275,6778606,5156,166,26.2,0.77,3.789,0.152,1.2665071487426758,0.05,1.4183012913197455,3.7123129086813655,-0.6625561760872533
3824,5359329,5059,161,33.1,0.68,4.057,0.042,1.32177734375,0.05,1.5198279937757189,3.7040646794085674,-0.6633092318522704
15914,12366053,5196,164,61.74,0.74,6.066,0.022,1.2325105667114258,0.05,1.7905666251460766,3.71566914240099,-0.6668984666596575
6994,7199900,5068,161,44.7,0.38,4.9460000000000015,0.012,1.3033456802368164,0.05,1.6503075231319364,3.7048366062114035,-0.6695430781811889
10747,9350634,4501,131,28.66,0.97,3.227,0.065,1.5420207977294922,0.05,1.4572761860613257,3.653309012938479,-0.6703371842744891
11974,9963690,5223,182,172.93,1.12,13.918,0.019,1.2016057968139648,0.05,2.2378703414767376,3.7179200258369938,-0.6719094808523314
3935,5395247,5076,159,53.86,2.67,4.809,0.043,1.2725915908813477,0.05,1.7312663490754916,3.7055216134226674,-0.6721711991765018
4335,5607582,5070,172,29.92,0.54,4.452,0.063,1.3185510635375977,0.05,1.4759615891924238,3.705007959333336,-0.6750641983419267
10210,9026802,5106,162,25.68,1.16,2.894,0.054000000000000006,1.2907266616821291,0.05,1.4095950193968156,3.7080808104682315,-0.6778970953526133
12827,10396839,5226,159,29.8,1.0,3.898,0.134,1.1903667449951172,0.05,1.4742162640762553,3.718169405391307,-0.6788178572447244
1114,3454968,4810,168,50.11,1.14,4.501,0.481,1.5185928344726562,0.05,1.6999244027424767,3.682145076373832,-0.6789406098573016
15456,11969372,5037,162,36.6,0.63,4.173,0.025,1.3201227188110352,0.05,1.5634810853944108,3.702171950857711,-0.6882602084249572
5615,6383228,5067,80,90.34,1.13,7.351,0.028,1.365825653076172,0.05,1.9558800862253753,3.704750904290671,-0.6903909737574465
5265,6196621,5192,166,29.72,0.77,3.83,0.129,1.254638671875,0.05,1.4730488050885377,3.715334683792313,-0.6931168407948133
11316,9657730,5196,161,29.99,0.8,4.519,0.084,1.2518062591552734,0.05,1.476976465759527,3.71566914240099,-0.6934790118048386
681,2992250,5180,161,41.16,0.45,4.47,0.032,1.2526044845581057,0.05,1.6144753660903952,3.714329759745233,-0.6938785497841115
3934,5394670,4929,153,37.32,1.89,4.277,0.056,1.4162397384643557,0.05,1.5719416350744624,3.692758818154724,-0.6961811315013324
2708,4680467,4994,158,161.88,2.79,12.058,0.029,1.355815887451172,0.05,2.209193195719529,3.698448538015329,-0.6975483274633614
10205,9025726,5032,146,34.34,0.55,4.082,0.024,1.360128402709961,0.05,1.5358002908248978,3.7017406324372124,-0.7035577745447696
11169,9591529,4563,134,26.04,0.75,3.242,0.05,1.5078763961791992,0.05,1.4156409798961542,3.659250468772661,-0.7045152443684396
3145,4953262,4868,80,189.71,0.78,14.705,0.052000000000000005,1.2410459518432615,0.05,2.2780902240376046,3.6873505695580273,-0.7061705726171505
13830,10977979,4860,80,196.45,0.81,15.341,0.026,1.2009544372558594,0.05,2.2932520331478248,3.6866362692622934,-0.7065889473179071
13249,10656842,4745,80,123.63,0.56,10.483,0.017,1.2847537994384766,0.05,2.0921238692442508,3.6762362167633116,-0.7097556271653185
2070,4169773,4823,80,147.04,1.78,11.629,0.023,1.307805061340332,0.05,2.167435494042036,3.6833172619218826,-0.7098033850286348
2732,4736439,5156,170,49.31,0.43,5.684,0.021,1.1757268905639648,0.05,1.6929350025311378,3.7123129086813655,-0.7098482392598324
9341,8487525,5359,165,187.47,1.55,15.785,0.038,1.0832033157348633,0.05,2.2729317793870707,3.729083757043612,-0.7104079163753311
5662,6431941,4683,100,21.35,0.39,2.817,0.016,1.3643789291381836,0.05,1.3293978793610428,3.6705241577820797,-0.711003197348723
8919,8265154,4967,149,208.08,1.79,16.589000000000002,0.05,1.312800407409668,0.05,2.3182303391878163,3.6960941599952233,-0.7137798295128918
