Unnamed: 0,ID,teff,teff_err,numax,numax_err,dnu,dnu_err,bp_rp,bp_rp_err,lg_numax,lg_teff,rank,error_flag
9749,KIC8696035,4935,80,29.15,1.56,4.007,0.07400000000000001,1.2262449264526398,0.05,1.4646385590950302,3.69328715700566,5.45045576843118,0
14008,KIC11074687,4996,147,95.53,1.56,8.878,0.069,1.24293041229248,0.05,1.98013977774575,3.6986224297021,5.25274528363988,0
2142,KIC4261170,4644,80,45.24,0.6,4.7860000000000005,0.018000000000000002,1.40783596038818,0.05,1.65552259625342,3.66689221106654,4.73978763280959,-1
9752,KIC8701893,4903,80,44.43,0.87,4.754,0.039,1.3324985504150402,0.05,1.6476763132408703,3.6904618932461806,4.99608319404405,0
14294,KIC11231549,4728,100,29.72,0.48,3.448,0.02,1.3430595397949199,0.05,1.47304880508854,3.6746774678732,5.53812327378966,0
1256,KIC3557606,5016,80,108.92,1.52,8.004,0.023,1.21917724609375,0.05,2.03710763266793,3.70035752782266,5.34931769551231,-1
10943,KIC9467102,5095,146,119.42,0.85,10.387,0.013000000000000001,1.1884279251098602,0.05,2.07707706684576,3.7071441883424403,4.86635918955638,-1
12831,KIC10397849,5059,152,88.58,0.76,8.35,0.017,1.25928783416748,0.05,1.94733567594874,3.70406467940857,4.791472764184321,0
9452,KIC8547469,4936,100,29.57,0.77,3.8169999999999997,0.064,1.25663757324219,0.05,1.47085132452612,3.6933751510251804,5.3326910147271205,0
15252,KIC11805876,4985,100,129.39,1.26,9.754,0.019,1.22565174102783,0.05,2.11190071286561,3.6976651626476698,4.91564529410588,0
12366,KIC10153739,5083,100,98.91,1.03,7.955,0.015,1.19455718994141,0.05,1.9952402018628201,3.7061201097027006,5.44878717511644,-1
4634,KIC5772994,4982,145,32.46,1.02,4.1530000000000005,0.121,1.24117374420166,0.05,1.51134851549021,3.6974037232004906,5.14982821112651,1
4824,KIC5878463,4659,100,42.05,0.76,4.458,0.05,1.4115829467773402,0.05,1.6237660001339298,3.6682927104482204,5.1818069114114405,0
13044,KIC10525595,5033,100,116.38,0.89,9.453,0.016,1.1564188003540001,0.05,2.0658783528573896,3.7018269303971403,4.9647861704241905,-1
11768,KIC9874730,4767,137,30.64,0.87,3.67,0.204,1.38546466827393,0.05,1.48628876096057,3.6782451519270403,5.151776024716701,0
11078,KIC9535481,4667,80,34.85,0.66,4.058,0.047,1.40630912780762,0.05,1.54220278243403,3.66903780088516,5.14237699475568,0
16088,KIC12884116,4645,80,50.52,0.35,5.376,0.018000000000000002,1.39746570587158,0.05,1.70346334188329,3.66698571832966,4.92631718018374,0
13536,KIC10814091,4920,80,45.47,0.75,4.573,0.063,1.3157529830932602,0.05,1.65772495420511,3.6919651027673597,5.150227447129059,1
8937,KIC8280407,5060,145,96.75,0.77,8.982999999999999,0.032,1.1968173980712902,0.05,1.98565097369095,3.7041505168397997,5.518688138510011,-1
1486,KIC3762380,4652,80,56.2,0.88,5.365,0.017,1.41392803192139,0.05,1.7497363155690602,3.66763970605641,4.706809777595081,0
6839,KIC7107505,4949,100,63.82,0.54,6.757000000000001,0.017,1.17732429504395,0.05,1.80495679985749,3.6945174538111605,4.7963128508965704,-1
5458,KIC6290632,4733,137,32.8,0.45,3.6919999999999997,0.013000000000000001,1.40220069885254,0.05,1.5158738437116799,3.6751365044679902,5.380732977508,-1
14896,KIC11597759,4873,100,28.53,0.46,3.795,0.087,1.27987480163574,0.05,1.45530177165708,3.68779641138129,5.3885694516453695,-1
4817,KIC5876758,4970,100,34.94,0.94,4.131,0.05,1.2581758499145501,0.05,1.5433229006469098,3.69635638873333,4.93052831302404,-1
5235,KIC6181896,5075,100,70.59,0.82,6.477,0.013999999999999999,1.1930122375488301,0.05,1.8487431818956799,3.70543604658525,5.029451695983191,-1
148,KIC2011827,4906,148,29.51,0.5,3.943,0.062,1.33512210845947,0.05,1.46996920949996,3.6907275438703704,5.54101128079809,-1
8549,KIC8092466,4727,80,59.16,0.7,5.89,0.017,1.31114387512207,0.05,1.7720281653248602,3.67458560230291,5.14979480887308,0
6159,KIC6706559,4887,80,60.8,1.37,5.609,0.018000000000000002,1.3378944396972698,0.05,1.7839035792727398,3.68904233902817,5.04342835509957,-1
10565,KIC9268703,4788,80,29.46,0.64,4.13,0.081,1.24515533447266,0.05,1.46923274250661,3.68015414173437,5.22621200345661,0
10244,KIC9034557,4858,100,42.96,0.62,4.364,0.027000000000000003,1.34978675842285,0.05,1.6330642726915,3.68645751046911,5.5810715523588,-1
5259,KIC6192431,4641,100,35.1,0.69,4.137,0.05,1.35239124298096,0.05,1.54530711646582,3.6666115684190297,5.06288640575162,-1
6679,KIC7020373,4972,174,58.64,0.53,6.181,0.016,1.25662040710449,0.05,1.7681939616330702,3.69653111996961,5.302658454243191,0
12131,KIC10029821,4950,80,65.39,0.72,5.904,0.027000000000000003,1.2749538421630902,0.05,1.81551133736276,3.6946051989335698,5.31483508166601,0
7534,KIC7533043,4761,80,75.13,0.71,7.27,0.016,1.3609476089477501,0.05,1.8758133888397601,3.67769818147451,4.7864934135417805,-1
7396,KIC7447051,4872,80,27.57,0.45,4.007,0.055,1.30378818511963,0.05,1.44043676610577,3.68770727962482,5.26974311650043,1
4990,KIC5983299,4932,80,63.54,0.87,5.789,0.033,1.2316312789916999,0.05,1.8030472104911297,3.69302306792369,5.45235975101943,-1
5667,KIC6435786,4987,100,142.9,0.81,11.819,0.016,1.24457836151123,0.05,2.15503222879097,3.69783936821836,4.9809343772547505,0
4489,KIC5697234,4895,147,42.55,0.51,4.706,0.013999999999999999,1.32704830169678,0.05,1.6288995644206101,3.6897526961391605,5.4951941440787495,-1
12451,KIC10202184,5021,100,158.16,0.82,12.707,0.021,1.15697383880615,0.05,2.19909665630562,3.70079022137435,4.82841512151099,0
3261,KIC5024601,4678,100,32.98,1.18,3.7030000000000003,0.015,1.39934730529785,0.05,1.5182506513085,3.6700602174731296,5.29185764871196,0
2128,KIC4253573,4782,141,30.61,1.07,3.838,0.03,1.36540031433106,0.05,1.48586332959733,3.6796095717797597,5.25956516488856,-1
8506,KIC8074520,4820,141,30.86,0.77,3.778,0.019,1.3716545104980502,0.05,1.4893959217271298,3.68304703823885,4.80924546061918,-1
5575,KIC6365867,4878,100,27.31,0.54,3.7510000000000003,0.034,1.25645637512207,0.05,1.43632170013973,3.68824179597771,4.65009600070553,0
2580,KIC4580189,4793,80,63.16,0.83,5.817,0.011000000000000001,1.36800861358643,0.05,1.8004421213362602,3.68060742899179,5.11898868320756,0
5165,KIC6123238,5036,100,60.95,0.96,5.39,0.028999999999999998,1.2187700271606399,0.05,1.7849737099543999,3.70208572143583,4.83332369441026,0
8184,KIC7897890,4856,80,27.02,0.89,3.877,0.061,1.2856864929199199,0.05,1.4316853446860098,3.6862786780672003,4.82332380155093,-1
13443,KIC10750658,4760,80,32.89,0.95,4.071000000000001,0.038,1.4013528823852501,0.05,1.5170638734826498,3.67760695272049,5.1189453308095,0
4696,KIC5790837,4681,137,47.43,0.56,4.678999999999999,0.02,1.34766912460327,0.05,1.6760531246518702,3.6703386411274397,5.17671102690871,0
10559,KIC9267654,5042,100,118.55,0.93,10.307,0.017,1.21375370025635,0.05,2.0739015583142097,3.7026028413404304,5.08683226140161,0
7095,KIC7267753,4899,144,69.34,0.7,6.877999999999999,0.017,1.30020618438721,0.05,1.84098383732038,3.69010743945633,5.494101038787099,-1
6729,KIC7036099,4809,80,64.29,0.7,5.89,0.01,1.2719030380249,0.05,1.80814342576149,3.68205477707381,5.53545784366863,0
12367,KIC10153785,4674,80,32.78,0.41,3.9730000000000003,0.017,1.33150672912598,0.05,1.51560894923448,3.6696887080562095,5.58064527751131,0
15092,KIC11702480,4641,80,37.7,1.25,3.891,0.013000000000000001,1.36202335357666,0.05,1.5763413502057901,3.6666115684190297,4.7160708589442,-1
8748,KIC8172784,5008,80,121.39,1.35,9.724,0.013000000000000001,1.19476890563965,0.05,2.08418291142047,3.6996643202023702,5.013553331548549,-1
10822,KIC9397816,4878,146,46.52,0.66,5.132000000000001,0.026000000000000002,1.36011219024658,0.05,1.6676397060564099,3.68824179597771,4.68770069642751,0
12207,KIC10073828,4824,100,30.76,0.93,3.765,0.032,1.37222576141357,0.05,1.48798633112939,3.6834072991320896,4.74168554437193,-1
7466,KIC7505801,4801,144,70.72,0.53,6.742000000000001,0.013000000000000001,1.3797922134399399,0.05,1.84954225200502,3.68133170596917,4.67697478476407,-1
12846,KIC10404994,4855,97,41.85,1.01,4.543,0.172,1.1985673904418899,0.05,1.62169546232928,3.68618923424402,5.45706356751991,-1
13992,KIC11068783,4813,144,55.02,0.52,5.563,0.015,1.3775577545166,0.05,1.74052058605366,3.68241586167736,4.96732718107675,-1
14707,KIC11465942,5005,80,100.6,2.25,7.7620000000000005,0.026000000000000002,1.18388557434082,0.05,2.00259798071991,3.6994040818153398,5.33851575427291,0
13541,KIC10815462,4652,80,33.19,0.49,4.026,0.027999999999999997,1.4016752243041999,0.05,1.5210072524086002,3.66763970605641,4.6745989713060405,-1
15858,KIC12268448,4987,142,37.29,0.5,4.325,0.05,1.1959266662597698,0.05,1.5715923833613101,3.69783936821836,5.55035071083263,0
6974,KIC7188868,4664,100,34.22,0.63,4.1419999999999995,0.026000000000000002,1.36762714385986,0.05,1.5342800052050802,3.6687585417509596,5.5915618578364805,0
13121,KIC10555186,4988,100,166.07,0.95,12.408,0.013000000000000001,1.1905546188354499,0.05,2.22029118566516,3.6979264448065097,4.83512799166587,0
3164,KIC5000307,4955,80,42.16,0.63,4.813,0.052000000000000005,1.1914119720459,0.05,1.62490060220449,3.69504365882129,5.51911379171626,0
11649,KIC9814467,4730,136,48.0,0.49,5.127999999999999,0.018000000000000002,1.41512775421143,0.05,1.6812412373755903,3.6748611407378102,5.35331780176693,-1
2426,KIC4473473,4688,134,30.72,0.35,3.315,0.016,1.4004821777343797,0.05,1.4874212113594698,3.6709876030100297,4.78540340689251,0
5603,KIC6371141,5030,80,72.24,1.24,5.995,0.028999999999999998,1.19727420806885,0.05,1.85877773730545,3.70156798505593,5.145446052738,-1
15191,KIC11764438,4963,145,31.39,0.91,3.9160000000000004,0.037000000000000005,1.2633962631225601,0.05,1.49679131570004,3.69574427519732,5.0309432805517,-1
4342,KIC5610200,4955,80,147.23,2.77,11.505,0.057,1.21242809295654,0.05,2.16799631208688,3.69504365882129,4.76298758529073,-1
15624,KIC12101990,4980,100,30.61,0.4,3.957,0.065,1.23454189300537,0.05,1.48586332959733,3.6972293427597203,5.41129433614462,0
11331,KIC9662768,4807,80,43.34,0.92,4.637,0.025,1.38424015045166,0.05,1.6368889069838,3.68187412212865,5.55491459756912,1
14840,KIC11558405,4904,151,29.27,0.69,3.815,0.057,1.3608808517456101,0.05,1.46642272243379,3.6905504615103597,4.73928775004831,0
13773,KIC10937597,4902,80,35.42,0.71,4.159,0.063,1.31240367889404,0.05,1.54924855685406,3.69037330691606,5.36326568988217,-1
10793,KIC9390666,4821,100,28.64,0.52,3.753,0.043,1.2719764709472698,0.05,1.45697301363582,3.68313713148301,5.37597367600379,-1
6129,KIC6695665,4993,80,58.95,0.66,5.507999999999999,0.026000000000000002,1.19213390350342,0.05,1.77048380943111,3.69836156605511,5.23801881710026,0
100,KIC1864959,4998,147,40.69,0.85,4.486000000000001,0.038,1.20406246185303,0.05,1.60948768985329,3.69879625179043,4.76205920673116,-1
12504,KIC10222511,4855,169,50.87,1.68,5.192,0.162,1.34628772735596,0.05,1.70646173763136,3.68618923424402,5.5764019932451,0
632,KIC2860936,5077,80,101.39,1.61,7.638999999999999,0.037000000000000005,1.1441001892089802,0.05,2.00599512305469,3.7056071634046,5.37618698936752,-1
11667,KIC9824342,4863,145,60.17,0.4,6.093,0.019,1.3564901351928702,0.05,1.7793800114916598,3.6869042695681804,4.826064051852059,0
504,KIC2697082,4937,100,31.32,0.82,3.3280000000000003,0.045,1.27765464782715,0.05,1.4958217533859097,3.69346312721953,5.34454694703809,-1
13046,KIC10525987,4956,161,31.06,0.45,3.8939999999999997,0.107,1.33906364440918,0.05,1.4922014513925401,3.69513129770403,4.67896153790173,0
306,KIC2421920,4936,150,31.75,0.5,3.759,0.015,1.31137943267822,0.05,1.50174372962799,3.6933751510251804,5.14274104007395,0
6203,KIC6762210,4841,169,29.1,0.87,3.986,0.042,1.25440120697021,0.05,1.4638929889859098,3.68493508264089,5.53639113001151,0
1786,KIC3968402,4700,142,37.81,0.84,4.0969999999999995,0.026000000000000002,1.4222097396850601,0.05,1.5776066773625401,3.67209785793572,5.09822046714664,0
4064,KIC5461146,4814,80,56.49,0.66,5.612,0.02,1.3789978027343797,0.05,1.7519715747363303,3.6825060859390097,4.78048732061762,-1
2388,KIC4459408,4717,80,43.15,0.49,4.666,0.015,1.29284477233887,0.05,1.6349808000512298,3.6736658762457,5.39138501818272,-1
1430,KIC3747860,4835,100,36.36,0.52,4.103,0.011000000000000001,1.35803699493408,0.05,1.56062387454993,3.68439647841902,5.49955003919135,-1
6799,KIC7097136,4770,80,41.1,0.62,4.38,0.033,1.2454719543457,0.05,1.6138418218760702,3.67851837904011,5.568705711576659,-1
6242,KIC6768355,4998,100,36.71,0.84,4.213,0.035,1.2337465286254898,0.05,1.5647843845039902,3.69879625179043,4.89060843104759,0
9993,KIC8873797,4908,100,30.24,0.72,3.864,0.037000000000000005,1.35253429412842,0.05,1.48058178682917,3.69090455405497,5.0264931507491,-1
12518,KIC10226276,4742,100,61.44,0.49,6.045,0.013999999999999999,1.3197193145752,0.05,1.78845120702346,3.67596154964217,5.29949918742214,0
20,KIC1162746,4989,100,27.38,0.77,3.7030000000000003,0.111,1.25595664978027,0.05,1.4374334437979701,3.69801350393918,4.76511125604735,0
5566,KIC6363534,4669,100,31.8,0.69,3.82,0.021,1.3770675659179699,0.05,1.5024271199844301,3.66922387393081,5.21490328302266,0
8639,KIC8142716,4836,140,30.7,0.7,3.38,0.017,1.33611011505127,0.05,1.48713837547719,3.6844862921887302,5.42828760978311,-1
11736,KIC9844865,4830,80,53.64,0.71,5.006,0.043,1.3587484359741202,0.05,1.72948876917956,3.6839471307515095,5.49195025503046,-1
7146,KIC7286741,4782,80,57.37,0.46,5.895,0.015,1.25096130371094,0.05,1.75868484988244,3.6796095717797597,5.26806673804105,0
6541,KIC6939574,4681,100,30.4,0.49,3.852,0.033,1.3546686172485398,0.05,1.48287358360875,3.6703386411274397,5.2152815501810705,0
15374,KIC11905997,4920,100,63.74,0.45,6.547000000000001,0.013000000000000001,1.2421236038208001,0.05,1.80441205913771,3.6919651027673597,5.47987063408433,-1
8700,KIC8159235,4862,170,59.56,0.42,6.138,0.017,1.3382873535156299,0.05,1.77495468908014,3.68681495450732,5.3721690065993295,0
15533,KIC12021906,4966,100,42.28,0.63,4.524,0.022000000000000002,1.28392505645752,0.05,1.6261349786353898,3.69600671521855,4.91722114282125,-1
10623,KIC9286851,5075,80,86.98,3.32,6.581,0.053,1.13741874694824,0.05,1.93941940332932,3.70543604658525,4.655892597713651,-1
2157,KIC4263884,4969,80,35.49,0.52,4.099,0.121,1.23546028137207,0.05,1.5501059993475903,3.6962689967455296,5.41504515117039,-1
2991,KIC4902641,5015,100,96.73,1.22,7.903,0.027000000000000003,1.18631172180176,0.05,1.9855611877733501,3.7002709373564397,5.41655261545134,-1
12021,KIC9994845,4797,142,32.67,0.3,3.7310000000000003,0.019,1.3799352645874,0.05,1.51414913447544,3.6809697184659,5.345817448980231,-1
8084,KIC7837954,4998,80,107.49,1.29,8.48,0.013000000000000001,1.1686983108520501,0.05,2.03136806288577,3.69879625179043,4.990623659077429,-1
6546,KIC6940816,4976,157,36.32,0.87,4.118,0.076,1.25863933563232,0.05,1.56014583984905,3.6968803716827594,4.775478761517309,-1
1704,KIC3951357,4858,148,29.16,0.67,3.5389999999999997,0.018000000000000002,1.4019584655761699,0.05,1.4647875196459401,3.68645751046911,4.64419207361587,-1
2821,KIC4761037,5047,80,91.94,1.64,7.609,0.034,1.24966144561768,0.05,1.9635044994142898,3.70303330473369,5.061251612874,0
3721,KIC5288716,4940,100,36.02,0.62,4.231,0.057,1.29306602478027,0.05,1.55654370848351,3.6937269489236497,4.9925052263873395,0
9223,KIC8418027,5043,146,120.24,0.66,10.852,0.017,1.15113639831543,0.05,2.08004896757885,3.7026889681591295,4.735044409032089,-1
291,KIC2306481,4921,80,36.59,0.51,4.2,0.051,1.31030464172363,0.05,1.56336240948661,3.6920533650340803,4.99269551350118,0
11737,KIC9845028,4980,80,29.52,0.5,4.227,0.086,1.18585777282715,0.05,1.4701163531510002,3.6972293427597203,4.970496840167621,-1
7874,KIC7734158,5053,149,86.36,0.6,8.142999999999999,0.021,1.2349777221679699,0.05,1.9363126336621899,3.70354929823823,4.816615301944741,0
1307,KIC3642101,4753,80,30.44,0.89,3.904,0.06,1.36108303070068,0.05,1.48344464809854,3.6769678142947595,5.5670077899734105,-1
10442,KIC9172292,4755,80,47.85,0.61,4.729,0.011000000000000001,1.41633319854736,0.05,1.6798819421128601,3.67715052127343,4.9206457789144995,-1
2572,KIC4577784,4792,80,34.05,0.55,3.8539999999999996,0.03,1.3954696655273402,0.05,1.5321171162488,3.6805168093812597,4.996858454487731,-1
2654,KIC4659706,4683,100,38.34,1.3,3.764,0.017,1.4218025207519498,0.05,1.58365210854204,3.67052415778208,5.2347734307532905,0
9385,KIC8506295,4788,142,33.89,1.01,3.668,0.03,1.3961467742919902,0.05,1.5300715688373798,3.68015414173437,5.00933726160018,0
2933,KIC4842850,4835,143,34.31,0.78,4.118,0.034,1.38966655731201,0.05,1.53542071805617,3.68439647841902,4.8545644118602,0
1232,KIC3547943,4840,145,31.16,0.82,3.889,0.037000000000000005,1.38727283477783,0.05,1.49359744900053,3.6848453616444097,4.81553183934182,0
12002,KIC9968249,5011,100,91.05,0.98,7.81,0.017,1.2634677886962902,0.05,1.9592799501309401,3.69992440274248,4.906632896430719,-1
5592,KIC6368890,5024,161,91.14,1.71,8.269,0.05,1.2019462585449199,0.05,1.95970902424643,3.70104963072914,5.50308739075825,-1
6680,KIC7020392,4893,100,29.85,0.84,3.9410000000000003,0.091,1.2545785903930702,0.05,1.4749443354653897,3.68957521575994,5.497148934668401,-1
14343,KIC11245307,4838,100,33.92,0.69,3.701,0.017,1.35746765136719,0.05,1.53045584358468,3.68466586402586,5.24025725259424,0
14302,KIC11234675,4951,150,69.68,0.51,6.95,0.022000000000000002,1.29363346099854,0.05,1.84310814199961,3.6946929263314803,4.980645308973849,1
401,KIC2448225,4799,100,36.56,1.06,4.01,0.027000000000000003,1.3824348449706998,0.05,1.56300618706179,3.68115074993242,5.469391832251611,-1
9873,KIC8804416,5004,145,61.16,0.6,6.4510000000000005,0.015,1.2099399566650402,0.05,1.7864674767402802,3.69931730102138,5.26449359509692,0
2039,KIC4159205,4928,151,33.85,1.17,3.6289999999999996,0.036000000000000004,1.31124305725098,0.05,1.5295586730211597,3.6926706991563703,4.94476060490007,0
6897,KIC7125553,4797,167,30.05,0.41,3.633,0.026000000000000002,1.40246105194092,0.05,1.47784447633876,3.6809697184659,4.69701097800411,-1
8307,KIC7957822,4823,80,29.15,0.58,3.8989999999999996,0.047,1.2618265151977501,0.05,1.4646385590950302,3.6833172619218795,5.596474864828401,0
432,KIC2568563,4787,80,54.45,0.87,5.23,0.037000000000000005,1.3796482086181598,0.05,1.73599788409179,3.68006342748195,5.41258074924606,0
7153,KIC7288301,4849,144,32.62,0.95,4.032,0.037000000000000005,1.34041690826416,0.05,1.5134839567042602,3.6856521841155203,5.42053530563097,-1
12594,KIC10273140,4744,142,32.44,0.47,3.713,0.017,1.45271873474121,0.05,1.51108084553912,3.67614468035621,4.6705151903542,-1
14159,KIC11146152,4811,100,32.19,0.54,3.5639999999999996,0.028999999999999998,1.3681831359863301,0.05,1.5077209766856101,3.68223535690256,5.281281039487401,0
9411,KIC8525150,5002,142,71.39,1.1,5.66,0.027000000000000003,1.18970918655396,0.05,1.85363738195859,3.6991436873944803,5.2085993089343,-1
9674,KIC8669308,4767,100,44.43,0.51,4.984,0.023,1.2500534057617199,0.05,1.6476763132408703,3.6782451519270403,5.52936634720295,0
13395,KIC10733042,4896,80,30.35,0.66,4.186,0.066,1.17538928985596,0.05,1.4821586954112802,3.6898414091375,4.79335219563452,-1
2835,KIC4770149,4737,80,33.15,0.59,4.117,0.037000000000000005,1.4198894500732402,0.05,1.52048353274079,3.67550338472796,4.64170465628523,-1
3286,KIC5042253,4943,80,76.56,1.23,6.452999999999999,0.032,1.2346305847168,0.05,1.88400192476879,3.6939906104607796,4.738356870558481,-1
2012,KIC4143460,4871,100,39.77,0.63,4.2989999999999995,0.035,1.3591804504394498,0.05,1.59955559098598,3.68761812957177,4.64076186497448,-1
11917,KIC9941840,4944,147,48.91,0.74,5.35,0.016,1.2899265289306598,0.05,1.6893976628212801,3.69407846208076,4.99960215293606,-1
5303,KIC6208617,4774,140,41.21,0.51,4.22,0.012,1.39968299865723,0.05,1.6150026145245902,3.67888241467074,5.31578797120559,0
12057,KIC10004825,4714,80,58.14,0.6,5.412000000000001,0.013000000000000001,1.3302755355834999,0.05,1.7644750274344099,3.6733895781882997,4.84321707808904,0
4934,KIC5960394,4894,100,29.39,0.73,4.198,0.064,1.2472715377807602,0.05,1.46819958607261,3.6896639650157703,5.34321049648604,-1
12987,KIC10483504,5144,100,104.89,0.8,8.639,0.012,1.18710708618164,0.05,2.02073408541152,3.7113009599161697,5.015126644094019,-1
14695,KIC11462972,4975,100,43.62,0.8,4.524,0.021,1.22496891021729,0.05,1.63968566124268,3.69679308508174,5.35206211670043,-1
8243,KIC7919558,4692,80,39.22,0.91,4.027,0.013000000000000001,1.43861389160156,0.05,1.5935075893317698,3.67135800344349,4.934041385713611,0
14046,KIC11090395,4973,100,36.86,0.93,4.312,0.067,1.22991752624512,0.05,1.5665553308830602,3.69661845923222,5.414522098817461,-1
2130,KIC4254422,4805,151,29.38,0.7,4.1339999999999995,0.154,1.2318868637084999,0.05,1.4680517914542401,3.68169339200456,5.26208370705979,1
12414,KIC10186608,4725,94,33.45,0.56,4.103,0.032,1.27023029327393,0.05,1.52439612210384,3.6744018128452796,5.556721934869749,0
11792,KIC9883123,5131,100,92.8,0.9,8.256,0.013000000000000001,1.1703958511352501,0.05,1.9675479762188601,3.71020201465538,5.0946804700972805,-1
12645,KIC10288283,4681,80,36.44,0.7,3.77,0.011000000000000001,1.2966880798339802,0.05,1.56157836830096,3.6703386411274397,4.8990233065324595,-1
4907,KIC5949648,4859,147,41.91,0.55,4.3660000000000005,0.013999999999999999,1.3619832992553702,0.05,1.62231766083384,3.6865468990630097,5.12969193649933,1
14196,KIC11177727,4648,100,30.98,0.97,3.778,0.013999999999999999,1.3391819000244098,0.05,1.4910814134231898,3.66726611938227,4.8448212323775595,-1
3921,KIC5391275,4647,80,74.27,0.77,6.777,0.013000000000000001,1.4912919998168899,0.05,1.8708134239156002,3.6671726724788702,4.646373816333281,0
12619,KIC10282002,4694,100,31.12,0.53,3.6830000000000003,0.032,1.4000244140625,0.05,1.49303958831765,3.6715430852625697,5.01494462843654,-1
11793,KIC9883214,4943,100,28.62,0.94,3.886,0.075,1.23897552490234,0.05,1.4566696294237598,3.6939906104607796,5.33073543959044,0
2246,KIC4349710,4801,145,43.56,0.36,5.002,0.02,1.39215087890625,0.05,1.63908787108374,3.68133170596917,5.2725618621097805,0
1646,KIC3868144,4989,139,127.87,0.77,11.187000000000001,0.018000000000000002,1.2088308334350601,0.05,2.10676866517681,3.69801350393918,4.6950943271399295,0
13176,KIC10604255,4753,100,29.78,1.25,3.8080000000000003,0.053,1.2888803482055702,0.05,1.47392469341616,3.6769678142947595,5.52560931885043,0
10746,KIC9350151,4698,80,33.35,0.58,3.735,0.021,1.4350118637084999,0.05,1.5230958382525701,3.67191301244159,4.65890715020154,-1
7629,KIC7597056,4651,100,33.63,0.67,3.9539999999999997,0.053,1.36438179016113,0.05,1.52672686731464,3.6675463395115204,5.26333151478431,0
15129,KIC11718785,4975,147,26.61,0.81,2.863,0.022000000000000002,1.25802135467529,0.05,1.4250448745513897,3.69679308508174,4.66123049046064,-1
12997,KIC10487854,4675,80,46.96,0.5,5.053,0.018000000000000002,1.3424978256225601,0.05,1.6717280882395602,3.66978161520854,4.8406859815659296,0
2471,KIC4543371,5081,80,94.01,0.8,7.704,0.036000000000000004,1.1961879730224598,0.05,1.97317405268297,3.7059491949103,5.3698705628516,-1
2792,KIC4755560,4650,80,49.56,0.59,5.178999999999999,0.013000000000000001,1.4130134582519498,0.05,1.69513129770403,3.6674529528899504,4.78636799527558,-1
5943,KIC6593633,4763,141,30.84,0.41,3.6660000000000004,0.013999999999999999,1.39618015289307,0.05,1.48911436937892,3.67788058151159,4.98828733078179,1
9100,KIC8363272,5015,80,91.21,0.87,7.556,0.049,1.15250492095947,0.05,1.96004245572684,3.7002709373564397,4.8630455844349,0
