dnu,numax,eps,d02,alpha,env_height,env_width,mode_width,teff,bp_rp
1.2287357417240257,2.358764354833192,1.3570183582131405,0.3218777422776466,-2.6961253931566938,1.1614369586272235,1.2697081721795536,-0.9699818932203507,3.6899042643100564,1.502269911424447
1.228995683807611,2.3580880790430068,1.3475215550730937,0.316044281046095,-2.6309534402353285,1.1275910709366028,1.2848502073520225,-0.892520929868679,3.6913085963570227,1.2853522474246175
1.2289750313650034,2.3573248399834417,1.3495565709095627,0.3241183954466702,-2.5954875366890677,1.1328479071542432,1.273743196068165,-0.937810883794881,3.69283193332117,1.151955557122375
1.2287613963410569,2.3597322412111423,1.3563007189485001,0.3203827411377213,-2.678628229047349,1.2021611616811352,1.2959991165993383,-0.9764836775042339,3.6947074381843055,1.1326049868346082
1.228662649422009,2.3591509145096454,1.359236051265521,0.3211127060592955,-2.7646410123777,1.107883044677961,1.2907764190888613,-0.896843421395631,3.6967945410818372,1.1393904698366335
1.2287505962872494,2.3578441534689243,1.3562726320258673,0.32178644615250096,-2.6394484250510986,1.1489059821487235,1.2901710636140196,-0.92271454650855,3.6883015776209582,1.5740120840779024
1.2285437224343148,2.359487283766538,1.3629963873135027,0.3188081929122907,-2.833455152342494,1.1130723466921737,1.2999774770066013,-0.9137164187908792,3.6940040737495528,1.3202670242805352
1.2283438433453993,2.3579413329649266,1.369155736684303,0.31581923108974513,-2.8078371673994442,1.064383080200238,1.2941301039614155,-0.8336223381099148,3.6972536280900647,1.3688207353416462
1.228800506469219,2.358888316183609,1.355098709739333,0.3244881046601231,-2.633948956044828,1.097923394451633,1.2759832231345256,-0.8678430347997264,3.6922094475089464,1.2019161993003504
1.2286873943320014,2.3604746964545424,1.357578979254031,0.3183701938145783,-2.7144157472296646,1.0897032617924962,1.2978520783620706,-0.8896718011473572,3.686751804033632,1.3995659119337351
1.2290703516330317,2.359414193551415,1.346384270176628,0.32380243723706437,-2.5609985097757133,1.0887227809360167,1.2744683440893998,-0.901789345145169,3.6835146009146986,1.3241380394893847
1.2284114155637726,2.3567682885838543,1.3676617176077444,0.3187220128359938,-3.0493963016982266,1.1333723047998534,1.2858415399343157,-0.9303774643408308,3.698830193260135,1.3804452558858076
1.2283943763486442,2.35653853435384,1.3670514843178103,0.3172562055303911,-2.6337802375950212,1.1400368783985066,1.2882382886738872,-0.9362411747897775,3.6992653454420994,1.028158914319976
1.2285021487113523,2.3570979412641835,1.3638747536765043,0.3215438963224621,-2.964334506055147,1.0416821437991262,1.2866703716359023,-0.8407880165702006,3.6952386710188327,1.2947028378608594
1.2287492340767296,2.3603422573526522,1.357003509140536,0.32317720818626894,-2.876492526286496,1.104052461659894,1.292281802423409,-0.9099761780514344,3.6946796837845537,1.2296103458905232
1.2283570628127118,2.3547727263808085,1.369290223931183,0.3281541710450363,-2.7104644663784834,1.1473708338588982,1.2924239910466262,-0.9163418196510078,3.684562017304921,1.3145459792765366
1.2286315592477137,2.3580820411777887,1.36113317772961,0.3244860741405214,-2.7622843749909145,1.0722737732425376,1.2873043376496325,-0.9067234784866653,3.6979788210913247,1.2048859627227853
1.2284766121375297,2.362029288346144,1.3649794725465767,0.3209019020770728,-2.737894898654522,1.0174644708899514,1.2971227746002336,-0.8830281246490597,3.694843692798162,1.1998000788125136
1.2290222573958944,2.3599491898407914,1.3482897183836977,0.3207850724786151,-2.656705459974118,1.0853210229173618,1.2765529215792168,-0.9170624068651246,3.6895451569512376,1.4675063498714374
1.2284200279223996,2.358588252121836,1.3660600544499995,0.3191741796018681,-2.6673831802487484,1.1552345205098553,1.2765223451902994,-0.9517418306513069,3.692857523357742,1.200455592761297
1.2287993678160771,2.35560403732764,1.3539862971003147,0.32109642373183295,-2.567603579898461,1.042010387569823,1.2980906447086433,-0.8739215571332616,3.696928487185972,1.246255455359969
1.228768867268727,2.358422362758617,1.3564570803680218,0.32048438268064844,-2.6936584659807297,0.9972800818392302,1.3163074942203281,-0.8873684106727012,3.7007460351662136,1.2271732557058712
1.2288911790939197,2.360856270020552,1.3519762898350987,0.32012302106719825,-2.6160417332312096,1.024059417893753,1.3021811386259527,-0.8569535351669413,3.684865608641983,1.3259582720277514
1.228821538489654,2.355684397096123,1.3538808718867472,0.3220683959086699,-2.5436997754740096,1.0528465987007054,1.279568567380918,-0.8598022218273375,3.685037364340933,1.419371850394437
1.2286193209646212,2.3566266356787406,1.3613929251798407,0.320625046979536,-2.7219480642841285,1.0183021574502018,1.2927744426202834,-0.8206445423323092,3.6908086799488626,1.3973440502905343
1.2286457765228587,2.361231285993673,1.3601948873191672,0.32400298565305596,-2.793111761024738,1.1008003409482658,1.2924059226121798,-0.9341831697841632,3.69557382511412,1.161243995860274
1.2288670019165695,2.3592353836413134,1.3518229964820492,0.32114112259461786,-2.5883873679655602,1.1441281105675953,1.2975992009465107,-0.9219443275527787,3.6938284391101965,1.1948259436176563
1.2287899676579728,2.3552462873317417,1.3560903598298923,0.32099728487815493,-2.5498078654102105,1.1286134622665562,1.269129940878307,-0.9055376574036614,3.6838750531672937,1.454158393681972
1.2288130194816307,2.357045766215355,1.3544590857658603,0.3239235770546755,-2.6522091674185186,1.1140389827705794,1.2772294448733459,-0.9071258105934029,3.6810081714040157,1.4340490006435003
1.228818926708157,2.3593235048757677,1.353712754157888,0.31807661396204434,-2.621025961480071,1.1043234009461116,1.2864483430188987,-0.895665166648926,3.693014127635898,1.300818336748525
1.2288591593209535,2.359880808866913,1.353656017972688,0.3230232924529436,-2.613433676377519,1.0559630304112668,1.2879686301722448,-0.9048156621497832,3.6855186447800032,1.4027806757369332
1.2286351633205852,2.355117422026651,1.359232714266276,0.32051605451242476,-2.6571169500324103,1.093835708270553,1.2827317674069454,-0.8933740686913566,3.6993665070579147,1.147670992881385
1.2287576002349427,2.359207393905162,1.3563795981684972,0.3217341970061175,-2.712019340368922,1.0794629107643623,1.3294190102040693,-0.9113058550196879,3.692191954192981,1.2608832009759434
1.228549658612998,2.3590400235323723,1.3629939381612473,0.3214708473208688,-2.5921758586228125,1.0891721371046224,1.2937465717897536,-0.9037098911898087,3.6797279503022544,1.3126170126897105
1.2285344385191102,2.355612996670431,1.3626409199359872,0.3168885700429775,-2.7290145936285213,1.1217845606773371,1.2356106698928253,-0.8652174501394808,3.6860554655887108,1.4564580448149995
1.228742291021696,2.361353725182337,1.356326197712508,0.3169103981313934,-2.796318875815957,1.0609657657692897,1.3027165310255855,-0.9026995769360536,3.6922253955294884,1.1871465938654626
1.2287646668646037,2.359190432546859,1.355728938779001,0.3174400635966093,-2.718552872248123,0.990328413163923,1.3275085895565144,-0.8351582368600698,3.6928618175599377,1.343496384987652
1.2285130197420686,2.362751587975831,1.3634566432459463,0.31771478172915235,-2.6936853493732675,1.0484510343084599,1.3416515733615348,-0.9149247032760306,3.6960259845527914,1.1396613231935626
1.22864144184802,2.3561548725321417,1.3602199717033607,0.3226211466691662,-2.759953743234961,1.109495922491892,1.2936684696954754,-0.911280951781796,3.68647829876776,1.4855752097556765
1.2286286774298574,2.3574343390146844,1.3606232672230372,0.32094154622746485,-2.7873198021041734,1.1421623654432536,1.2903986670927403,-0.9463179169061278,3.6853825361673636,1.4293958157127225
1.2289237914585978,2.3610774722497765,1.3519521241061896,0.32070945329823664,-2.6685475288563296,1.1103450970600603,1.309089453403192,-0.9111519532121839,3.689291331564984,1.3463607395834116
1.2286373490531806,2.362744102601376,1.3599717265080498,0.32080658090234915,-2.808235820686359,1.1103092076790821,1.2855241978354897,-0.9555385930015148,3.6938943298897975,1.2100661599651368
1.2287171936709578,2.3579651995821993,1.3579292452904443,0.32284710782703135,-2.6830020187988004,1.0661836364384771,1.2850817901791871,-0.8410053381822448,3.702826605573588,1.4292256864708845
1.2285198452358295,2.356813547873144,1.3640812549933736,0.32099762384469854,-2.6468484115006365,1.0284010077933914,1.3202183580238422,-0.8865733373238255,3.6967861485590765,1.2655008261759748
1.2289937869138914,2.360299616866445,1.3497226601645087,0.32173476630205033,-2.670250439644805,1.0593153709483705,1.3102954056613851,-0.8943931841822159,3.6826384666471053,1.313247386420381
1.2286354873261829,2.3599571863523674,1.3607393142788944,0.3206078711227341,-2.8859441928710035,1.2234191523981972,1.3163395552458248,-0.9824792963187936,3.69699940836966,1.4979428701340092
1.2287283394789508,2.3576359328893775,1.3577388647742572,0.32203492035787074,-2.8029520985145595,1.0529616277176153,1.279431039410823,-0.8635841223991396,3.685885021717671,1.4770779502810882
1.2285026731987974,2.3578554593649415,1.3634699386546998,0.3210436576035829,-2.644099158863687,1.039893215060148,1.3341054178145768,-0.9057687579852388,3.6996675398494947,1.1064856854747571
1.2284637009176829,2.354509477095028,1.3658405136752394,0.32022384059645503,-2.7764589354937224,1.057389449927103,1.2864537485924619,-0.8543442323333914,3.6863368741260834,1.3218268528595614
1.2289387187649123,2.3594441984774877,1.350180255043241,0.3197967123451211,-2.6406901513746313,1.1029470462974895,1.2983479323339935,-0.8905641079750055,3.6900368820379748,1.3215016396413748
1.2288678993917974,2.3599201163156667,1.3525789231897256,0.31893733714760336,-2.6286089724326716,1.0283657832054027,1.2894384229357194,-0.9150509651343216,3.6877068335852017,1.4575608689781754
1.2287469414408514,2.3572734677674125,1.3561077396224719,0.3189488419009162,-2.6880317640293963,1.1303628166432549,1.2934493376346559,-0.9241581981568627,3.6949034460636407,1.2669886679078874
1.2290236523966098,2.3562856094736344,1.3484760908373212,0.32488906898679265,-2.5709879137238194,1.1557527430280876,1.264331720121169,-0.9620872740337967,3.6920168912673983,1.1383558575188786
