# dnu numax eps d02 alpha env_height env_width mode_width teff bp_rp logL logPrior
1.243049920541297704e+00 2.342741943175643993e+00 1.333562765506065118e+00 3.785599059166137592e-01 -2.164954913989974639e+00 2.545387915280546975e-01 1.358843586329983033e+00 -7.583357054860702107e-01 3.698772483941842992e+00 1.216340035076902248e+00 -1.948286191711874608e+03 -4.955950432818831963e+00
1.217974732505811897e+00 2.348727566239673603e+00 1.369268603065312728e+00 3.065069453609711170e-01 -2.525725595987598826e+00 2.216761835725759577e-01 1.293302689807751538e+00 -8.485286350686018775e-01 3.701110672470731000e+00 1.342422869363530502e+00 -1.948065186906811277e+03 -3.514185774896408709e+00
1.213650119334881650e+00 2.341568045347238947e+00 1.390824908776014501e+00 2.993490446997569832e-01 -2.952885895688318829e+00 4.027664342865175384e-01 1.268629426951779937e+00 -7.822334250092681796e-01 3.707904918761875113e+00 1.105056727398146199e+00 -1.948033734195198349e+03 -7.743857311172662961e+00
1.225300521018101385e+00 2.344965977902417009e+00 1.336696367056307233e+00 3.246044952127224992e-01 -2.325644475456728699e+00 8.793938307812529942e-01 1.290645254736645153e+00 -7.968294791105348107e-01 3.701606152073964040e+00 1.228527099280207757e+00 -1.947997118721062634e+03 -2.086307936270896501e+00
1.226243970134945460e+00 2.349981912361513992e+00 1.373580489956204964e+00 3.256456065017881429e-01 -2.707081508306265150e+00 4.626237251636948211e-01 1.313877540158946200e+00 -7.690089212940464103e-01 3.701692379094052576e+00 1.229263007894735749e+00 -1.947985407341042219e+03 -2.453230105554349283e+00
1.227364345491076536e+00 2.351006461682479287e+00 1.348410102295148461e+00 3.155261552180962936e-01 -2.316512084744839939e+00 6.492520983954140901e-01 1.375837306272401195e+00 -6.919044979724982003e-01 3.706639219298010879e+00 1.184837106807506091e+00 -1.947747275799055387e+03 -2.991070733054507880e+00
1.226834868923584621e+00 2.340878251259932874e+00 1.361020470049104647e+00 3.588619397737649597e-01 -2.410363891095529176e+00 4.371099214409044920e-01 1.315252883783494475e+00 -7.892052379534132411e-01 3.696123228825632268e+00 1.346838591552368181e+00 -1.947537129270823016e+03 -6.085546165266990215e+00
1.216486151665762794e+00 2.343995555035399025e+00 1.338306729563025543e+00 3.197616790625866789e-01 -2.541192654712506549e+00 6.643718040184806162e-01 1.271927757381895674e+00 -8.937842816244732091e-01 3.700094805628490136e+00 1.320346321130907885e+00 -1.947168047847820617e+03 -3.544525890498257947e+00
1.203245156571022711e+00 2.338876360609510208e+00 1.358168630167308821e+00 2.867965560477748199e-01 -2.394271575374849803e+00 6.487504320790644652e-01 1.345062609612607263e+00 -6.816945449262268308e-01 3.698452454634010511e+00 1.259373773024148768e+00 -1.947047835425861422e+03 -4.319703764987514738e+00
1.234961394714983118e+00 2.346536352236184619e+00 1.368633376118614020e+00 3.540375542889673821e-01 -2.512899731803755365e+00 7.867456290979628619e-01 1.230151275336060834e+00 -8.834749584381054177e-01 3.702621505472915242e+00 1.305056079119104373e+00 -1.946899481978249241e+03 -3.459857231996783522e+00
