dnu	numax	eps	d02	alpha	env_height	env_width	mode_width	teff	bp_rp	logL
1.23818681246627004811e+00	2.35207572629172600998e+00	1.37579168347984870380e+00	3.43615754052805699725e-01	-2.16267090178230603215e+00	9.21064905872183703472e-01	1.33805974560709661780e+00	-7.16453361154425927282e-01	3.70077425014129390846e+00	1.20178273868244334110e+00       -1.983009e+03
1.22093551546593692692e+00	2.34554823449263016855e+00	1.36361788481095946857e+00	3.16539912041933213516e-01	-2.38619053356748844763e+00	1.27370112035373472814e+00	1.31586591354930093622e+00	-8.67150644453904440034e-01	3.70284657940233730145e+00	1.22206321020415975553e+00       -1.980311e+03
1.23764771226213188271e+00	2.35578136847078889460e+00	1.36546087575661512226e+00	3.29751549177874414553e-01	-2.59204724377266115809e+00	1.32513050937673604324e+00	1.20751433290791321262e+00	-8.45461422403487650179e-01	3.70306656147007196012e+00	1.29579799983051202616e+00       -1.974523e+03
1.24026126404201941789e+00	2.34670508867546834253e+00	1.32353979749206152050e+00	3.72628453468466069864e-01	-2.51020437729139800354e+00	7.38437783018692006642e-01	1.25536231162723255217e+00	-6.94617055350158496552e-01	3.69746954578553355120e+00	1.25838375789159284679e+00       -1.974191e+03
1.22084968058090281851e+00	2.34500632379959261797e+00	1.35273565312386812032e+00	3.12466703245048660342e-01	-2.54645954622785986032e+00	9.16654383838643505023e-01	1.31070560397640756278e+00	-7.34526094859053402253e-01	3.70475213441643314027e+00	1.24288115848937619212e+00       -1.973621e+03
1.22019458137207581494e+00	2.34980378713299886684e+00	1.36585705568986193192e+00	2.92783443642948892904e-01	-2.39642634871393811480e+00	7.28092554220862941960e-01	1.32468889928641497811e+00	-8.26337413586181179781e-01	3.70537457272161896427e+00	1.24362457091704969869e+00       -1.971093e+03
1.24499762955738013659e+00	2.35640228190373202111e+00	1.31780574026578345403e+00	3.73897408168903933046e-01	-2.51939051150143766833e+00	8.50435543261603754672e-01	1.24499956552573443069e+00	-8.48138176660460652023e-01	3.70502703919321119130e+00	1.27694554705952256768e+00       -1.970041e+03
1.22148766499092298332e+00	2.33917659382449993899e+00	1.35924123978651478772e+00	3.37015581117360019103e-01	-2.65768508700463579331e+00	9.05325188202357078460e-01	1.25778352106243707098e+00	-8.11881945559795425993e-01	3.69966406293377358949e+00	1.23481421360553667022e+00       -1.970034e+03
1.22193935250226082267e+00	2.34501173747452629215e+00	1.33573966425647205902e+00	3.22769516547070756118e-01	-2.21104965674537012887e+00	6.08826893482661724022e-01	1.36037590487565740460e+00	-6.49497509570094000431e-01	3.69883754565555333826e+00	1.17970060829701806071e+00       -1.968871e+03
1.20369650347323875472e+00	2.34275498286825545335e+00	1.36863093257614210074e+00	2.52801114233735191306e-01	-2.48041951539334526444e+00	7.64790165479306116580e-01	1.35923827404794983487e+00	-7.74993491101979903313e-01	3.71092392207116095193e+00	1.17364299284805118084e+00       -1.967787e+03
1.22051901850920363479e+00	2.34618743585048372680e+00	1.35728608898945291017e+00	3.14274099225895275911e-01	-2.51709225513870915591e+00	5.64256335138846432109e-01	1.29692493002778985733e+00	-8.28726872027921168673e-01	3.70329757580390239724e+00	1.27509531178232404791e+00       -1.967258e+03
1.22339703370432673069e+00	2.34916066115914645707e+00	1.32699197276105707033e+00	3.87971579070014227497e-01	-2.34953472438432298119e+00	9.82510256802214820837e-01	1.27001137995287027849e+00	-8.20944195917050700828e-01	3.70150099759206652195e+00	1.22371741411711187908e+00       -1.967184e+03
1.22194154069521010442e+00	2.34567020957820426830e+00	1.35010087129206746148e+00	3.37523251990574035819e-01	-2.83628478587998600347e+00	9.31257680387878594708e-01	1.24041350737915001545e+00	-7.71707497348546600513e-01	3.69781544379793869481e+00	1.22362930230428434974e+00       -1.967166e+03
1.20609244928747760817e+00	2.34130430240319009627e+00	1.36265245010490620992e+00	2.87551742579854829884e-01	-2.45590684632573807988e+00	2.84362171335425406582e-01	1.31059129520263772939e+00	-7.72792276827253710181e-01	3.70593116901192587420e+00	1.15591851335115713972e+00       -1.966780e+03
1.24012842007128609723e+00	2.34934637145138136560e+00	1.36940065945514377610e+00	3.51502232645686862877e-01	-2.21832733507399115780e+00	7.68930976244582176093e-01	1.34747591331883453947e+00	-7.06670612222373040190e-01	3.69761626464339743237e+00	1.28907428159879122731e+00       -1.966459e+03
1.22054486903576764334e+00	2.35157156734316874491e+00	1.37982994980467821300e+00	2.82064947388279696483e-01	-2.51761018905210676166e+00	5.48795685226997176365e-01	1.31216314065426375990e+00	-8.33221747407618340553e-01	3.70896720509285904299e+00	1.20643124803757229024e+00       -1.966065e+03
1.22115952504256974898e+00	2.34906505861076198016e+00	1.33578321249341702703e+00	3.18804197389091159565e-01	-2.67966716639959656732e+00	5.55735411388315947434e-01	1.29049991126663243790e+00	-7.15727953072370470800e-01	3.70307057607201084437e+00	1.28647841259828643601e+00       -1.965402e+03
1.22219078412782100607e+00	2.34644303852980407044e+00	1.34044709530319439139e+00	3.35502598378674743440e-01	-2.51648465005356758439e+00	5.69563847779226306578e-01	1.30829639298895350485e+00	-8.08061935299325129201e-01	3.70269493713174657756e+00	1.29509755017783789732e+00       -1.965372e+03
1.24168363342642318337e+00	2.34935307984787167257e+00	1.33095275977178628679e+00	3.29312583191504304470e-01	-2.47819946495633347539e+00	6.67357618307215627595e-01	1.30878219566007780728e+00	-7.78795008043366765449e-01	3.70882781742655298629e+00	1.18602221000774510351e+00       -1.965265e+03
