,mean,sd,mc_error,hpd_2.5,hpd_97.5,n_eff,Rhat
height2__5,5.273831088329242,1.4336245234103904,0.051833971137345405,3.0758501095217836,8.39718080760534,642.2694950912661,1.0007364202190867
height2__6,2.762955769728904,0.7690361580179192,0.026780991515027996,1.5353210555115226,4.3361038388744815,800.8794361973042,0.9990537576703665
height2__7,0.8016900429355726,0.2888586160405818,0.009080772634676614,0.31025555184884285,1.3445506194340828,970.4853554390963,0.9990025153977808
back__0,0.9285857977001619,0.09443066411042438,0.0038655100264528425,0.7342461543352593,1.105744739578478,554.9092756284672,1.0000145552636106
back__1,0.7682176618870318,0.1030519257251029,0.004065614755041532,0.5488314096490806,0.9584370916116062,472.1417507438934,1.0001310984885738
back__2,0.671997673592358,0.1153419258233299,0.00426944460582821,0.4519863313525252,0.8833118603617807,713.7583266960395,0.9992869908128941
back__3,0.7024137162473929,0.1143465322548393,0.003213627555756151,0.47425845625197044,0.9260343512998483,1356.931557667606,0.9990243217449989
back__4,0.5416701499998343,0.12509580272709434,0.004604736747737655,0.3016172369071351,0.7736430954054965,642.4359230179258,0.9991296430802579
back__5,0.5102017918234316,0.1188722250738383,0.003708639861009673,0.28071659814441197,0.7278120141113724,891.8215353212349,0.9992047222322501
back__6,0.6076504491627193,0.1481602122879389,0.0056060383438724555,0.2947979111307491,0.8728514728010774,575.1035454720959,1.0017040171575058
back__7,0.8709679415492532,0.16725335543720304,0.007495441635170906,0.5537243543634294,1.198366883314835,393.09402526446297,1.0025404000706855
