ell,nu_mad,nu_med
2,0.05877936802418245,24.35901692438427
0,0.058105757316823756,24.86773680105332
2,0.03396893007829509,28.254550597992925
0,0.03332105546675194,28.76355409361473
2,0.016005492335160836,32.20615688378074
0,0.015923394644492866,32.71580511981905
2,0.009405676662824393,36.2135139351731
0,0.009074621898975031,36.723684681933236
2,0.00954479092777677,40.277758687511295
0,0.008768136774845912,40.78751140748682
2,0.009312896651637993,44.39813544294216
0,0.009157517187377015,44.908425276235334
2,0.012590613768599069,48.57562489873389
0,0.01226228037304718,49.08479773525278
2,0.025074188779611834,52.80950065687027
0,0.02421986222353995,53.318238816035276
