# dnu numax eps d02 alpha env_height env_width mode_width teff bp_rp logL logPrior
1.233185512293172970e+00 2.342212289810098547e+00 1.362233046049443175e+00 3.453193514009688658e-01 -2.690815665053990724e+00 1.156037295557305722e+00 1.282182012533997995e+00 -7.551417633578105804e-01 3.701597219636765690e+00 1.417034409086206814e+00 -2.655164718161524070e+04 2.008431780328076499e+01
1.229282605437279852e+00 2.351633334458191005e+00 1.332491626333610180e+00 3.476593047923138835e-01 -2.587953556846755543e+00 1.400027681163442450e+00 1.271741854883930101e+00 -8.227339158648238060e-01 3.695134995301465164e+00 1.254961192912638746e+00 -2.655089566510008081e+04 1.933961055694871689e+01
1.232213672197637333e+00 2.330969205035158698e+00 1.342306502522347733e+00 3.584751097080408067e-01 -2.277245538477204345e+00 1.155802304470450181e+00 1.268417647550428295e+00 -7.017235894605280411e-01 3.701847697606339693e+00 1.250422102820055281e+00 -2.652188062692197127e+04 2.313154563518981632e+01
1.227074571787775792e+00 2.353232130514864018e+00 1.355604373933377627e+00 3.234784747875877886e-01 -2.219597471204056482e+00 1.254185383099463813e+00 1.317397722628542267e+00 -7.219779993483859126e-01 3.694666713656305390e+00 1.202334590700313122e+00 -2.651581655030999536e+04 2.333025811700731111e+01
1.226483533297879847e+00 2.345560906421495950e+00 1.374015728903501543e+00 2.730225405210564560e-01 -2.442679549320249777e+00 1.357017798077025938e+00 1.280718230298414584e+00 -7.661908996348586465e-01 3.702612244776612993e+00 1.208661559089225124e+00 -2.650291241388534763e+04 1.941435965623652393e+01
1.226720268135157887e+00 2.349048306136028774e+00 1.363177016426857069e+00 3.257953622904612989e-01 -2.326340447086106433e+00 1.482885867821426729e+00 1.314217819834804901e+00 -8.079411235621030141e-01 3.707918713881059425e+00 1.356791454325311674e+00 -2.649245949257246684e+04 2.247575657939328408e+01
1.227536285646533498e+00 2.355446811115529115e+00 1.329605668950248232e+00 3.403360375080690114e-01 -2.111070906161251592e+00 1.251248243354189382e+00 1.346295116146797755e+00 -8.845529580112032608e-01 3.705970129001356472e+00 1.326883834086870273e+00 -2.648821191928000553e+04 1.930763494063851837e+01
1.226687618208773367e+00 2.337490597869012365e+00 1.423210593004198055e+00 3.506078529004284516e-01 -2.559869331814664584e+00 6.308078043405130897e-01 1.337698828350320612e+00 -6.938122082189496220e-01 3.710375352430915985e+00 1.083803786216387621e+00 -2.647948399510561285e+04 2.190902882536776630e+01
1.224659261937454557e+00 2.358014313605445444e+00 1.362900152387912289e+00 3.450397692449260201e-01 -2.881020595975275267e+00 1.308456265483262326e+00 1.290519651277214574e+00 -8.928415159214183605e-01 3.696546869207670838e+00 1.278284481294376107e+00 -2.645396876229685586e+04 2.096928163422011693e+01
1.227875229854706429e+00 2.345246340904888704e+00 1.386117787975672755e+00 3.182431723036181492e-01 -2.463830443298767214e+00 1.146928874836480761e+00 1.295830423073064175e+00 -9.598973002951246558e-01 3.705231205100015135e+00 1.214469695924788706e+00 -2.644565697871514567e+04 2.091771172743550622e+01
1.228363719403436694e+00 2.345061579312262889e+00 1.324667680584926677e+00 2.826969224749456000e-01 -2.420165844463411542e+00 1.388293625433568046e+00 1.415839990444409002e+00 -5.922311978075787131e-01 3.695941471696954750e+00 1.126059936467290523e+00 -2.640695423128607945e+04 1.525734294674547087e+01
1.232208009389212489e+00 2.342249131278794749e+00 1.389754433212403217e+00 3.264845701469782369e-01 -2.495476896585745230e+00 1.135405327919956520e+00 1.253906303474269235e+00 -7.429714062051431256e-01 3.707009773084890991e+00 1.185876945158353291e+00 -2.640661113721319634e+04 2.125650412991845073e+01
1.228571388390613084e+00 2.343465513898806751e+00 1.367554497344262376e+00 3.473255420800709925e-01 -2.763489246775363561e+00 1.089549741519264314e+00 1.211498852421775574e+00 -8.370590060787601594e-01 3.700403665219663019e+00 1.324396611305198146e+00 -2.639797379044977788e+04 2.001079809850320856e+01
1.226148961267923498e+00 2.348377635806867314e+00 1.380019668013707346e+00 3.573190693830232134e-01 -2.120979631563876477e+00 9.500006273334283824e-01 1.267611146280960499e+00 -6.050308703154620993e-01 3.709187077924868348e+00 1.135387868996197813e+00 -2.636674252799644091e+04 1.954691929954924845e+01
1.228160819144479943e+00 2.335943939393855029e+00 1.383777241613121767e+00 3.344718738769595912e-01 -2.340680051400391815e+00 1.061463549191560940e+00 1.269833980074355662e+00 -9.688095212949221491e-01 3.709889365419927199e+00 1.315669077460484893e+00 -2.636212785356270615e+04 1.931464412103702344e+01
1.232241136765902301e+00 2.333363380108040452e+00 1.336862226965675138e+00 3.507483234189979204e-01 -2.143615555453048493e+00 1.185649707454151214e+00 1.320651282644605073e+00 -6.783978417298714980e-01 3.703364819147455300e+00 1.259112960618648636e+00 -2.635899155461835107e+04 2.194012754188387859e+01
1.228435198052509669e+00 2.339703117957168121e+00 1.318621699391314017e+00 3.117368015748029353e-01 -2.307710815383901437e+00 1.225467006411407045e+00 1.295550106864861606e+00 -5.730272335197351685e-01 3.695752429515212878e+00 1.155514914540130000e+00 -2.635130233217547357e+04 1.751445792431116644e+01
1.228360425350690566e+00 2.338004061293291969e+00 1.375521765531427576e+00 3.690472280833239638e-01 -2.417849633184212976e+00 1.236125115279977926e+00 1.320067910702284131e+00 -8.674737155653619025e-01 3.696241351042079959e+00 1.202812778054158871e+00 -2.634292762740596299e+04 2.274220273369158107e+01
1.229644343279482799e+00 2.339866337746714375e+00 1.327048737492083186e+00 3.671289229617250016e-01 -2.463131750358093175e+00 1.294258344906053404e+00 1.293791546861685626e+00 -7.293529685392410311e-01 3.699924125895559968e+00 1.145219906485917205e+00 -2.633069411714880334e+04 2.117632478976347699e+01
1.226212345417516003e+00 2.350426799106270614e+00 1.372812233720516195e+00 2.889579769967434153e-01 -2.436330915780757334e+00 1.183066871315846980e+00 1.298979278645610247e+00 -7.321601718103146750e-01 3.704042469243366220e+00 1.214600081510241125e+00 -2.631902305827381861e+04 2.040756681411694018e+01
1.227699584953951817e+00 2.341561596256493960e+00 1.389863805111678952e+00 3.404779413943000987e-01 -2.461342061954364890e+00 1.304751584746830062e+00 1.378068271542152168e+00 -8.459859548253906292e-01 3.697619053289473268e+00 1.336239400068061300e+00 -2.631103692678808511e+04 2.055219709222943081e+01
1.229260880961220215e+00 2.337600283220686581e+00 1.338892057569459171e+00 3.457597022440054846e-01 -2.400519592517282863e+00 1.459196261286914931e+00 1.303595917403532312e+00 -8.178515668244611403e-01 3.701064558760080558e+00 1.099844178631397495e+00 -2.629431826579583503e+04 2.199138764639198129e+01
1.233878871849751757e+00 2.348978192630502893e+00 1.332018081760573125e+00 3.609926742472778227e-01 -2.171442928434740072e+00 1.522869574605637322e+00 1.292986748548016429e+00 -5.854520457789149646e-01 3.699602349091937636e+00 1.275097687500583721e+00 -2.628223249560558179e+04 2.389707646400208318e+01
1.227454689697739187e+00 2.338127414116445202e+00 1.397438239154277895e+00 3.640892454953323920e-01 -2.566411555107281472e+00 8.267935169688837016e-01 1.292863863718275885e+00 -5.997748802088457287e-01 3.708692294110769172e+00 1.117703208052743369e+00 -2.626812600744701194e+04 2.417786037980589953e+01
1.225525770576221030e+00 2.343386440487213118e+00 1.389186562911886025e+00 3.485114830701566135e-01 -2.456964902165353681e+00 1.774412142743715837e+00 1.322860314605289522e+00 -8.732895762796286654e-01 3.702311019411407500e+00 1.238999709616585010e+00 -2.626196175355799278e+04 2.113898358362844476e+01
1.228197650406550823e+00 2.327728047700025726e+00 1.378115073517584444e+00 3.191529380549730233e-01 -3.087504873902865210e+00 1.359392225733270898e+00 1.293915243467018250e+00 -9.455065647380561655e-01 3.691764832556132525e+00 1.455163415010743311e+00 -2.624866727177841676e+04 1.131819915057725900e+01
1.224929288308214348e+00 2.353927917422742322e+00 1.366166320676581059e+00 3.195369537019350781e-01 -2.802846802081480515e+00 1.340418631895878843e+00 1.300301313233245049e+00 -9.101274851586932391e-01 3.698394585195468931e+00 1.249393072618679934e+00 -2.624502586078348395e+04 2.098407592043056979e+01
1.227561973427956366e+00 2.337253725992094466e+00 1.400376438046836869e+00 3.607677806575962931e-01 -2.652871355891872618e+00 6.020092451493099794e-01 1.297876178270324976e+00 -5.917778667854074470e-01 3.709528503885417550e+00 1.157536186832103020e+00 -2.624268237417045384e+04 2.304531625568371922e+01
1.226061073365765530e+00 2.340384590853005875e+00 1.369127867376456420e+00 3.465515507065504153e-01 -2.681660917778305731e+00 9.362274261076706239e-01 1.277765382982680498e+00 -7.348095925873064926e-01 3.703231425009048561e+00 1.237164759704843853e+00 -2.623833458446645818e+04 2.365581817338719617e+01
1.227058255521957353e+00 2.344112090854697961e+00 1.357243517535062782e+00 3.267429417065286223e-01 -2.605546289059843534e+00 1.551927455514533261e+00 1.223153545460997638e+00 -6.710842176496095712e-01 3.705098714348733946e+00 1.322849010034601980e+00 -2.622878594506969603e+04 1.565745712235734288e+01
1.227012757561708023e+00 2.346386726765759878e+00 1.351197805052286816e+00 3.356021296218386629e-01 -2.206921862663037359e+00 1.367785376109621476e+00 1.358966074604014862e+00 -6.108669321606695624e-01 3.697274842009663942e+00 1.137592594230184995e+00 -2.620777837798293695e+04 2.648325938391941747e+01
1.224914441137382681e+00 2.355134673783291444e+00 1.367241041648064259e+00 3.424557347145104624e-01 -2.794695554243268987e+00 1.331137913901239145e+00 1.207665596824242904e+00 -8.825022345513229283e-01 3.699363226908140678e+00 1.291571802914454503e+00 -2.619863412381529633e+04 2.100960209436475523e+01
1.225913982209528630e+00 2.342800078467236258e+00 1.377734813426559235e+00 3.084002582570199436e-01 -2.527180781601584325e+00 8.668024275265199252e-01 1.402790779999738335e+00 -6.004680514458168306e-01 3.702936195330402303e+00 1.302090420722272768e+00 -2.619480472061227556e+04 2.154427064096284639e+01
1.228211516818360050e+00 2.343460554423597575e+00 1.345342764105929678e+00 3.442240406297785715e-01 -2.224110115750766781e+00 1.640990139656618885e+00 1.324329246412912164e+00 -5.991954351502896126e-01 3.708182469828431582e+00 1.209212494500099266e+00 -2.618619351085848393e+04 2.369176237289219600e+01
1.233232302083413057e+00 2.340589681984205139e+00 1.402134034560203357e+00 3.232940981288252580e-01 -2.469424173531328925e+00 8.825956484531963797e-01 1.297535674457823696e+00 -8.135318118706609258e-01 3.709451326966235474e+00 1.135008530438371466e+00 -2.618451406111478718e+04 2.111234407244610267e+01
1.232466923963495553e+00 2.347278277463236584e+00 1.397360261881025467e+00 3.603730237289214378e-01 -2.268538026087550730e+00 9.701453031593449960e-01 1.387247481777861946e+00 -7.377214698512862823e-01 3.703665205345534339e+00 1.127936673118745015e+00 -2.618262342735326820e+04 2.133266138817542412e+01
1.233341498387885427e+00 2.339289518568075543e+00 1.348750607214583619e+00 3.158437105593826510e-01 -2.290598194245991870e+00 1.187542335986820685e+00 1.310029821185036969e+00 -6.085084494009466161e-01 3.707703111308243038e+00 1.264877790193905893e+00 -2.617885036532007507e+04 1.985925412155258130e+01
1.225166241517613219e+00 2.356307683285787213e+00 1.354752814769132119e+00 3.189177160558976376e-01 -2.215712387029011854e+00 1.271235638545591851e+00 1.368343142172841809e+00 -6.918763634118707539e-01 3.696376354065088687e+00 1.234148148245140186e+00 -2.617322534966597232e+04 2.346996303448750609e+01
1.225480138900300719e+00 2.348269548656060302e+00 1.388573354490979517e+00 3.035972414092755756e-01 -2.275756598292983934e+00 8.019581453308346486e-01 1.379778290111259187e+00 -6.104437915618771138e-01 3.704040055211261784e+00 1.273501256275997751e+00 -2.617150131260376293e+04 2.546820652675031482e+01
1.228062082704272751e+00 2.349674712976016711e+00 1.312136792329262169e+00 3.094261523441213524e-01 -2.571161607797311177e+00 1.309947587278263548e+00 1.242869970880842390e+00 -7.539788988170437189e-01 3.705849691719283800e+00 1.187286445813511060e+00 -2.616723128181969878e+04 1.680870308526168699e+01
1.224809044216822018e+00 2.350658844856407637e+00 1.369102235106139043e+00 3.303933305571112311e-01 -2.973833911601260649e+00 1.456386060646750469e+00 1.303708951037902075e+00 -8.538647818977065374e-01 3.699739828141143327e+00 1.201027462138486879e+00 -2.614819798188073764e+04 2.147579463648298059e+01
1.226162653013913806e+00 2.347911833343792942e+00 1.324952556165359674e+00 3.094102571099742738e-01 -2.595650118028084652e+00 1.338150236380330149e+00 1.230241035216596890e+00 -8.349988909801047132e-01 3.701217973085251245e+00 1.214821896690775116e+00 -2.613754519291539691e+04 2.154167344090527791e+01
1.225881971699719353e+00 2.346198130632620504e+00 1.373995118129632820e+00 3.209837789061635860e-01 -2.491075058325551428e+00 1.255344995003468300e+00 1.250098260125002136e+00 -8.174800849238152978e-01 3.707023732710366559e+00 1.334500090973165243e+00 -2.613569873025979905e+04 2.099192697607091063e+01
1.225840228498299878e+00 2.346771201717090527e+00 1.331284585843410140e+00 3.008907266695574068e-01 -2.349702022786099409e+00 1.472938033184225892e+00 1.346499980689680687e+00 -6.771738534130715692e-01 3.702615550857633497e+00 1.174573044568253843e+00 -2.613319175614769483e+04 1.896332814939065869e+01
1.224440965582062057e+00 2.350515036415538717e+00 1.379202557384296313e+00 3.172545583010573655e-01 -2.838809827223283122e+00 1.981103384281350577e+00 1.212362135239746896e+00 -9.165038231874415020e-01 3.701975767637898151e+00 1.270773164667087229e+00 -2.611621190096631472e+04 1.834467679949506191e+01
1.225815171170535400e+00 2.343477895380115861e+00 1.346331982879350742e+00 3.515236144684343866e-01 -2.453776452289963661e+00 1.895480906736169535e+00 1.372416815266535028e+00 -8.956492927153273387e-01 3.691510376436220486e+00 1.048645839310748729e+00 -2.610452664549083056e+04 1.629607924007095221e+01
1.226188534404847985e+00 2.354009138908443877e+00 1.363194553858914082e+00 3.530857267730381222e-01 -2.492065878691659186e+00 1.368625408727999648e+00 1.262554653630782120e+00 -8.528512106668469928e-01 3.700961154913746221e+00 1.312153706343707427e+00 -2.609912238543823696e+04 1.852558141951663018e+01
1.225713693888611511e+00 2.344424984353878916e+00 1.375525965786297045e+00 3.474756288527153791e-01 -2.074902725444684570e+00 1.594871433814441630e+00 1.280434226084091520e+00 -8.919336402202848735e-01 3.691264320985657488e+00 1.319490290993574400e+00 -2.608310697936962606e+04 1.707107501816227924e+01
1.225475433648561818e+00 2.342272790241072933e+00 1.388066854274556006e+00 3.168557464776131094e-01 -2.475341786754896578e+00 1.074129962992399268e+00 1.318730203377968424e+00 -6.633465443344717105e-01 3.699837155029103819e+00 1.300402589865654823e+00 -2.608131309332777528e+04 1.888094800639312254e+01
1.228302556009433166e+00 2.340429573277316155e+00 1.373520175753170758e+00 2.909871253449267670e-01 -2.610966310524647227e+00 8.504720318950246272e-01 1.285853080526624614e+00 -7.343022471635084480e-01 3.689093581222349094e+00 1.406529592313689792e+00 -2.605364419623033973e+04 1.565469349121424258e+01
1.227254647251004194e+00 2.349305637330660890e+00 1.392158190938986406e+00 3.143334391073274725e-01 -2.292319715721057971e+00 1.104456603166801498e+00 1.351517603638539455e+00 -5.975947933037647486e-01 3.706666812185232196e+00 1.250185774329204191e+00 -2.605172046286419572e+04 2.418264000578227524e+01
1.225805053993314964e+00 2.347487172752484863e+00 1.331024321953730993e+00 3.397868593586776953e-01 -2.186108331977392183e+00 1.220126148273734223e+00 1.287354962397095903e+00 -6.097353961787628229e-01 3.703749088375496434e+00 1.221194808273419641e+00 -2.603823768456495964e+04 2.561626041781823204e+01
1.233229528054072599e+00 2.344314687143825626e+00 1.400283608755195530e+00 3.038230199309235324e-01 -2.368511822021762470e+00 1.135884579459754740e+00 1.324645551050685155e+00 -7.252081320952542542e-01 3.705460975971545778e+00 1.162892146429222784e+00 -2.603771699539152905e+04 2.136926328548069520e+01
1.233469442187857590e+00 2.346605837117657689e+00 1.363707674220206556e+00 3.396027265033593756e-01 -2.657925953219461679e+00 9.765648441067124041e-01 1.242550357699696573e+00 -7.211353130771556152e-01 3.704348050471384823e+00 1.289562464720728219e+00 -2.603680963775535565e+04 2.129658729363182346e+01
1.226614784580885908e+00 2.336443789488610090e+00 1.312779341511247644e+00 3.449751983384664600e-01 -3.122749110813103357e+00 8.921889265277718195e-01 1.340471055681264234e+00 -6.026908300658466722e-01 3.708415253829033364e+00 1.142609667594374878e+00 -2.602888927330628940e+04 2.126154771564383594e+01
1.226069428151886020e+00 2.349605417353605397e+00 1.354884309341769510e+00 3.429718179128616318e-01 -2.984576158622235020e+00 1.076698903376031913e+00 1.268960357346658574e+00 -9.177613343334134477e-01 3.699464989415572003e+00 1.332232383561015920e+00 -2.602820913154075242e+04 2.254166686243955553e+01
1.226602195138051243e+00 2.346941888470252646e+00 1.352437960285375773e+00 3.395382338209970707e-01 -2.198468853563968484e+00 1.403454445911229476e+00 1.378307800586668908e+00 -6.395729470701476682e-01 3.700295587334095693e+00 1.141517071747939482e+00 -2.602132746401283293e+04 2.193201010018867692e+01
