,mean,sd,mc_error,hpd_2.5,hpd_97.5,n_eff,Rhat
l0__0,19.33763422776738,0.09832719522098211,0.003450162779280979,19.118259393798827,19.52921063229981,857.475543277454,0.9997994122164453
l0__1,22.899036048763836,0.056132977093570846,0.0024319887267032457,22.808864231259232,23.032562284336468,442.60811548906366,1.0142918932218472
l0__2,26.496366206189744,0.03035862379032842,0.0009217956235462148,26.434928897401516,26.553680571932567,763.6931622576383,0.9998810744894175
l0__3,30.111148545048987,0.013624117633337986,0.0004286814179270457,30.082831074119238,30.13632593871891,1002.0662936849671,0.999894614760761
l0__4,33.93319075755357,0.011628369679805333,0.0004208288266085024,33.91096138629491,33.955859514281315,710.1269078958042,0.999983753956965
l0__5,37.679735245408,0.012856539173812156,0.00035624364243095903,37.65316831737391,37.70384845130741,1708.1933224215416,0.9994664522547246
l0__6,41.54292982442561,0.018295496200221008,0.0005393076511215378,41.50587156430219,41.57905496772785,1296.734130087027,0.9998457692297558
l0__7,45.43046193895038,0.10873700123386196,0.004834765436037095,45.233534861925804,45.63726130803214,410.434673305801,0.9990914397434039
l2__0,18.810901304327604,0.12010286246788027,0.0038562206720519237,18.60582673707678,19.062789955506226,916.7245547336075,0.9990903001368018
l2__1,22.28093355428927,0.050871047280163006,0.002802456144164637,22.166297851400792,22.386543754396765,311.8116210910825,1.0000162607079897
l2__2,26.021053938463545,0.018897082093532008,0.0006014180446712776,25.979829764554754,26.05765426738622,1035.1490006903634,1.0021048313148633
l2__3,29.56293913880133,0.010633336445079699,0.00028398875884591183,29.540472429681927,29.581571115323893,1204.685350832221,1.0007668108631407
l2__4,33.43168113062057,0.014997411805969188,0.00043479351769409234,33.40160301651542,33.462802391649575,1172.3385359657907,0.9994495627459314
l2__5,37.19612419790859,0.01610015677448554,0.0004438232917929632,37.162170484714466,37.22408156667215,1209.8229470597073,1.0028565857163476
l2__6,41.05476629687797,0.028143302462701573,0.0007772151616044302,41.000571569714666,41.1101535332931,1475.7293684027534,0.9990216881089397
l2__7,45.049093302674315,0.09873371076909795,0.005379679790119605,44.80003120084214,45.20065708347743,244.37623163833695,1.004958633344769
width0__0,0.18531144928279605,0.2503227951597839,0.010444968206610585,0.005849094626220429,0.638126789765673,551.2272706849698,1.0003199139643986
width0__1,0.13859373002090428,0.09643309356880926,0.0036611196627305566,0.007299812118138293,0.29581185761137774,614.4571430662844,1.003388011205427
width0__2,0.2127101853264424,0.08094295885397017,0.0029968899886916736,0.07068754387170183,0.3585640770956536,570.9376019610162,1.004111725827896
width0__3,0.12400141146741428,0.02981857962891459,0.0011169389810012774,0.06811577033435261,0.17767455682722827,664.149594283016,1.0000976530990944
width0__4,0.09589284371407646,0.02468150439531894,0.0010027352710733223,0.05233341099115666,0.14578211451795214,529.6705736270634,1.0004051999877266
width0__5,0.1218816863258537,0.027466044899452532,0.0009177633074588269,0.06863467670787972,0.17386933357100942,888.9665946210614,0.9990183369546841
width0__6,0.14868037726830557,0.04695888821720377,0.001739929407458728,0.07303522848714093,0.24101824621348075,688.3892778925432,0.9992080112836296
width0__7,0.20094246205585584,0.1973720461414506,0.008723411856326722,0.008862989875553985,0.6028371146874227,437.71973354946385,0.9991510138567503
width2__0,0.16234686196071868,0.23939737571579034,0.009805223282825449,0.004128342844220393,0.5232053271978693,582.1503386481456,1.0041565368566705
width2__1,0.1173377821637856,0.1357697433383837,0.006879448601651945,0.006449268278693496,0.34502072951635077,340.8611078235941,1.0032421872596828
width2__2,0.11221760376049439,0.04634350232640709,0.0014138738795526327,0.038247635218138155,0.19628906338744295,878.295120330632,0.9990232455740441
width2__3,0.08254664768628929,0.022053688751376616,0.0008518141660963057,0.04276908620829644,0.12816015149578877,676.5883540242335,0.9990210993593373
width2__4,0.11637430995967141,0.028903187985485464,0.0010891819847109526,0.0644076520927892,0.17275670574050292,708.8076117810773,0.9990077076060877
width2__5,0.11663357751262435,0.03642704325347794,0.0013817398547462873,0.05894361579514027,0.19291313090994675,558.5052149928367,0.9991221265543879
width2__6,0.1461209767322996,0.05202958332723637,0.001813442305582507,0.05954668234911208,0.25017279489031036,760.9940463813269,0.9992677235999599
width2__7,0.3260117417389594,0.2452529498644232,0.009969604998536734,0.011372621559479074,0.8156445999992534,566.5840827908637,1.0017632985082536
height0__0,0.2524788192547863,0.10771027395966491,0.003903797802893403,0.07746408802984837,0.446048162919386,723.1797347633078,0.9995814206466825
height0__1,0.9994358184044972,0.3787231005441585,0.011050533628206318,0.34275031120287214,1.7391918105126065,1118.0407280900668,0.9995024254468116
height0__2,2.57039937087631,0.690765576822601,0.021860460491957796,1.4286497339725048,3.969573802438977,816.3119944420215,1.003776832457024
height0__3,6.464367666483051,1.7641985708397583,0.06412809821534046,3.23870195365975,9.870522119063207,780.8583771810286,1.0002825505247985
height0__4,7.704758434806468,2.182100998388162,0.0803473924173584,4.194369435564373,12.162561779395647,580.2291256825649,0.999005490005674
height0__5,7.984661859563248,2.071694294434525,0.07265022612980557,4.557813549061892,12.180803302621989,791.3934848888034,0.9990362464569247
height0__6,3.9207754629746625,1.1495693033583452,0.03905044832636295,1.9290068827169382,6.020486401076736,803.0553605478402,0.999313496896504
height0__7,0.9159468143204302,0.32050235772104063,0.010858038272160711,0.3703588446355654,1.5084650442704535,856.5948269807128,0.9991305693963699
height2__0,0.16595452292068924,0.06875750210795224,0.0016738121027270662,0.06566179963341728,0.3038312972815076,1349.7996088139348,1.0001389976836896
height2__1,0.7516894344567008,0.28900558432266105,0.010013719559054135,0.27735760109160007,1.3366767459253883,828.3562294697964,0.999447144100009
height2__2,2.28660227485648,0.7586186982686335,0.02360713081015707,1.0343344772983472,3.802381947265719,962.8549046102114,0.9996741427681528
height2__3,5.186396756926594,1.5037067569514502,0.057306710115431383,2.6212725049974743,7.9999572794786475,667.9113818451193,0.9991272012120379
height2__4,5.507987700118629,1.550640545922621,0.06372955182092946,2.925783533143757,8.371946413151031,648.7122051769064,0.9990056834167651
