ID,error_flag
KIC5096642,-1
KIC5097114,-1
KIC5097325,-1
KIC5097448,-1
KIC5097690,-1
KIC5097873,-1
KIC5098143,-1
KIC5098145,-1
KIC5098194,-1
KIC5098286,-1
KIC5098414,-1
KIC5098434,-1
KIC5098794,-1
KIC5098893,-1
KIC5104039,-1
KIC5104153,-1
KIC5104175,-1
KIC5104182,-1
KIC5104293,-1
KIC5104573,-1
KIC5104949,-1
KIC5105190,-1
KIC5105354,-1
KIC5105399,-1
KIC5105469,-1
KIC5105886,-1
KIC5106217,-1
KIC5106266,-1
KIC5106376,-1
KIC5106439,-1
KIC5106547,-1
KIC5106752,-1
KIC5106785,-1
KIC5107383,-1
KIC5107556,-1
KIC5107816,-1
KIC5107828,-1
KIC5107853,-1
KIC5107886,-1
KIC5107950,-1
KIC5108620,-1
KIC5109052,-1
KIC5109088,-1
KIC5109797,-1
KIC5109839,-1
KIC5109878,-1
KIC5109951,-1
KIC5110170,-1
KIC5110270,-1
KIC5110453,-1
KIC5110707,-1
KIC5110961,-1
KIC5111300,-1
KIC5111364,-1
KIC5111655,-1
KIC5111767,-1
KIC5111940,-1
KIC5111949,-1
KIC5112072,-1
KIC5112118,-1
KIC5112281,-1
KIC5112288,-1
KIC5112361,-1
KIC5112373,-1
KIC5112387,-1
KIC5112401,-1
KIC5112403,-1
KIC5112467,-1
KIC5112491,-1
KIC5112730,-1
KIC5112744,-1
KIC5112786,-1
KIC5112840,-1
KIC5112880,-1
KIC5112938,-1
KIC5112948,-1
KIC5112950,-1
KIC5112974,-1
KIC5113041,-1
KIC5113441,-1
KIC5113644,-1
KIC5113842,-1
KIC5113910,-1
KIC5113985,-1
KIC5114056,-1
KIC5114395,-1
KIC5114547,-1
KIC5115688,-1
KIC5119742,-1
KIC5121116,-1
KIC5121605,-1
KIC5122109,-1
KIC5123226,-1
KIC5123475,-1
KIC5123659,-1
KIC5124813,-1
KIC5125282,-1
KIC5126724,-1
KIC5128171,-1
KIC5129011,-1
KIC5129236,-1
KIC5129257,-1
KIC5129374,-1
KIC5129747,-1
KIC5129971,-1
KIC5129977,-1
KIC5130161,-1
KIC5164920,-1
KIC5165979,-1
KIC5166068,-1
KIC5166430,-1
KIC5166444,-1
KIC5167473,-1
KIC5167488,-1
KIC5167972,-1
KIC5168382,-1
KIC5168707,-1
KIC5168713,-1
KIC5171535,-1
KIC5171575,-1
KIC5171912,-1
KIC5172229,-1
KIC5172427,-1
KIC5172478,-1
KIC5174302,-1
KIC5174562,-1
KIC5174642,-1
KIC5175152,-1
KIC5175172,-1
KIC5175464,-1
KIC5175538,-1
KIC5175621,-1
KIC5175734,-1
KIC5175950,-1
KIC5176313,-1
KIC5176520,-1
KIC5176709,-1
KIC5176942,-1
KIC5177023,-1
KIC5177352,-1
KIC5177610,-1
KIC5178927,-1
KIC5179162,-1
KIC5179166,-1
KIC5179251,-1
KIC5179253,-1
KIC5179471,-1
KIC5179885,-1
KIC5180026,-1
KIC5180038,-1
KIC5180345,-1
KIC5181473,-1
KIC5181566,-1
KIC5181601,-1
KIC5181651,-1
KIC5181782,-1
KIC5181810,-1
KIC5181919,-1
KIC5182688,-1
KIC5183138,-1
KIC5183236,-1
KIC5183325,-1
KIC5183828,-1
KIC5183935,-1
KIC5184073,-1
KIC5184199,-1
KIC5184276,-1
KIC5184965,-1
KIC5185002,-1
KIC5185467,-1
KIC5185705,-1
KIC5185780,-1
KIC5185820,-1
KIC5185845,-1
KIC5185856,-1
KIC5186037,-1
KIC5186109,-1
KIC5186355,-1
KIC5191943,-1
KIC5192039,-1
KIC5192063,-1
KIC5192758,-1
KIC5193311,-1
KIC5193589,-1
KIC5193840,-1
KIC5193912,-1
KIC5194072,-1
KIC5194830,-1
KIC5195155,-1
KIC5195465,-1
KIC5195476,-1
KIC5195945,-1
KIC5196152,-1
KIC5196297,-1
KIC5196300,-1
KIC5196691,-1
KIC5197031,-1
KIC5197249,-1
KIC5197605,-1
KIC5197709,-1
KIC5198109,-1
KIC5198142,-1
KIC5198234,-1
KIC5198552,-1
KIC5199437,-1
KIC5199554,-1
KIC5199605,-1
KIC5199906,-1
KIC5199930,-1
KIC5199978,-1
KIC5200152,-1
KIC5200629,-1
KIC5200695,-1
KIC5201371,-1
KIC5201670,-1
KIC5202183,-1
KIC5202286,-1
KIC5202399,-1
KIC5202477,-1
KIC5202761,-1
KIC5206349,-1
KIC5207415,-1
KIC5208056,-1
KIC5208343,-1
KIC5210624,-1
KIC5211720,-1
KIC5211724,-1
KIC5211806,-1
KIC5213377,-1
KIC5213512,-1
KIC5213920,-1
KIC5214012,-1
KIC5214140,-1
KIC5214948,-1
KIC5215099,-1
KIC5215232,-1
KIC5215549,-1
KIC5215820,-1
KIC5218022,-1
KIC5218333,-1
KIC5218501,-1
KIC5218957,-1
KIC5219465,-1
KIC5219637,-1
KIC5219663,-1
KIC5219666,-1
KIC5219773,-1
KIC5219779,-1
KIC5219787,-1
KIC5219824,-1
KIC5220010,-1
KIC5220107,-1
KIC5220357,-1
KIC5252229,-1
KIC5252534,-1
KIC5252771,-1
KIC5253270,-1
KIC5253296,-1
KIC5253782,-1
KIC5254812,-1
KIC5255238,-1
KIC5255580,-1
KIC5255621,-1
KIC5255758,-1
KIC5255835,-1
KIC5256019,-1
KIC5256885,-1
KIC5257167,-1
KIC5257464,-1
KIC5260350,-1
KIC5262577,-1
KIC5262610,-1
KIC5262674,-1
KIC5262696,-1
KIC5262768,-1
KIC5262788,-1
KIC5262944,-1
KIC5262973,-1
KIC5263007,-1
KIC5263143,-1
KIC5263537,-1
KIC5263571,-1
KIC5263643,-1
KIC5263777,-1
KIC5264032,-1
KIC5264285,-1
KIC5264401,-1
KIC5264406,-1
KIC5264460,-1
KIC5264520,-1
KIC5264649,-1
KIC5264655,-1
KIC5264769,-1
KIC5264795,-1
KIC5265226,-1
KIC5265256,-1
KIC5265292,-1
KIC5265577,-1
KIC5265916,-1
KIC5265923,-1
KIC5265982,-1
KIC5266369,-1
KIC5266416,-1
KIC5267648,-1
KIC5267939,-1
KIC5268339,-1
KIC5268494,-1
KIC5268576,-1
KIC5268865,-1
KIC5269165,-1
KIC5269381,-1
KIC5269518,-1
KIC5269870,-1
KIC5270027,-1
KIC5270160,-1
KIC5270814,-1
KIC5270933,-1
KIC5271002,-1
KIC5271191,-1
KIC5271329,-1
KIC5271465,-1
KIC5271626,-1
KIC5271669,-1
KIC5271808,-1
KIC5271837,-1
KIC5272166,-1
KIC5272541,-1
KIC5272567,-1
KIC5272829,-1
KIC5272843,-1
KIC5273239,-1
KIC5273846,-1
KIC5273933,-1
KIC5281000,-1
KIC5281405,-1
KIC5281639,-1
KIC5281702,-1
KIC5281750,-1
KIC5281780,-1
KIC5282247,-1
KIC5282275,-1
KIC5282288,-1
KIC5282322,-1
KIC5282875,-1
KIC5282887,-1
KIC5283690,-1
KIC5283733,-1
KIC5283798,-1
KIC5283855,-1
KIC5283958,-1
KIC5284127,-1
KIC5284371,-1
KIC5284948,-1
KIC5285096,-1
KIC5285332,-1
KIC5285343,-1
KIC5285357,-1
KIC5285490,-1
KIC5286020,-1
KIC5286794,-1
KIC5286890,-1
KIC5287034,-1
KIC5287043,-1
KIC5287065,-1
KIC5287291,-1
KIC5287316,-1
KIC5287356,-1
KIC5287376,-1
KIC5287466,-1
KIC5287536,-1
KIC5287551,-1
KIC5287610,-1
KIC5287706,-1
KIC5288332,-1
KIC5288607,-1
KIC5288716,-1
KIC5288952,-1
KIC5289571,-1
KIC5290047,-1
KIC5290071,-1
KIC5295280,-1
KIC5295846,-1
KIC5295898,-1
KIC5295989,-1
KIC5297605,-1
KIC5300269,-1
KIC5300619,-1
KIC5300767,-1
KIC5301060,-1
KIC5301510,-1
KIC5301647,-1
KIC5302430,-1
KIC5302674,-1
KIC5303861,-1
KIC5303905,-1
KIC5303959,-1
KIC5304118,-1
KIC5304355,-1
KIC5304515,-1
KIC5304555,-1
KIC5304582,-1
KIC5305259,-1
KIC5305945,-1
KIC5306039,-1
KIC5306095,-1
KIC5306751,-1
KIC5306861,-1
KIC5306913,-1
KIC5307203,-1
KIC5307348,-1
KIC5307365,-1
KIC5307494,-1
KIC5307747,-1
KIC5307930,-1
KIC5308081,-1
KIC5308777,-1
KIC5309012,-1
KIC5309064,-1
KIC5339687,-1
KIC5339823,-1
KIC5340000,-1
KIC5340189,-1
KIC5340269,-1
KIC5340557,-1
KIC5340720,-1
KIC5341131,-1
KIC5341746,-1
KIC5342486,-1
KIC5343338,-1
KIC5343454,-1
KIC5344380,-1
KIC5344460,-1
KIC5344496,-1
KIC5344502,-1
KIC5344943,-1
KIC5345094,-1
KIC5345214,-1
KIC5347736,-1
KIC5349955,-1
KIC5350147,-1
KIC5350163,-1
KIC5350351,-1
KIC5350658,-1
KIC5351254,-1
KIC5351405,-1
KIC5351445,-1
KIC5351878,-1
KIC5351903,-1
KIC5352699,-1
KIC5352861,-1
KIC5352862,-1
KIC5353108,-1
KIC5353146,-1
KIC5353157,-1
KIC5353178,-1
KIC5353200,-1
KIC5353283,-1
KIC5353350,-1
KIC5353757,-1
KIC5353786,-1
KIC5354045,-1
KIC5354104,-1
KIC5355747,-1
KIC5355929,-1
KIC5356201,-1
KIC5356255,-1
KIC5357329,-1
KIC5358060,-1
KIC5358184,-1
KIC5358325,-1
KIC5358548,-1
KIC5358719,-1
KIC5358897,-1
KIC5358969,-1
KIC5359034,-1
KIC5359061,-1
KIC5359241,-1
KIC5359242,-1
KIC5359329,-1
KIC5359478,-1
KIC5359518,-1
KIC5359568,-1
KIC5359600,-1
KIC5360044,-1
KIC5360279,-1
KIC5360690,-1
KIC5360757,-1
KIC5360842,-1
KIC5361169,-1
KIC5363562,-1
KIC5363820,-1
KIC5363893,-1
KIC5363918,-1
KIC5363998,-1
KIC5364240,-1
KIC5364445,-1
KIC5364580,-1
KIC5369207,-1
KIC5369311,-1
KIC5369457,-1
KIC5369544,-1
KIC5369569,-1
KIC5369662,-1
KIC5370348,-1
KIC5370814,-1
KIC5370902,-1
KIC5370942,-1
KIC5370950,-1
KIC5370997,-1
KIC5371033,-1
KIC5371035,-1
KIC5371089,-1
KIC5371092,-1
KIC5371124,-1
KIC5371125,-1
KIC5371173,-1
KIC5371202,-1
KIC5371482,-1
KIC5371494,-1
KIC5371600,-1
KIC5371626,-1
KIC5371756,-1
KIC5372125,-1
KIC5372224,-1
KIC5372374,-1
KIC5373213,-1
KIC5373278,-1
KIC5373447,-1
KIC5373639,-1
KIC5373768,-1
KIC5374099,-1
KIC5374118,-1
KIC5374221,-1
KIC5374249,-1
KIC5374540,-1
KIC5374733,-1
KIC5374749,-1
KIC5374814,-1
KIC5375095,-1
KIC5375770,-1
KIC5375947,-1
KIC5376097,-1
KIC5376291,-1
KIC5376348,-1
KIC5376385,-1
KIC5376608,-1
KIC5376639,-1
KIC5376963,-1
KIC5377341,-1
KIC5377629,-1
KIC5377645,-1
KIC5380617,-1
KIC5380775,-1
KIC5382824,-1
KIC5383275,-1
KIC5383359,-1
KIC5384584,-1
KIC5384777,-1
KIC5385518,-1
KIC5386317,-1
KIC5387638,-1
KIC5388289,-1
KIC5388291,-1
KIC5388366,-1
KIC5388821,-1
KIC5389097,-1
KIC5389263,-1
KIC5389557,-1
KIC5389655,-1
KIC5390228,-1
KIC5390305,-1
KIC5390372,-1
KIC5390762,-1
KIC5390924,-1
KIC5391118,-1
KIC5391275,-1
KIC5391911,-1
KIC5392313,-1
KIC5392342,-1
KIC5392363,-1
KIC5392657,-1
KIC5393278,-1
KIC5393297,-1
KIC5393304,-1
KIC5393453,-1
KIC5393781,-1
KIC5394350,-1
KIC5394451,-1
KIC5394670,-1
KIC5395247,-1
KIC5395312,-1
KIC5395444,-1
KIC5395669,-1
KIC5395842,-1
KIC5395887,-1
KIC5395997,-1
KIC5396808,-1
KIC5396909,-1
KIC5397058,-1
KIC5397223,-1
KIC5398311,-1
KIC5426041,-1
KIC5426077,-1
KIC5426137,-1
KIC5426170,-1
KIC5426401,-1
KIC5427111,-1
KIC5427229,-1
KIC5428360,-1
KIC5428405,-1
KIC5428540,-1
KIC5428669,-1
KIC5429725,-1
KIC5429727,-1
KIC5429842,-1
KIC5429938,-1
KIC5430086,-1
KIC5430779,-1
KIC5431007,-1
KIC5431304,-1
KIC5431353,-1
KIC5435648,-1
KIC5435961,-1
KIC5435965,-1
KIC5435995,-1
KIC5436082,-1
KIC5436415,-1
KIC5436490,-1
KIC5436707,-1
KIC5436814,-1
KIC5436821,-1
KIC5437624,-1
KIC5437796,-1
KIC5437901,-1
KIC5437909,-1
KIC5438256,-1
KIC5438922,-1
KIC5439087,-1
KIC5439272,-1
KIC5439339,-1
KIC5439372,-1
KIC5439695,-1
KIC5440198,-1
KIC5440204,-1
KIC5440406,-1
KIC5440418,-1
KIC5440488,-1
KIC5440925,-1
KIC5441150,-1
KIC5443651,-1
KIC5443741,-1
KIC5443746,-1
KIC5443981,-1
KIC5444074,-1
KIC5444525,-1
KIC5444627,-1
KIC5444662,-1
KIC5444758,-1
KIC5444860,-1
KIC5444972,-1
KIC5445178,-1
KIC5445362,-1
KIC5445379,-1
KIC5445418,-1
KIC5445796,-1
KIC5445881,-1
KIC5445912,-1
KIC5445983,-1
KIC5446102,-1
KIC5446110,-1
KIC5446233,-1
KIC5446241,-1
KIC5446242,-1
KIC5446305,-1
KIC5446327,-1
KIC5446355,-1
KIC5446366,-1
KIC5446484,-1
KIC5446556,-1
KIC5446927,-1
KIC5449223,-1
KIC5449922,-1
KIC5450049,-1
KIC5450127,-1
KIC5450269,-1
KIC5450439,-1
KIC5450541,-1
KIC5450890,-1
KIC5450937,-1
KIC5451290,-1
KIC5455690,-1
KIC5455901,-1
KIC5456086,-1
KIC5456147,-1
KIC5456184,-1
KIC5456574,-1
KIC5456602,-1
KIC5456612,-1
KIC5456650,-1
KIC5456708,-1
KIC5456732,-1
KIC5457016,-1
KIC5457182,-1
KIC5457518,-1
KIC5457703,-1
KIC5457811,-1
KIC5458018,-1
KIC5458219,-1
KIC5458268,-1
KIC5458457,-1
KIC5459287,-1
KIC5459494,-1
KIC5459563,-1
KIC5459624,-1
KIC5459686,-1
KIC5459819,-1
KIC5459855,-1
KIC5460741,-1
KIC5461146,-1
KIC5461147,-1
KIC5461205,-1
KIC5461244,-1
KIC5461275,-1
KIC5461447,-1
KIC5461605,-1
KIC5461610,-1
KIC5461724,-1
KIC5461779,-1
KIC5461921,-1
KIC5462261,-1
KIC5462460,-1
KIC5462797,-1
KIC5462853,-1
KIC5467099,-1
KIC5468123,-1
KIC5468161,-1
KIC5470218,-1
KIC5471005,-1
KIC5471038,-1
KIC5471396,-1
KIC5471433,-1
KIC5471522,-1
KIC5472717,-1
KIC5472964,-1
KIC5472976,-1
KIC5473628,-1
KIC5473840,-1
KIC5474712,-1
KIC5474982,-1
KIC5475271,-1
KIC5475321,-1
KIC5475667,-1
KIC5475952,-1
KIC5476002,-1
KIC5476034,-1
KIC5476427,-1
KIC5476729,-1
KIC5476808,-1
KIC5477219,-1
KIC5477259,-1
KIC5477873,-1
KIC5477973,-1
KIC5478010,-1
KIC5478227,-1
KIC5478318,-1
KIC5478399,-1
KIC5478864,-1
KIC5479052,-1
KIC5479406,-1
KIC5479483,-1
KIC5479721,-1
KIC5479860,-1
KIC5480386,-1
KIC5480439,-1
KIC5480758,-1
KIC5480879,-1
KIC5480957,-1
KIC5481206,-1
KIC5481809,-1
KIC5511314,-1
KIC5511566,-1
KIC5511580,-1
KIC5511847,-1
KIC5512223,-1
KIC5512348,-1
KIC5512777,-1
KIC5512910,-1
KIC5512996,-1
KIC5513434,-1
KIC5513771,-1
KIC5514024,-1
KIC5514079,-1
KIC5514689,-1
KIC5514964,-1
KIC5514974,-1
KIC5515314,-1
KIC5515642,-1
KIC5515759,-1
KIC5515794,-1
KIC5515939,-1
KIC5516025,-1
KIC5516590,-1
KIC5516627,-1
KIC5517118,-1
KIC5517310,-1
KIC5517442,-1
KIC5520872,-1
KIC5520879,-1
KIC5521176,-1
KIC5521181,-1
KIC5521210,-1
KIC5521349,-1
KIC5521374,-1
KIC5521718,-1
KIC5521974,-1
KIC5521995,-1
KIC5522071,-1
KIC5522224,-1
KIC5522479,-1
KIC5522575,-1
KIC5522686,-1
KIC5522822,-1
KIC5522828,-1
KIC5522844,-1
KIC5522939,-1
KIC5523030,-1
KIC5523089,-1
KIC5523848,-1
KIC5523947,-1
KIC5523967,-1
KIC5524119,-1
KIC5524149,-1
KIC5524229,-1
KIC5524508,-1
KIC5524720,-1
KIC5525400,-1
KIC5525416,-1
KIC5525484,-1
KIC5525572,-1
KIC5525753,-1
KIC5526083,-1
KIC5526130,-1
KIC5526223,-1
KIC5526390,-1
KIC5526430,-1
KIC5527304,-1
KIC5528430,-1
KIC5528530,-1
KIC5528590,-1
KIC5528688,-1
KIC5529403,-1
KIC5529531,-1
KIC5529609,-1
KIC5529770,-1
KIC5529992,-1
KIC5530015,-1
KIC5530337,-1
KIC5530526,-1
KIC5530598,-1
KIC5530664,-1
KIC5530781,-1
KIC5530982,-1
KIC5531278,-1
KIC5531488,-1
KIC5531578,-1
KIC5534039,-1
KIC5534253,-1
KIC5534335,-1
KIC5534806,-1
KIC5534910,-1
KIC5534973,-1
KIC5535029,-1
KIC5535283,-1
KIC5535333,-1
KIC5535541,-1
KIC5535645,-1
KIC5536129,-1
KIC5536409,-1
KIC5536758,-1
KIC5541499,-1
KIC5542222,-1
KIC5542907,-1
KIC5543129,-1
KIC5543249,-1
KIC5543289,-1
KIC5543324,-1
KIC5543573,-1
KIC5543575,-1
KIC5543746,-1
KIC5543811,-1
KIC5543953,-1
KIC5544284,-1
KIC5544444,-1
KIC5544447,-1
KIC5544582,-1
KIC5544598,-1
KIC5544606,-1
KIC5544698,-1
KIC5544763,-1
KIC5545303,-1
KIC5545340,-1
KIC5545643,-1
KIC5545719,-1
KIC5545761,-1
KIC5546141,-1
KIC5546464,-1
KIC5546749,-1
KIC5547077,-1
KIC5547570,-1
KIC5547747,-1
KIC5551189,-1
KIC5552283,-1
KIC5552909,-1
KIC5553045,-1
KIC5553250,-1
KIC5553307,-1
KIC5553963,-1
KIC5554141,-1
KIC5556683,-1
KIC5556726,-1
KIC5556743,-1
KIC5556764,-1
KIC5557807,-1
KIC5557808,-1
KIC5558054,-1
KIC5558110,-1
KIC5558488,-1
KIC5558805,-1
KIC5559520,-1
KIC5559993,-1
KIC5560101,-1
KIC5560403,-1
KIC5560983,-1
KIC5561013,-1
KIC5561145,-1
KIC5561523,-1
KIC5561743,-1
KIC5561826,-1
KIC5562465,-1
KIC5562583,-1
KIC5562913,-1
KIC5562978,-1
KIC5562995,-1
KIC5563078,-1
KIC5563343,-1
KIC5563915,-1
KIC5564131,-1
KIC5564500,-1
KIC5564615,-1
KIC5564915,-1
KIC5564922,-1
KIC5565030,-1
KIC5565067,-1
KIC5565654,-1
KIC5565883,-1
KIC5566037,-1
KIC5566078,-1
KIC5566146,-1
KIC5566273,-1
KIC5566644,-1
KIC5566669,-1
KIC5566802,-1
KIC5566872,-1
KIC5567840,-1
KIC5568020,-1
KIC5568032,-1
KIC5596344,-1
KIC5597397,-1
KIC5597965,-1
KIC5598789,-1
KIC5599002,-1
KIC5599763,-1
KIC5599854,-1
KIC5600698,-1
KIC5600739,-1
KIC5601683,-1
KIC5601827,-1
KIC5602011,-1
KIC5602062,-1
KIC5602409,-1
KIC5602545,-1
KIC5602690,-1
KIC5603057,-1
KIC5603153,-1
KIC5603208,-1
KIC5603681,-1
KIC5603916,-1
KIC5606907,-1
KIC5607175,-1
KIC5607582,-1
KIC5607690,-1
KIC5608082,-1
KIC5608160,-1
KIC5608582,-1
KIC5608922,-1
KIC5609515,-1
KIC5610200,-1
KIC5610212,-1
KIC5610430,-1
KIC5610766,-1
KIC5611192,-1
KIC5611229,-1
KIC5611769,-1
KIC5612534,-1
KIC5612599,-1
KIC5613099,-1
KIC5613241,-1
KIC5613377,-1
KIC5613387,-1
KIC5613570,-1
KIC5615331,-1
KIC5615439,-1
KIC5616034,-1
KIC5616050,-1
KIC5616297,-1
KIC5616368,-1
KIC5616489,-1
KIC5616606,-1
KIC5616626,-1
KIC5616851,-1
KIC5617000,-1
KIC5617324,-1
KIC5617829,-1
KIC5618071,-1
KIC5620302,-1
KIC5620596,-1
KIC5620636,-1
KIC5620654,-1
KIC5620720,-1
KIC5621122,-1
KIC5621372,-1
KIC5621757,-1
KIC5621800,-1
KIC5622103,-1
KIC5622780,-1
KIC5622792,-1
KIC5623097,-1
KIC5623391,-1
KIC5623443,-1
KIC5623444,-1
KIC5623569,-1
KIC5623794,-1
KIC5623833,-1
KIC5624003,-1
KIC5628775,-1
KIC5628779,-1
KIC5629153,-1
KIC5629179,-1
KIC5629459,-1
KIC5629654,-1
KIC5629783,-1
KIC5629807,-1
KIC5630003,-1
KIC5630116,-1
KIC5630175,-1
KIC5630215,-1
KIC5630391,-1
KIC5630500,-1
KIC5630622,-1
KIC5630997,-1
KIC5631061,-1
KIC5631398,-1
KIC5631694,-1
KIC5631853,-1
KIC5631956,-1
KIC5632954,-1
KIC5633306,-1
KIC5636540,-1
KIC5636780,-1
KIC5637036,-1
KIC5637392,-1
KIC5638865,-1
KIC5639438,-1
KIC5639562,-1
KIC5640843,-1
KIC5641247,-1
KIC5641322,-1
KIC5642003,-1
KIC5642574,-1
KIC5644388,-1
KIC5645576,-1
KIC5645845,-1
KIC5647667,-1
KIC5647719,-1
KIC5647777,-1
KIC5648159,-1
KIC5649027,-1
KIC5649129,-1
KIC5649538,-1
KIC5649546,-1
KIC5650420,-1
KIC5650499,-1
KIC5650920,-1
KIC5650945,-1
KIC5651262,-1
KIC5653970,-1
KIC5682548,-1
KIC5683110,-1
KIC5683397,-1
KIC5683969,-1
KIC5684270,-1
KIC5685000,-1
KIC5685237,-1
KIC5685244,-1
KIC5685279,-1
KIC5685527,-1
KIC5685682,-1
KIC5685751,-1
KIC5686036,-1
KIC5687745,-1
KIC5688694,-1
KIC5688727,-1
KIC5689343,-1
KIC5689448,-1
KIC5689606,-1
KIC5689617,-1
KIC5689750,-1
KIC5690169,-1
KIC5690239,-1
KIC5693324,-1
KIC5693423,-1
KIC5693454,-1
KIC5693543,-1
KIC5694017,-1
KIC5694334,-1
KIC5694346,-1
KIC5694411,-1
KIC5694547,-1
KIC5694630,-1
KIC5694720,-1
KIC5695038,-1
KIC5695096,-1
KIC5695302,-1
KIC5695530,-1
KIC5695835,-1
KIC5696036,-1
KIC5696081,-1
KIC5696539,-1
KIC5696552,-1
KIC5696571,-1
KIC5696738,-1
KIC5696938,-1
KIC5696950,-1
KIC5697234,-1
KIC5697390,-1
KIC5697479,-1
KIC5697980,-1
KIC5698093,-1
KIC5698156,-1
KIC5698201,-1
KIC5698599,-1
KIC5698705,-1
KIC5698896,-1
KIC5700051,-1
KIC5700274,-1
KIC5700368,-1
KIC5700391,-1
KIC5700488,-1
KIC5701717,-1
KIC5701821,-1
KIC5701829,-1
KIC5701850,-1
KIC5702180,-1
KIC5702196,-1
KIC5702251,-1
KIC5702382,-1
KIC5702396,-1
KIC5702569,-1
KIC5702782,-1
KIC5702888,-1
KIC5703201,-1
KIC5703348,-1
KIC5705536,-1
KIC5705708,-1
KIC5705748,-1
KIC5705925,-1
KIC5706341,-1
KIC5706531,-1
KIC5706631,-1
KIC5706724,-1
KIC5706754,-1
KIC5706760,-1
KIC5706878,-1
KIC5706980,-1
KIC5707098,-1
KIC5707115,-1
KIC5707145,-1
KIC5707269,-1
KIC5707311,-1
KIC5707338,-1
KIC5707416,-1
KIC5707560,-1
KIC5707691,-1
KIC5707854,-1
KIC5708077,-1
KIC5708483,-1
KIC5709182,-1
KIC5709233,-1
KIC5709235,-1
KIC5709265,-1
KIC5709564,-1
KIC5709663,-1
KIC5709667,-1
KIC5709787,-1
KIC5714754,-1
KIC5714999,-1
KIC5715911,-1
KIC5716459,-1
KIC5717058,-1
KIC5717080,-1
KIC5717389,-1
KIC5717420,-1
KIC5717541,-1
KIC5718010,-1
KIC5718230,-1
KIC5718239,-1
KIC5718472,-1
KIC5721762,-1
KIC5721975,-1
KIC5722012,-1
KIC5722272,-1
KIC5722826,-1
KIC5723238,-1
KIC5723909,-1
KIC5724214,-1
KIC5724947,-1
KIC5725087,-1
KIC5726892,-1
KIC5726966,-1
KIC5727534,-1
KIC5728401,-1
KIC5728738,-1
KIC5728791,-1
KIC5728851,-1
KIC5730384,-1
KIC5730508,-1
KIC5730703,-1
KIC5730952,-1
KIC5731004,-1
KIC5731385,-1
KIC5731386,-1
KIC5731450,-1
KIC5731766,-1
KIC5731852,-1
KIC5731891,-1
KIC5731954,-1
KIC5732285,-1
KIC5732418,-1
KIC5732630,-1
KIC5732922,-1
KIC5733072,-1
KIC5733555,-1
KIC5733578,-1
KIC5733659,-1
KIC5733975,-1
KIC5734092,-1
KIC5734838,-1
KIC5734889,-1
KIC5735042,-1
KIC5735779,-1
KIC5736093,-1
KIC5736713,-1
KIC5736841,-1
KIC5736877,-1
KIC5736976,-1
KIC5737013,-1
KIC5737031,-1
KIC5737282,-1
KIC5737655,-1
KIC5737673,-1
KIC5739098,-1
KIC5767490,-1
KIC5767932,-1
KIC5768075,-1
KIC5768166,-1
KIC5768435,-1
KIC5768953,-1
KIC5769244,-1
KIC5769434,-1
KIC5770031,-1
KIC5770415,-1
KIC5770637,-1
KIC5770923,-1
KIC5771092,-1
KIC5771513,-1
KIC5771621,-1
KIC5771685,-1
KIC5772710,-1
KIC5772994,-1
KIC5773045,-1
KIC5773063,-1
KIC5773191,-1
KIC5773365,-1
KIC5773384,-1
KIC5773973,-1
KIC5774024,-1
KIC5774266,-1
KIC5774558,-1
KIC5774568,-1
KIC5774861,-1
KIC5774953,-1
KIC5775127,-1
KIC5775254,-1
KIC5775297,-1
KIC5775365,-1
KIC5779069,-1
KIC5779177,-1
KIC5779643,-1
KIC5779724,-1
KIC5779754,-1
KIC5780072,-1
KIC5780142,-1
KIC5780424,-1
KIC5780614,-1
KIC5780782,-1
KIC5780828,-1
KIC5781284,-1
KIC5781580,-1
KIC5781782,-1
KIC5781901,-1
KIC5782127,-1
KIC5782671,-1
KIC5782777,-1
KIC5782792,-1
KIC5783113,-1
KIC5783115,-1
KIC5783143,-1
KIC5784094,-1
KIC5784288,-1
KIC5784536,-1
KIC5785056,-1
KIC5785268,-1
KIC5785573,-1
KIC5785620,-1
KIC5785710,-1
KIC5785742,-1
KIC5785756,-1
KIC5785858,-1
KIC5785879,-1
KIC5785971,-1
KIC5786229,-1
KIC5786982,-1
KIC5787509,-1
KIC5787841,-1
KIC5788076,-1
KIC5788154,-1
KIC5788275,-1
KIC5788354,-1
KIC5788559,-1
KIC5790744,-1
KIC5790837,-1
KIC5791045,-1
KIC5791135,-1
KIC5791353,-1
KIC5791844,-1
KIC5791856,-1
KIC5791860,-1
KIC5791882,-1
KIC5791889,-1
KIC5791891,-1
KIC5792113,-1
KIC5792408,-1
KIC5792421,-1
KIC5792500,-1
KIC5792581,-1
KIC5792848,-1
KIC5792887,-1
KIC5792889,-1
KIC5792936,-1
KIC5793098,-1
KIC5793223,-1
KIC5793427,-1
KIC5793628,-1
KIC5794100,-1
KIC5794180,-1
KIC5794363,-1
KIC5794479,-1
KIC5794496,-1
KIC5794680,-1
KIC5795250,-1
KIC5795361,-1
KIC5795583,-1
KIC5795626,-1
KIC5795688,-1
KIC5795915,-1
KIC5796504,-1
KIC5801446,-1
KIC5801629,-1
KIC5801717,-1
KIC5801749,-1
KIC5802020,-1
KIC5802193,-1
KIC5802400,-1
KIC5802420,-1
KIC5802562,-1
KIC5802573,-1
KIC5802685,-1
KIC5802797,-1
KIC5803651,-1
